0.65	0.181061	0.00630464
0.75	0.145177	0.0052157
0.85	0.1108	0.00418882
0.95	0.0869536	0.00350739
1.05	0.0646518	0.0028414
1.15	0.0511248	0.00245671
1.25	0.0358661	0.00194995
1.35	0.0290521	0.00172419
1.45	0.0215448	0.00143448
1.55	0.0148414	0.00114963
1.65	0.0111229	0.000969958
1.75	0.00834076	0.000818868
1.85	0.00640695	0.000715179
1.95	0.00463354	0.000600103
2.1	0.00302105	0.000282777
2.3	0.00182778	0.000217353
2.5	0.000873385	0.000147811
2.7	0.000511213	0.000112609
2.9	0.000376877	9.68471e-05
3.25	0.000137681	3.61586e-05
3.75	4.24562e-05	1.96197e-05
4.25	1.8137e-05	1.34085e-05
 
 
 pbarp: (p + pbar)/2 ("_feed_" means feed-down correction is applied) 
