5	10	9	13	
0.81556	-2.55765	-10.9
1.87609	-1.65602	-10.9
0.81556	-2.55765	10.9
1.87609	-1.65602	10.9
-0.81556	2.55765	-10.9
-1.87609	1.65602	-10.9
-0.81556	2.55765	10.9
-1.87609	1.65602	10.9
1.94409	-1.85127	-10.9
2.44101	-0.550991	-10.9
1.94409	-1.85127	10.9
2.44101	-0.550991	10.9
-1.94409	1.85127	-10.9
-2.44101	0.550991	-10.9
-1.94409	1.85127	10.9
-2.44101	0.550991	10.9
2.59446	-0.68956	-10.9
2.40554	0.689561	-10.9
2.59446	-0.68956	10.9
2.40554	0.689561	10.9
-2.59446	0.68956	-10.9
-2.40554	-0.689561	-10.9
-2.59446	0.68956	10.9
-2.40554	-0.689561	10.9
2.6067	0.641756	-10.9
1.77841	1.76051	-10.9
2.6067	0.641756	10.9
1.77841	1.76051	10.9
-2.6067	-0.641756	-10.9
-1.77841	-1.76051	-10.9
-2.6067	-0.641756	10.9
-1.77841	-1.76051	10.9
1.97779	1.81523	-10.9
0.713861	2.39844	-10.9
1.97779	1.81523	10.9
0.713861	2.39844	10.9
-1.97779	-1.81523	-10.9
-0.713861	-2.39844	-10.9
-1.97779	-1.81523	10.9
-0.713861	-2.39844	10.9
1.46867	-4.91687	-10.9
2.65722	-4.1923	-10.9
1.46867	-4.91687	10.9
2.65722	-4.1923	10.9
-1.46867	4.91687	-10.9
-2.65722	4.1923	-10.9
-1.46867	4.91687	10.9
-2.65722	4.1923	10.9
2.65949	-4.3886	-10.9
3.62728	-3.38808	-10.9
2.65949	-4.3886	10.9
3.62728	-3.38808	10.9
-2.65949	4.3886	-10.9
-3.62728	3.38808	-10.9
-2.65949	4.3886	10.9
-3.62728	3.38808	10.9
3.6789	-3.57747	-10.9
4.36356	-2.36549	-10.9
3.6789	-3.57747	10.9
4.36356	-2.36549	10.9
-3.6789	3.57747	-10.9
-4.36356	2.36549	-10.9
-3.6789	3.57747	10.9
-4.36356	2.36549	10.9
4.46121	-2.53578	-10.9
4.81861	-1.19045	-10.9
4.46121	-2.53578	10.9
4.81861	-1.19045	10.9
-4.46121	2.53578	-10.9
-4.81861	1.19045	-10.9
-4.46121	2.53578	10.9
-4.81861	1.19045	10.9
4.956	-1.33066	-10.9
4.96311	0.0613176	-10.9
4.956	-1.33066	10.9
4.96311	0.0613176	10.9
-4.956	1.33066	-10.9
-4.96311	-0.0613176	-10.9
-4.956	1.33066	10.9
-4.96311	-0.0613176	10.9
5.13138	-0.0397839	-10.9
4.78773	1.30913	-10.9
5.13138	-0.0397839	10.9
4.78773	1.30913	10.9
-5.13138	0.0397839	-10.9
-4.78773	-1.30913	-10.9
-5.13138	0.0397839	10.9
-4.78773	-1.30913	10.9
4.97604	1.25366	-10.9
4.30379	2.47257	-10.9
4.97604	1.25366	10.9
4.30379	2.47257	10.9
-4.97604	-1.25366	-10.9
-4.30379	-2.47257	-10.9
-4.97604	-1.25366	10.9
-4.30379	-2.47257	10.9
4.5	2.46631	-10.9
3.54247	3.47666	-10.9
4.5	2.46631	10.9
3.54247	3.47666	10.9
-4.5	-2.46631	-10.9
-3.54247	-3.47666	-10.9
-4.5	-2.46631	10.9
-3.54247	-3.47666	10.9
3.73393	3.52	-10.9
2.55284	4.25667	-10.9
3.73393	3.52	10.9
2.55284	4.25667	10.9
-3.73393	-3.52	-10.9
-2.55284	-4.25667	-10.9
-3.73393	-3.52	10.9
-2.55284	-4.25667	10.9
2.72721	4.34683	-10.9
1.39867	4.76234	-10.9
2.72721	4.34683	10.9
1.39867	4.76234	10.9
-2.72721	-4.34683	-10.9
-1.39867	-4.76234	-10.9
-2.72721	-4.34683	10.9
-1.39867	-4.76234	10.9
1.92133	-10.179	-15.8
4.9663	-8.59763	-15.8
1.92133	-10.179	15.8
4.9663	-8.59763	15.8
-1.92133	10.179	-15.8
-4.9663	8.59763	-15.8
-1.92133	10.179	15.8
-4.9663	8.59763	15.8
4.88754	-9.13317	-15.8
7.31759	-6.71091	-15.8
4.88754	-9.13317	15.8
7.31759	-6.71091	15.8
-4.88754	9.13317	-15.8
-7.31759	6.71091	-15.8
-4.88754	9.13317	15.8
-7.31759	6.71091	15.8
7.40318	-7.2454	-15.8
