  100000000      1.1             # run and version numbers

 Panel   H/V Layer Tube      x1      x2      y1      y2
 2     1     0        0 -266.20 -266.20 -256.71  244.29
 2     1     0        1 -257.80 -257.80 -256.71  244.29
 2     1     0        2 -249.40 -249.40 -256.71  244.29
 2     1     0        3 -241.00 -241.00 -256.71  244.29
 2     1     0        4 -232.60 -232.60 -256.71  244.29
 2     1     0        5 -224.20 -224.20 -256.71  244.29
 2     1     0        6 -215.80 -215.80 -256.71  244.29
 2     1     0        7 -207.40 -207.40 -256.71  244.29
 2     1     0        8 -199.00 -199.00 -256.71  244.29
 2     1     0        9 -190.60 -190.60 -256.71  244.29
 2     1     0       10 -182.20 -182.20 -256.71  244.29
 2     1     0       11 -173.80 -173.80 -256.71  244.29
 2     1     0       12 -165.40 -165.40 -256.71  244.29
 2     1     0       13 -157.00 -157.00 -256.71  244.29
 2     1     0       14 -148.60 -148.60 -256.71  244.29
 2     1     0       15 -140.20 -140.20 -256.71  244.29
 2     1     0       16 -131.80 -131.80 -256.71  244.29
 2     1     0       17 -123.40 -123.40 -256.71  244.29
 2     1     0       18 -115.00 -115.00 -256.71  244.29
 2     1     0       19 -106.60 -106.60 -256.71  244.29
 2     1     0       20  -98.20  -98.20 -256.71  244.29
 2     1     0       21  -89.80  -89.80 -256.71  244.29
 2     1     0       22  -81.40  -81.40 -256.71  244.29
 2     1     0       23  -73.00  -73.00 -256.71  244.29
 2     1     0       24  -64.60  -64.60 -256.71  244.29
 2     1     0       25  -56.20  -56.20 -256.71  244.29
 2     1     0       26  -47.80  -47.80 -256.71  244.29
 2     1     0       27  -39.40  -39.40 -256.71  244.29
 2     1     0       28  -31.00  -31.00 -256.71  244.29
 2     1     0       29  -22.60  -22.60 -256.71  244.29
 2     1     0       30  -14.20  -14.20 -256.71  244.29
 2     1     0       31   -5.80   -5.80 -256.71  244.29
 2     1     0       32    2.60    2.60 -256.71  244.29
 2     1     0       33   11.00   11.00 -256.71  244.29
 2     1     0       34   19.40   19.40 -256.71  244.29
 2     1     0       35   27.80   27.80 -256.71  244.29
 2     1     0       36   36.20   36.20 -256.71  244.29
 2     1     0       37   44.60   44.60 -256.71  244.29
 2     1     0       38   53.00   53.00 -256.71  244.29
 2     1     0       39   61.40   61.40 -256.71  244.29
 2     1     0       40   69.80   69.80 -256.71  244.29
 2     1     0       41   78.20   78.20 -256.71  244.29
 2     1     0       42   86.60   86.60 -256.71  244.29
 2     1     0       43   95.00   95.00 -256.71  244.29
 2     1     0       44  103.40  103.40 -256.71  244.29
 2     1     0       45  111.80  111.80 -256.71  244.29
 2     1     0       46  120.20  120.20 -256.71  244.29
 2     1     0       47  128.60  128.60 -256.71  244.29
 2     1     0       48  137.00  137.00 -256.71  244.29
 2     1     0       49  145.40  145.40 -256.71  244.29
 2     1     0       50  153.80  153.80 -256.71  244.29
 2     1     0       51  162.20  162.20 -256.71  244.29
 2     1     0       52  170.60  170.60 -256.71  244.29
 2     1     0       53  179.00  179.00 -256.71  244.29
 2     1     0       54  187.40  187.40 -256.71  244.29
 2     1     0       55  195.80  195.80 -256.71  244.29
 2     1     0       56  204.20  204.20 -256.71  244.29
 2     1     0       57  212.60  212.60 -256.71  244.29
 2     1     0       58  221.00  221.00 -256.71  244.29
 2     1     0       59  229.40  229.40 -256.71  244.29
 2     1     0       60  237.80  237.80 -256.71  244.29
 2     1     0       61  246.20  246.20 -256.71  244.29
 2     1     0       62  254.60  254.60 -256.71  244.29
 2     1     0       63  262.99  262.99 -256.71  244.29
 2     1     1        0 -265.70 -265.70 -256.71  244.29
 2     1     1        1 -257.30 -257.30 -256.71  244.29
 2     1     1        2 -248.90 -248.90 -256.71  244.29
 2     1     1        3 -240.50 -240.50 -256.71  244.29
 2     1     1        4 -232.10 -232.10 -256.71  244.29
 2     1     1        5 -223.70 -223.70 -256.71  244.29
 2     1     1        6 -215.30 -215.30 -256.71  244.29
 2     1     1        7 -206.90 -206.90 -256.71  244.29
 2     1     1        8 -198.50 -198.50 -256.71  244.29
 2     1     1        9 -190.10 -190.10 -256.71  244.29
 2     1     1       10 -181.70 -181.70 -256.71  244.29
 2     1     1       11 -173.30 -173.30 -256.71  244.29
 2     1     1       12 -164.90 -164.90 -256.71  244.29
 2     1     1       13 -156.50 -156.50 -256.71  244.29
 2     1     1       14 -148.10 -148.10 -256.71  244.29
 2     1     1       15 -139.70 -139.70 -256.71  244.29
 2     1     1       16 -131.30 -131.30 -256.71  244.29
 2     1     1       17 -122.90 -122.90 -256.71  244.29
 2     1     1       18 -114.50 -114.50 -256.71  244.29
 2     1     1       19 -106.10 -106.10 -256.71  244.29
 2     1     1       20  -97.70  -97.70 -256.71  244.29
 2     1     1       21  -89.30  -89.30 -256.71  244.29
 2     1     1       22  -80.90  -80.90 -256.71  244.29
 2     1     1       23  -72.50  -72.50 -256.71  244.29
 2     1     1       24  -64.10  -64.10 -256.71  244.29
 2     1     1       25  -55.70  -55.70 -256.71  244.29
 2     1     1       26  -47.30  -47.30 -256.71  244.29
 2     1     1       27  -38.90  -38.90 -256.71  244.29
 2     1     1       28  -30.50  -30.50 -256.71  244.29
 2     1     1       29  -22.10  -22.10 -256.71  244.29
 2     1     1       30  -13.70  -13.70 -256.71  244.29
 2     1     1       31   -5.30   -5.30 -256.71  244.29
 2     1     1       32    3.10    3.10 -256.71  244.29
 2     1     1       33   11.50   11.50 -256.71  244.29
 2     1     1       34   19.90   19.90 -256.71  244.29
 2     1     1       35   28.30   28.30 -256.71  244.29
 2     1     1       36   36.70   36.70 -256.71  244.29
 2     1     1       37   45.10   45.10 -256.71  244.29
 2     1     1       38   53.50   53.50 -256.71  244.29
 2     1     1       39   61.90   61.90 -256.71  244.29
 2     1     1       40   70.30   70.30 -256.71  244.29
 2     1     1       41   78.70   78.70 -256.71  244.29
 2     1     1       42   87.10   87.10 -256.71  244.29
 2     1     1       43   95.50   95.50 -256.71  244.29
 2     1     1       44  103.90  103.90 -256.71  244.29
 2     1     1       45  112.30  112.30 -256.71  244.29
 2     1     1       46  120.70  120.70 -256.71  244.29
 2     1     1       47  129.10  129.10 -256.71  244.29
 2     1     1       48  137.50  137.50 -256.71  244.29
 2     1     1       49  145.90  145.90 -256.71  244.29
 2     1     1       50  154.30  154.30 -256.71  244.29
 2     1     1       51  162.70  162.70 -256.71  244.29
 2     1     1       52  171.10  171.10 -256.71  244.29
 2     1     1       53  179.50  179.50 -256.71  244.29
 2     1     1       54  187.90  187.90 -256.71  244.29
 2     1     1       55  196.30  196.30 -256.71  244.29
 2     1     1       56  204.70  204.70 -256.71  244.29
 2     1     1       57  213.10  213.10 -256.71  244.29
 2     1     1       58  221.50  221.50 -256.71  244.29
 2     1     1       59  229.90  229.90 -256.71  244.29
 2     1     1       60  238.30  238.30 -256.71  244.29
 2     1     1       61  246.70  246.70 -256.71  244.29
 2     1     1       62  255.10  255.10 -256.71  244.29
 2     1     1       63  263.49  263.49 -256.71  244.29

 Panel   H/V Layer Tube      x1      x2      y1      y2
 ----- ----- ----- ---- ------- ------- ------- -------
 3     0     0        0 -255.11  264.89 -238.27 -238.27
 3     0     0        1 -255.11  264.89 -229.87 -229.87
 3     0     0        2 -255.11  264.89 -221.47 -221.47
 3     0     0        3 -255.11  264.89 -213.07 -213.07
 3     0     0        4 -255.11  264.89 -204.67 -204.67
 3     0     0        5 -255.11  264.89 -196.27 -196.27
 3     0     0        6 -255.11  264.89 -187.87 -187.87
 3     0     0        7 -255.11  264.89 -179.47 -179.47
 3     0     0        8 -255.11  264.89 -171.07 -171.07
 3     0     0        9 -255.11  264.89 -162.67 -162.67
 3     0     0       10 -255.11  264.89 -154.27 -154.27
 3     0     0       11 -255.11  264.89 -145.87 -145.87
 3     0     0       12 -255.11  264.89 -137.47 -137.47
 3     0     0       13 -255.11  264.89 -129.07 -129.07
 3     0     0       14 -255.11  264.89 -120.67 -120.67
 3     0     0       15 -255.11  264.89 -112.27 -112.27
 3     0     0       16 -255.11  264.89 -103.87 -103.87
 3     0     0       17 -255.11  264.89  -95.47  -95.47
 3     0     0       18 -255.11  264.89  -87.07  -87.07
 3     0     0       19 -255.11  264.89  -78.67  -78.67
 3     0     0       20 -255.11  264.89  -70.27  -70.27
 3     0     0       21 -255.11  264.89  -61.87  -61.87
 3     0     0       22 -255.11  264.89  -53.47  -53.47
 3     0     0       23 -255.11  264.89  -45.07  -45.07
 3     0     0       24 -255.11  264.89  -36.67  -36.67
 3     0     0       25 -255.11  264.89  -28.27  -28.27
 3     0     0       26 -255.11  264.89  -19.87  -19.87
 3     0     0       27 -255.11  264.89  -11.47  -11.47
 3     0     0       28 -255.11  264.89   -3.07   -3.07
 3     0     0       29 -255.11  264.89    5.33    5.33
 3     0     0       30 -255.11  264.89   13.73   13.73
 3     0     0       31 -255.11  264.89   22.13   22.13
 3     0     0       32 -255.11  264.89   30.53   30.53
 3     0     0       33 -255.11  264.89   38.93   38.93
 3     0     0       34 -255.11  264.89   47.33   47.33
 3     0     0       35 -255.11  264.89   55.73   55.73
 3     0     0       36 -255.11  264.89   64.13   64.13
 3     0     0       37 -255.11  264.89   72.53   72.53
 3     0     0       38 -255.11  264.89   80.93   80.93
 3     0     0       39 -255.11  264.89   89.33   89.33
 3     0     0       40 -255.11  264.89   97.73   97.73
 3     0     0       41 -255.11  264.89  106.13  106.13
 3     0     0       42 -255.11  264.89  114.53  114.53
 3     0     0       43 -255.11  264.89  122.93  122.93
 3     0     0       44 -255.11  264.89  131.33  131.33
 3     0     0       45 -255.11  264.89  139.73  139.73
 3     0     0       46 -255.11  264.89  148.13  148.13
 3     0     0       47 -255.11  264.89  156.53  156.53
 3     0     0       48 -255.11  264.89  164.93  164.93
 3     0     0       49 -255.11  264.89  173.33  173.33
 3     0     0       50 -255.11  264.89  181.73  181.73
 3     0     0       51 -255.11  264.89  190.13  190.13
 3     0     0       52 -255.11  264.89  198.53  198.53
 3     0     0       53 -255.11  264.89  206.93  206.93
 3     0     0       54 -255.11  264.89  215.33  215.33
 3     0     0       55 -255.11  264.89  223.73  223.73
 3     0     0       56 -255.11  264.89  232.13  232.13
 3     0     0       57 -255.11  264.89  240.53  240.53
 3     0     0       58 -255.11  264.89  248.93  248.93
 3     0     1        0 -255.11  264.89 -237.77 -237.77
 3     0     1        1 -255.11  264.89 -229.37 -229.37
 3     0     1        2 -255.11  264.89 -220.97 -220.97
 3     0     1        3 -255.11  264.89 -212.57 -212.57
 3     0     1        4 -255.11  264.89 -204.17 -204.17
 3     0     1        5 -255.11  264.89 -195.77 -195.77
 3     0     1        6 -255.11  264.89 -187.37 -187.37
 3     0     1        7 -255.11  264.89 -178.97 -178.97
 3     0     1        8 -255.11  264.89 -170.57 -170.57
 3     0     1        9 -255.11  264.89 -162.17 -162.17
 3     0     1       10 -255.11  264.89 -153.77 -153.77
 3     0     1       11 -255.11  264.89 -145.37 -145.37
 3     0     1       12 -255.11  264.89 -136.97 -136.97
 3     0     1       13 -255.11  264.89 -128.57 -128.57
 3     0     1       14 -255.11  264.89 -120.17 -120.17
 3     0     1       15 -255.11  264.89 -111.77 -111.77
 3     0     1       16 -255.11  264.89 -103.37 -103.37
 3     0     1       17 -255.11  264.89  -94.97  -94.97
 3     0     1       18 -255.11  264.89  -86.57  -86.57
 3     0     1       19 -255.11  264.89  -78.17  -78.17
 3     0     1       20 -255.11  264.89  -69.77  -69.77
 3     0     1       21 -255.11  264.89  -61.37  -61.37
 3     0     1       22 -255.11  264.89  -52.97  -52.97
 3     0     1       23 -255.11  264.89  -44.57  -44.57
 3     0     1       24 -255.11  264.89  -36.17  -36.17
 3     0     1       25 -255.11  264.89  -27.77  -27.77
 3     0     1       26 -255.11  264.89  -19.37  -19.37
 3     0     1       27 -255.11  264.89  -10.97  -10.97
 3     0     1       28 -255.11  264.89   -2.57   -2.57
 3     0     1       29 -255.11  264.89    5.83    5.83
 3     0     1       30 -255.11  264.89   14.23   14.23
 3     0     1       31 -255.11  264.89   22.63   22.63
 3     0     1       32 -255.11  264.89   31.03   31.03
 3     0     1       33 -255.11  264.89   39.43   39.43
 3     0     1       34 -255.11  264.89   47.83   47.83
 3     0     1       35 -255.11  264.89   56.23   56.23
 3     0     1       36 -255.11  264.89   64.63   64.63
 3     0     1       37 -255.11  264.89   73.03   73.03
 3     0     1       38 -255.11  264.89   81.43   81.43
 3     0     1       39 -255.11  264.89   89.83   89.83
 3     0     1       40 -255.11  264.89   98.23   98.23
 3     0     1       41 -255.11  264.89  106.63  106.63
 3     0     1       42 -255.11  264.89  115.03  115.03
 3     0     1       43 -255.11  264.89  123.43  123.43
 3     0     1       44 -255.11  264.89  131.83  131.83
 3     0     1       45 -255.11  264.89  140.23  140.23
 3     0     1       46 -255.11  264.89  148.63  148.63
 3     0     1       47 -255.11  264.89  157.03  157.03
 3     0     1       48 -255.11  264.89  165.43  165.43
 3     0     1       49 -255.11  264.89  173.83  173.83
 3     0     1       50 -255.11  264.89  182.23  182.23
 3     0     1       51 -255.11  264.89  190.63  190.63
 3     0     1       52 -255.11  264.89  199.03  199.03
 3     0     1       53 -255.11  264.89  207.43  207.43
 3     0     1       54 -255.11  264.89  215.83  215.83
 3     0     1       55 -255.11  264.89  224.23  224.23
 3     0     1       56 -255.11  264.89  232.63  232.63
 3     0     1       57 -255.11  264.89  241.03  241.03
 3     0     1       58 -255.11  264.89  249.43  249.43
 3     1     0        0 -266.20 -266.20 -246.16  254.84
 3     1     0        1 -257.80 -257.80 -246.16  254.84
 3     1     0        2 -249.40 -249.40 -246.16  254.84
 3     1     0        3 -241.00 -241.00 -246.16  254.84
 3     1     0        4 -232.60 -232.60 -246.16  254.84
 3     1     0        5 -224.20 -224.20 -246.16  254.84
 3     1     0        6 -215.80 -215.80 -246.16  254.84
 3     1     0        7 -207.40 -207.40 -246.16  254.84
 3     1     0        8 -199.00 -199.00 -246.16  254.84
 3     1     0        9 -190.60 -190.60 -246.16  254.84
 3     1     0       10 -182.20 -182.20 -246.16  254.84
 3     1     0       11 -173.80 -173.80 -246.16  254.84
 3     1     0       12 -165.40 -165.40 -246.16  254.84
 3     1     0       13 -157.00 -157.00 -246.16  254.84
 3     1     0       14 -148.60 -148.60 -246.16  254.84
 3     1     0       15 -140.20 -140.20 -246.16  254.84
 3     1     0       16 -131.80 -131.80 -246.16  254.84
 3     1     0       17 -123.40 -123.40 -246.16  254.84
 3     1     0       18 -115.00 -115.00 -246.16  254.84
 3     1     0       19 -106.60 -106.60 -246.16  254.84
 3     1     0       20  -98.20  -98.20 -246.16  254.84
 3     1     0       21  -89.80  -89.80 -246.16  254.84
 3     1     0       22  -81.40  -81.40 -246.16  254.84
 3     1     0       23  -73.00  -73.00 -246.16  254.84
 3     1     0       24  -64.60  -64.60 -246.16  254.84
 3     1     0       25  -56.20  -56.20 -246.16  254.84
 3     1     0       26  -47.80  -47.80 -246.16  254.84
 3     1     0       27  -39.40  -39.40 -246.16  254.84
 3     1     0       28  -31.00  -31.00 -246.16  254.84
 3     1     0       29  -22.60  -22.60 -246.16  254.84
 3     1     0       30  -14.20  -14.20 -246.16  254.84
 3     1     0       31   -5.80   -5.80 -246.16  254.84
 3     1     0       32    2.60    2.60 -246.16  254.84
 3     1     0       33   11.00   11.00 -246.16  254.84
 3     1     0       34   19.40   19.40 -246.16  254.84
 3     1     0       35   27.80   27.80 -246.16  254.84
 3     1     0       36   36.20   36.20 -246.16  254.84
 3     1     0       37   44.60   44.60 -246.16  254.84
 3     1     0       38   53.00   53.00 -246.16  254.84
 3     1     0       39   61.40   61.40 -246.16  254.84
 3     1     0       40   69.80   69.80 -246.16  254.84
 3     1     0       41   78.20   78.20 -246.16  254.84
 3     1     0       42   86.60   86.60 -246.16  254.84
 3     1     0       43   95.00   95.00 -246.16  254.84
 3     1     0       44  103.40  103.40 -246.16  254.84
 3     1     0       45  111.80  111.80 -246.16  254.84
 3     1     0       46  120.20  120.20 -246.16  254.84
 3     1     0       47  128.60  128.60 -246.16  254.84
 3     1     0       48  137.00  137.00 -246.16  254.84
 3     1     0       49  145.40  145.40 -246.16  254.84
 3     1     0       50  153.80  153.80 -246.16  254.84
 3     1     0       51  162.20  162.20 -246.16  254.84
 3     1     0       52  170.60  170.60 -246.16  254.84
 3     1     0       53  179.00  179.00 -246.16  254.84
 3     1     0       54  187.40  187.40 -246.16  254.84
 3     1     0       55  195.80  195.80 -246.16  254.84
 3     1     0       56  204.20  204.20 -246.16  254.84
 3     1     0       57  212.60  212.60 -246.16  254.84
 3     1     0       58  221.00  221.00 -246.16  254.84
 3     1     0       59  229.40  229.40 -246.16  254.84
 3     1     0       60  237.80  237.80 -246.16  254.84
 3     1     0       61  246.20  246.20 -246.16  254.84
 3     1     0       62  254.60  254.60 -246.16  254.84
 3     1     0       63  262.99  262.99 -246.16  254.84
 3     1     1        0 -265.70 -265.70 -246.16  254.84
 3     1     1        1 -257.30 -257.30 -246.16  254.84
 3     1     1        2 -248.90 -248.90 -246.16  254.84
 3     1     1        3 -240.50 -240.50 -246.16  254.84
 3     1     1        4 -232.10 -232.10 -246.16  254.84
 3     1     1        5 -223.70 -223.70 -246.16  254.84
 3     1     1        6 -215.30 -215.30 -246.16  254.84
 3     1     1        7 -206.90 -206.90 -246.16  254.84
 3     1     1        8 -198.50 -198.50 -246.16  254.84
 3     1     1        9 -190.10 -190.10 -246.16  254.84
 3     1     1       10 -181.70 -181.70 -246.16  254.84
 3     1     1       11 -173.30 -173.30 -246.16  254.84
 3     1     1       12 -164.90 -164.90 -246.16  254.84
 3     1     1       13 -156.50 -156.50 -246.16  254.84
 3     1     1       14 -148.10 -148.10 -246.16  254.84
 3     1     1       15 -139.70 -139.70 -246.16  254.84
 3     1     1       16 -131.30 -131.30 -246.16  254.84
 3     1     1       17 -122.90 -122.90 -246.16  254.84
 3     1     1       18 -114.50 -114.50 -246.16  254.84
 3     1     1       19 -106.10 -106.10 -246.16  254.84
 3     1     1       20  -97.70  -97.70 -246.16  254.84
 3     1     1       21  -89.30  -89.30 -246.16  254.84
 3     1     1       22  -80.90  -80.90 -246.16  254.84
 3     1     1       23  -72.50  -72.50 -246.16  254.84
 3     1     1       24  -64.10  -64.10 -246.16  254.84
 3     1     1       25  -55.70  -55.70 -246.16  254.84
 3     1     1       26  -47.30  -47.30 -246.16  254.84
 3     1     1       27  -38.90  -38.90 -246.16  254.84
 3     1     1       28  -30.50  -30.50 -246.16  254.84
 3     1     1       29  -22.10  -22.10 -246.16  254.84
 3     1     1       30  -13.70  -13.70 -246.16  254.84
 3     1     1       31   -5.30   -5.30 -246.16  254.84
 3     1     1       32    3.10    3.10 -246.16  254.84
 3     1     1       33   11.50   11.50 -246.16  254.84
 3     1     1       34   19.90   19.90 -246.16  254.84
 3     1     1       35   28.30   28.30 -246.16  254.84
 3     1     1       36   36.70   36.70 -246.16  254.84
 3     1     1       37   45.10   45.10 -246.16  254.84
 3     1     1       38   53.50   53.50 -246.16  254.84
 3     1     1       39   61.90   61.90 -246.16  254.84
 3     1     1       40   70.30   70.30 -246.16  254.84
 3     1     1       41   78.70   78.70 -246.16  254.84
 3     1     1       42   87.10   87.10 -246.16  254.84
 3     1     1       43   95.50   95.50 -246.16  254.84
 3     1     1       44  103.90  103.90 -246.16  254.84
 3     1     1       45  112.30  112.30 -246.16  254.84
 3     1     1       46  120.70  120.70 -246.16  254.84
 3     1     1       47  129.10  129.10 -246.16  254.84
 3     1     1       48  137.50  137.50 -246.16  254.84
 3     1     1       49  145.90  145.90 -246.16  254.84
 3     1     1       50  154.30  154.30 -246.16  254.84
 3     1     1       51  162.70  162.70 -246.16  254.84
 3     1     1       52  171.10  171.10 -246.16  254.84
 3     1     1       53  179.50  179.50 -246.16  254.84
 3     1     1       54  187.90  187.90 -246.16  254.84
 3     1     1       55  196.30  196.30 -246.16  254.84
 3     1     1       56  204.70  204.70 -246.16  254.84
 3     1     1       57  213.10  213.10 -246.16  254.84
 3     1     1       58  221.50  221.50 -246.16  254.84
 3     1     1       59  229.90  229.90 -246.16  254.84
 3     1     1       60  238.30  238.30 -246.16  254.84
 3     1     1       61  246.70  246.70 -246.16  254.84
 3     1     1       62  255.10  255.10 -246.16  254.84
 3     1     1       63  263.49  263.49 -246.16  254.84

 Panel   H/V Layer Tube      x1      x2      y1      y2
 ----- ----- ----- ---- ------- ------- ------- -------
 4     0     0        0 -120.20  130.20 -178.71 -178.71
 4     0     0        1 -120.20  130.20 -170.31 -170.31
 4     0     0        2 -120.20  130.20 -161.91 -161.91
 4     0     0        3 -120.20  130.20 -153.51 -153.51
 4     0     0        4 -120.20  130.20 -145.11 -145.11
 4     0     0        5 -120.20  130.20 -136.71 -136.71
 4     0     0        6 -120.20  130.20 -128.31 -128.31
 4     0     0        7 -120.20  130.20 -119.91 -119.91
 4     0     0        8 -120.20  130.20 -111.51 -111.51
 4     0     0        9 -120.20  130.20 -103.11 -103.11
 4     0     0       10 -120.20  130.20  -94.71  -94.71
 4     0     0       11 -120.20  130.20  -86.31  -86.31
 4     0     0       12 -120.20  130.20  -77.91  -77.91
 4     0     0       13 -120.20  130.20  -69.51  -69.51
 4     0     0       14 -120.20  130.20  -61.11  -61.11
 4     0     0       15 -120.20  130.20  -52.71  -52.71
 4     0     0       16 -120.20  130.20  -44.31  -44.31
 4     0     0       17 -120.20  130.20  -35.91  -35.91
 4     0     0       18 -120.20  130.20  -27.51  -27.51
 4     0     0       19 -120.20  130.20  -19.11  -19.11
 4     0     0       20 -120.20  130.20  -10.71  -10.71
 4     0     0       21 -120.20  130.20   -2.31   -2.31
 4     0     0       22 -120.20  130.20    6.09    6.09
 4     0     0       23 -120.20  130.20   14.49   14.49
 4     0     0       24 -120.20  130.20   22.89   22.89
 4     0     0       25 -120.20  130.20   31.29   31.29
 4     0     0       26 -120.20  130.20   39.69   39.69
 4     0     0       27 -120.20  130.20   48.09   48.09
 4     0     0       28 -120.20  130.20   56.49   56.49
 4     0     0       29 -120.20  130.20   64.89   64.89
 4     0     0       30 -120.20  130.20   73.29   73.29
 4     0     0       31 -120.20  130.20   81.69   81.69
 4     0     0       32 -120.20  130.20   90.09   90.09
 4     0     0       33 -120.20  130.20   98.49   98.49
 4     0     0       34 -120.20  130.20  106.89  106.89
 4     0     0       35 -120.20  130.20  115.29  115.29
 4     0     0       36 -120.20  130.20  123.69  123.69
 4     0     0       37 -120.20  130.20  132.09  132.09
 4     0     0       38 -120.20  130.20  140.49  140.49
 4     0     0       39 -120.20  130.20  148.89  148.89
 4     0     0       40 -120.20  130.20  157.29  157.29
 4     0     0       41 -120.20  130.20  165.69  165.69
 4     0     0       42 -120.20  130.20  174.09  174.09
 4     0     0       43 -120.20  130.20  182.49  182.49
 4     0     0       44 -120.20  130.20  190.89  190.89
 4     0     1        0 -120.20  130.20 -178.21 -178.21
 4     0     1        1 -120.20  130.20 -169.81 -169.81
 4     0     1        2 -120.20  130.20 -161.41 -161.41
 4     0     1        3 -120.20  130.20 -153.01 -153.01
 4     0     1        4 -120.20  130.20 -144.61 -144.61
 4     0     1        5 -120.20  130.20 -136.21 -136.21
 4     0     1        6 -120.20  130.20 -127.81 -127.81
 4     0     1        7 -120.20  130.20 -119.41 -119.41
 4     0     1        8 -120.20  130.20 -111.01 -111.01
 4     0     1        9 -120.20  130.20 -102.61 -102.61
 4     0     1       10 -120.20  130.20  -94.21  -94.21
 4     0     1       11 -120.20  130.20  -85.81  -85.81
 4     0     1       12 -120.20  130.20  -77.41  -77.41
 4     0     1       13 -120.20  130.20  -69.01  -69.01
 4     0     1       14 -120.20  130.20  -60.61  -60.61
 4     0     1       15 -120.20  130.20  -52.21  -52.21
 4     0     1       16 -120.20  130.20  -43.81  -43.81
 4     0     1       17 -120.20  130.20  -35.41  -35.41
 4     0     1       18 -120.20  130.20  -27.01  -27.01
 4     0     1       19 -120.20  130.20  -18.61  -18.61
 4     0     1       20 -120.20  130.20  -10.21  -10.21
 4     0     1       21 -120.20  130.20   -1.81   -1.81
 4     0     1       22 -120.20  130.20    6.59    6.59
 4     0     1       23 -120.20  130.20   14.99   14.99
 4     0     1       24 -120.20  130.20   23.39   23.39
 4     0     1       25 -120.20  130.20   31.79   31.79
 4     0     1       26 -120.20  130.20   40.19   40.19
 4     0     1       27 -120.20  130.20   48.59   48.59
 4     0     1       28 -120.20  130.20   56.99   56.99
 4     0     1       29 -120.20  130.20   65.39   65.39
 4     0     1       30 -120.20  130.20   73.79   73.79
 4     0     1       31 -120.20  130.20   82.19   82.19
 4     0     1       32 -120.20  130.20   90.59   90.59
 4     0     1       33 -120.20  130.20   98.99   98.99
 4     0     1       34 -120.20  130.20  107.39  107.39
 4     0     1       35 -120.20  130.20  115.79  115.79
 4     0     1       36 -120.20  130.20  124.19  124.19
 4     0     1       37 -120.20  130.20  132.59  132.59
 4     0     1       38 -120.20  130.20  140.99  140.99
 4     0     1       39 -120.20  130.20  149.39  149.39
 4     0     1       40 -120.20  130.20  157.79  157.79
 4     0     1       41 -120.20  130.20  166.19  166.19
 4     0     1       42 -120.20  130.20  174.59  174.59
 4     0     1       43 -120.20  130.20  182.99  182.99
 4     0     1       44 -120.20  130.20  191.39  191.39
 4     1     0        0 -100.50 -100.50 -186.61  195.39
 4     1     0        1  -92.10  -92.10 -186.61  195.39
 4     1     0        2  -83.70  -83.70 -186.61  195.39
 4     1     0        3  -75.30  -75.30 -186.61  195.39
 4     1     0        4  -66.90  -66.90 -186.61  195.39
 4     1     0        5  -58.50  -58.50 -186.61  195.39
 4     1     0        6  -50.10  -50.10 -186.61  195.39
 4     1     0        7  -41.70  -41.70 -186.61  195.39
 4     1     0        8  -33.30  -33.30 -186.61  195.39
 4     1     0        9  -24.90  -24.90 -186.61  195.39
 4     1     0       10  -16.50  -16.50 -186.61  195.39
 4     1     0       11   -8.10   -8.10 -186.61  195.39
 4     1     0       12    0.30    0.30 -186.61  195.39
 4     1     0       13    8.70    8.70 -186.61  195.39
 4     1     0       14   17.10   17.10 -186.61  195.39
 4     1     0       15   25.50   25.50 -186.61  195.39
 4     1     0       16   33.90   33.90 -186.61  195.39
 4     1     0       17   42.30   42.30 -186.61  195.39
 4     1     0       18   50.70   50.70 -186.61  195.39
 4     1     0       19   59.10   59.10 -186.61  195.39
 4     1     0       20   67.50   67.50 -186.61  195.39
 4     1     0       21   75.90   75.90 -186.61  195.39
 4     1     0       22   84.30   84.30 -186.61  195.39
 4     1     0       23   92.70   92.70 -186.61  195.39
 4     1     0       24  101.10  101.10 -186.61  195.39
 4     1     0       25  109.50  109.50 -186.61  195.39
 4     1     1        0 -100.00 -100.00 -186.61  195.39
 4     1     1        1  -91.60  -91.60 -186.61  195.39
 4     1     1        2  -83.20  -83.20 -186.61  195.39
 4     1     1        3  -74.80  -74.80 -186.61  195.39
 4     1     1        4  -66.40  -66.40 -186.61  195.39
 4     1     1        5  -58.00  -58.00 -186.61  195.39
 4     1     1        6  -49.60  -49.60 -186.61  195.39
 4     1     1        7  -41.20  -41.20 -186.61  195.39
 4     1     1        8  -32.80  -32.80 -186.61  195.39
 4     1     1        9  -24.40  -24.40 -186.61  195.39
 4     1     1       10  -16.00  -16.00 -186.61  195.39
 4     1     1       11   -7.60   -7.60 -186.61  195.39
 4     1     1       12    0.80    0.80 -186.61  195.39
 4     1     1       13    9.20    9.20 -186.61  195.39
 4     1     1       14   17.60   17.60 -186.61  195.39
 4     1     1       15   26.00   26.00 -186.61  195.39
 4     1     1       16   34.40   34.40 -186.61  195.39
 4     1     1       17   42.80   42.80 -186.61  195.39
 4     1     1       18   51.20   51.20 -186.61  195.39
 4     1     1       19   59.60   59.60 -186.61  195.39
 4     1     1       20   68.00   68.00 -186.61  195.39
 4     1     1       21   76.40   76.40 -186.61  195.39
 4     1     1       22   84.80   84.80 -186.61  195.39
