 0.2117841     0.1666665     0.2499997     0.7115226E-02 0.9785437E-03
 0.2925547     0.2499997     0.3333330     0.1319802E-01 0.8229085E-03
 0.3741129     0.3333330     0.4166662     0.2198091E-01 0.8227504E-03
 0.4561495     0.4166662     0.4999995     0.3160112E-01 0.9226514E-03
 0.5697694     0.4999995     0.6666660     0.4148079E-01 0.9126004E-03
 0.7346992     0.6666660     0.8333325     0.5636027E-01 0.1576910E-02
 0.9004290     0.8333325     0.9999990     0.6377343E-01 0.2809013E-02
  1.101772     0.9999989      1.333332     0.6895009E-01 0.5265024E-02
