 0.6353530     0.5000000     0.7500000     0.2881030E-01 0.1236880E-01
 0.8776650     0.7500000      1.000000     0.8416290E-01 0.1131130E-01
  1.122340      1.000000      1.250000     0.9578540E-01 0.1208270E-01
  1.368450      1.250000      1.500000     0.1609240     0.1415960E-01
  1.709310      1.500000      2.000000     0.1903450     0.1438800E-01
  2.204100      2.000000      2.500000     0.2784660     0.2481720E-01
  2.701290      2.500000      3.000000     0.1857440     0.4321750E-01
  3.305320      3.000000      4.000000     0.2531210     0.8028430E-01
