 65.0  5.00  0.5498358E-01 0.1734508E-02 0.6736868E-01 0.4259848E-01
 55.0  5.00  0.7572694E-01 0.7742879E-03 0.7921514E-01 0.7223874E-01
 45.0  5.00  0.7951011E-01 0.3832620E-03 0.8273571E-01 0.7628451E-01
 35.0  5.00  0.7739563E-01 0.2548815E-03 0.8030547E-01 0.7448579E-01
 25.0  5.00  0.6744112E-01 0.1797996E-03 0.7009880E-01 0.6478344E-01
 15.0  5.00  0.5019954E-01 0.1481649E-03 0.5276635E-01 0.4763273E-01
 5.00  5.00  0.2719908E-01 0.1831470E-03 0.3280474E-01 0.2159342E-01
