 0.4187770     0.2500000     0.5000000     0.1682810E-01 0.5821780E-02 0.1379110E-02
 0.6310260     0.5000000     0.7500000     0.4280140E-01 0.3532640E-02 0.2572740E-02
 0.8713560     0.7500000      1.000000     0.6064510E-01 0.3437710E-02 0.3319250E-02
  1.117860      1.000000      1.250000     0.9019350E-01 0.3933420E-02 0.4607410E-02
  1.365340      1.250000      1.500000     0.1070640     0.4863520E-02 0.5222540E-02
  1.710950      1.500000      2.000000     0.1207510     0.5051200E-02 0.5928350E-02
  2.194220      2.000000      2.500000     0.1266540     0.9610610E-02 0.1164160E-01
  2.687270      2.500000      3.000000     0.1369350     0.2049730E-01 0.2166850E-01
