 0.2043670      0.000000     0.2500000     0.1013470E-01 0.5995540E-03
 0.3631450     0.2500000     0.5000000     0.2516980E-01 0.3154530E-03
 0.6105880     0.5000000     0.7500000     0.4197080E-01 0.4144010E-03
 0.8627300     0.7500000      1.000000     0.5649280E-01 0.5619930E-03
  1.113760      1.000000      1.250000     0.7203850E-01 0.7521920E-03
  1.363330      1.250000      1.500000     0.8257130E-01 0.1003180E-02
  1.700800      1.500000      2.000000     0.9864690E-01 0.1141940E-02
  2.201560      2.000000      2.500000     0.1169130     0.2116650E-02
  2.701590      2.500000      3.000000     0.1236580     0.3843930E-02
  3.339720      3.000000      4.000000     0.1105910     0.6212580E-02
  4.383210      4.000000      5.000000     0.9493350E-01 0.1256650E-01
