B	76	3	6	10
B	77	3	6	3
B	78	3	7	21
B	79	3	7	16
B	80	3	9	3
B	81	3	9	10
B	82	3	9	9
B	83	3	9	15
B	84	3	9	16
B	85	3	9	21
B	86	3	8	3
B	87	3	8	10
B	88	3	8	9
B	89	3	8	15
B	90	3	8	16
B	91	3	8	21
B	92	3	7	3
B	93	3	7	10
B	94	3	7	9
B	95	3	7	15
C	0	2	4	20
C	1	2	4	19
C	2	2	4	14
C	3	2	4	8
C	4	2	4	1
C	5	2	4	2
C	6	2	5	20
C	7	2	5	19
C	8	2	5	14
C	9	2	5	8
C	10	2	5	1
C	11	2	5	2
C	12	2	6	20
C	13	2	6	19
C	14	2	6	14
C	15	2	6	8
C	16	2	9	19
C	17	2	9	20
C	18	2	8	2
C	19	2	8	1
C	20	2	8	8
C	21	2	8	14
C	22	2	8	19
C	23	2	8	20
C	24	2	7	2
C	25	2	7	1
C	26	2	7	8
C	27	2	7	14
C	28	2	7	19
C	29	2	7	20
C	30	2	6	2
C	31	2	6	1
C	32	3	1	2
C	33	3	1	1
C	34	3	1	8
C	35	3	1	14
C	36	3	1	19
C	37	3	1	20
C	38	3	0	2
C	39	3	0	1
C	40	3	0	8
C	41	3	0	14
C	42	3	0	19
C	43	3	0	20
C	44	2	9	2
C	45	2	9	1
C	46	2	9	8
C	47	2	9	14
C	48	3	4	8
C	49	3	4	14
C	50	3	4	19
C	51	3	4	20
C	52	3	3	2
C	53	3	3	1
C	54	3	3	8
C	55	3	3	14
C	56	3	3	19
C	57	3	3	20
C	58	3	2	2
C	59	3	2	1
C	60	3	2	8
C	61	3	2	14
C	62	3	2	19
C	63	3	2	20
C	64	3	4	1
C	65	3	4	2
C	66	3	5	20
C	67	3	5	19
C	68	3	5	14
C	69	3	5	8
C	70	3	5	1
C	71	3	5	2
C	72	3	6	20
C	73	3	6	19
C	74	3	6	14
C	75	3	6	8
C	76	3	6	1
C	77	3	6	2
C	78	3	7	20
C	79	3	7	19
C	80	3	9	2
C	81	3	9	1
C	82	3	9	8
C	83	3	9	14
C	84	3	9	19
C	85	3	9	20
C	86	3	8	2
C	87	3	8	1
C	88	3	8	8
C	89	3	8	14
C	90	3	8	19
C	91	3	8	20
C	92	3	7	2
C	93	3	7	1
C	94	3	7	8
C	95	3	7	14
D	0	2	4	18
D	1	2	4	13
D	2	2	4	12
D	3	2	4	6
D	4	2	4	7
D	5	2	4	0
D	6	2	5	18
D	7	2	5	13
D	8	2	5	12
D	9	2	5	6
D	10	2	5	7
D	11	2	5	0
D	12	2	6	18
D	13	2	6	13
D	14	2	6	12
D	15	2	6	6
D	16	2	9	13
D	17	2	9	18
D	18	2	8	0
D	19	2	8	7
D	20	2	8	6
D	21	2	8	12
D	22	2	8	13
D	23	2	8	18
D	24	2	7	0
D	25	2	7	7
D	26	2	7	6
D	27	2	7	12
D	28	2	7	13
D	29	2	7	18
D	30	2	6	0
D	31	2	6	7
D	32	3	1	0
D	33	3	1	7
D	34	3	1	6
D	35	3	1	12
D	36	3	1	13
D	37	3	1	18
D	38	3	0	0
D	39	3	0	7
D	40	3	0	6
D	41	3	0	12
D	42	3	0	13
D	43	3	0	18
D	44	2	9	0
D	45	2	9	7
D	46	2	9	6
D	47	2	9	12
D	48	3	4	6
D	49	3	4	12
D	50	3	4	13
D	51	3	4	18
D	52	3	3	0
D	53	3	3	7
D	54	3	3	6
D	55	3	3	12
D	56	3	3	13
D	57	3	3	18
D	58	3	2	0
D	59	3	2	7
D	60	3	2	6
D	61	3	2	12
D	62	3	2	13
D	63	3	2	18
D	64	3	4	7
D	65	3	4	0
D	66	3	5	18
D	67	3	5	13
D	68	3	5	12
D	69	3	5	6
D	70	3	5	7
D	71	3	5	0
D	72	3	6	18
D	73	3	6	13
D	74	3	6	12
D	75	3	6	6
D	76	3	6	7
D	77	3	6	0
D	78	3	7	18
D	79	3	7	13
D	80	3	9	0
D	81	3	9	7
D	82	3	9	6
D	83	3	9	12
D	84	3	9	13
D	85	3	9	18
D	86	3	8	0
D	87	3	8	7
D	88	3	8	6
D	89	3	8	12
D	90	3	8	13
D	91	3	8	18
D	92	3	7	0
D	93	3	7	7
D	94	3	7	6
D	95	3	7	12
F	0	0	6	12
F	1	0	6	6
F	2	0	6	7
F	3	0	6	0
F	4	0	5	18
F	5	0	5	13
F	6	0	5	12
F	7	0	5	6
F	8	0	5	7
F	9	0	5	0
F	10	0	4	18
F	11	0	4	13
F	12	0	4	12
F	13	0	4	6
F	14	0	4	7
F	15	0	4	0
F	16	0	6	13
F	17	0	6	18
F	18	0	7	0
F	19	0	7	7
F	20	0	7	6
F	21	0	7	12
F	22	0	7	13
F	23	0	7	18
F	24	0	8	0
F	25	0	8	7
F	26	0	8	6
F	27	0	8	12
F	28	0	8	13
F	29	0	8	18
F	30	0	9	0
F	31	0	9	7
F	32	0	9	6
F	33	0	9	12
F	34	0	9	13
F	35	0	9	18
F	36	1	0	0
F	37	1	0	7
F	38	1	0	6
F	39	1	0	12
F	40	1	0	13
F	41	1	0	18
F	42	1	1	0
F	43	1	1	7
F	44	1	1	6
F	45	1	1	12
F	46	1	1	13
F	47	1	1	18
F	48	1	2	0
F	49	1	2	7
F	50	1	2	6
F	51	1	2	12
F	52	1	2	13
F	53	1	2	18
F	54	1	3	0
F	55	1	3	7
F	56	1	3	6
F	57	1	3	12
F	58	1	3	13
F	59	1	3	18
F	60	1	4	0
F	61	1	4	7
F	62	1	4	6
F	63	1	4	12
F	64	1	7	7
F	65	1	7	0
F	66	1	6	18
F	67	1	6	13
F	68	1	6	12
F	69	1	6	6
F	70	1	6	7
F	71	1	6	0
F	72	1	5	18
F	73	1	5	13
F	74	1	5	12
F	75	1	5	6
F	76	1	5	7
F	77	1	5	0
F	78	1	4	18
F	79	1	4	13
F	80	1	7	6
F	81	1	7	12
F	82	1	7	13
F	83	1	7	18
F	84	1	8	0
F	85	1	8	7
F	86	1	8	6
F	87	1	8	12
F	88	1	8	13
F	89	1	8	18
F	90	1	9	0
F	91	1	9	7
F	92	1	9	6
F	93	1	9	12
F	94	1	9	13
F	95	1	9	18
G	0	0	6	14
G	1	0	6	8
G	2	0	6	1
G	3	0	6	2
G	4	0	5	20
G	5	0	5	19
G	6	0	5	14
G	7	0	5	8
G	8	0	5	1
G	9	0	5	2
G	10	0	4	20
G	11	0	4	19
G	12	0	4	14
G	13	0	4	8
G	14	0	4	1
G	15	0	4	2
G	16	0	6	19
G	17	0	6	20
G	18	0	7	2
G	19	0	7	1
G	20	0	7	8
G	21	0	7	14
G	22	0	7	19
G	23	0	7	20
G	24	0	8	2
G	25	0	8	1
G	26	0	8	8
G	27	0	8	14
G	28	0	8	19
G	29	0	8	20
G	30	0	9	2
G	31	0	9	1
G	32	0	9	8
G	33	0	9	14
G	34	0	9	19
G	35	0	9	20
G	36	1	0	2
G	37	1	0	1
G	38	1	0	8
G	39	1	0	14
G	40	1	0	19
G	41	1	0	20
G	42	1	1	2
G	43	1	1	1
G	44	1	1	8
G	45	1	1	14
G	46	1	1	19
G	47	1	1	20
G	48	1	2	2
G	49	1	2	1
G	50	1	2	8
G	51	1	2	14
G	52	1	2	19
G	53	1	2	20
G	54	1	3	2
G	55	1	3	1
G	56	1	3	8
G	57	1	3	14
G	58	1	3	19
G	59	1	3	20
G	60	1	4	2
G	61	1	4	1
G	62	1	4	8
G	63	1	4	14
G	64	1	7	1
G	65	1	7	2
G	66	1	6	20
G	67	1	6	19
G	68	1	6	14
G	69	1	6	8
G	70	1	6	1
G	71	1	6	2
G	72	1	5	20
G	73	1	5	19
G	74	1	5	14
G	75	1	5	8
G	76	1	5	1
G	77	1	5	2
G	78	1	4	20
G	79	1	4	19
G	80	1	7	8
G	81	1	7	14
G	82	1	7	19
G	83	1	7	20
G	84	1	8	2
G	85	1	8	1
G	86	1	8	8
G	87	1	8	14
G	88	1	8	19
G	89	1	8	20
G	90	1	9	2
G	91	1	9	1
G	92	1	9	8
G	93	1	9	14
G	94	1	9	19
G	95	1	9	20
H	0	0	6	15
H	1	0	6	9
H	2	0	6	10
H	3	0	6	3
H	4	0	5	21
H	5	0	5	16
H	6	0	5	15
H	7	0	5	9
H	8	0	5	10
H	9	0	5	3
H	10	0	4	21
H	11	0	4	16
H	12	0	4	15
H	13	0	4	9
H	14	0	4	10
H	15	0	4	3
H	16	0	6	16
H	17	0	6	21
H	18	0	7	3
H	19	0	7	10
H	20	0	7	9
H	21	0	7	15
H	22	0	7	16
H	23	0	7	21
H	24	0	8	3
H	25	0	8	10
H	26	0	8	9
H	27	0	8	15
H	28	0	8	16
H	29	0	8	21
H	30	0	9	3
H	31	0	9	10
H	32	0	9	9
H	33	0	9	15
H	34	0	9	16
H	35	0	9	21
H	36	1	0	3
H	37	1	0	10
H	38	1	0	9
H	39	1	0	15
H	40	1	0	16
H	41	1	0	21
H	42	1	1	3
H	43	1	1	10
H	44	1	1	9
H	45	1	1	15
H	46	1	1	16
H	47	1	1	21
H	48	1	2	3
H	49	1	2	10
H	50	1	2	9
H	51	1	2	15
H	52	1	2	16
H	53	1	2	21
H	54	1	3	3
H	55	1	3	10
H	56	1	3	9
H	57	1	3	15
H	58	1	3	16
H	59	1	3	21
H	60	1	4	3
H	61	1	4	10
H	62	1	4	9
H	63	1	4	15
H	64	1	7	10
H	65	1	7	3
H	66	1	6	21
H	67	1	6	16
H	68	1	6	15
H	69	1	6	9
H	70	1	6	10
H	71	1	6	3
H	72	1	5	21
H	73	1	5	16
H	74	1	5	15
H	75	1	5	9
H	76	1	5	10
H	77	1	5	3
H	78	1	4	21
H	79	1	4	16
H	80	1	7	9
H	81	1	7	15
H	82	1	7	16
H	83	1	7	21
H	84	1	8	3
H	85	1	8	10
H	86	1	8	9
H	87	1	8	15
H	88	1	8	16
H	89	1	8	21
H	90	1	9	3
H	91	1	9	10
H	92	1	9	9
H	93	1	9	15
H	94	1	9	16
H	95	1	9	21
I	0	0	6	17
I	1	0	6	11
I	2	0	6	4
I	3	0	6	5
I	4	0	5	23
I	5	0	5	22
I	6	0	5	17
I	7	0	5	11
I	8	0	5	4
I	9	0	5	5
I	10	0	4	23
I	11	0	4	22
I	12	0	4	17
I	13	0	4	11
I	14	0	4	4
I	15	0	4	5
I	16	0	6	22
I	17	0	6	23
I	18	0	7	5
I	19	0	7	4
I	20	0	7	11
I	21	0	7	17
I	22	0	7	22
I	23	0	7	23
I	24	0	8	5
I	25	0	8	4
I	26	0	8	11
I	27	0	8	17
I	28	0	8	22
I	29	0	8	23
I	30	0	9	5
I	31	0	9	4
I	32	0	9	11
I	33	0	9	17
I	34	0	9	22
I	35	0	9	23
I	36	1	0	5
I	37	1	0	4
I	38	1	0	11
I	39	1	0	17
I	40	1	0	22
I	41	1	0	23
I	42	1	1	5
I	43	1	1	4
I	44	1	1	11
I	45	1	1	17
I	46	1	1	22
I	47	1	1	23
I	48	1	2	5
I	49	1	2	4
I	50	1	2	11
I	51	1	2	17
I	52	1	2	22
I	53	1	2	23
I	54	1	3	5
I	55	1	3	4
I	56	1	3	11
I	57	1	3	17
I	58	1	3	22
I	59	1	3	23
I	60	1	4	5
I	61	1	4	4
I	62	1	4	11
I	63	1	4	17
I	64	1	7	4
I	65	1	7	5
I	66	1	6	23
I	67	1	6	22
I	68	1	6	17
I	69	1	6	11
I	70	1	6	4
I	71	1	6	5
I	72	1	5	23
I	73	1	5	22
I	74	1	5	17
I	75	1	5	11
I	76	1	5	4
I	77	1	5	5
I	78	1	4	23
I	79	1	4	22
I	80	1	7	11
I	81	1	7	17
I	82	1	7	22
I	83	1	7	23
I	84	1	8	5
I	85	1	8	4
I	86	1	8	11
I	87	1	8	17
I	88	1	8	22
I	89	1	8	23
I	90	1	9	5
I	91	1	9	4
I	92	1	9	11
I	93	1	9	17
I	94	1	9	22
I	95	1	9	23
E	0	2	0	0
E	1	2	0	1
E	2	2	0	2
E	3	2	0	3
E	4	2	0	4
E	5	2	0	5
E	6	2	0	6
E	7	2	0	7
E	8	2	0	8
E	9	2	0	9
E	10	2	0	10
E	11	2	0	11
E	12	2	0	12
E	13	2	0	13
E	14	2	0	14
E	15	2	0	15
E	16	2	0	16
E	17	2	0	17
E	18	2	0	18
E	19	2	0	19
E	20	2	0	20
E	21	2	0	21
E	22	2	0	22
E	23	2	0	23
E	24	2	1	0
E	25	2	1	1
E	26	2	1	2
E	27	2	1	3
E	28	2	1	4
E	29	2	1	5
E	30	2	1	6
E	31	2	1	7
E	32	2	1	8
E	33	2	1	9
E	34	2	1	10
E	35	2	1	11
E	36	2	1	12
E	37	2	1	13
E	38	2	1	14
E	39	2	1	15
E	40	2	1	16
E	41	2	1	17
E	42	2	1	18
E	43	2	1	19
E	44	2	1	20
E	45	2	1	21
E	46	2	1	22
E	47	2	1	23
E	48	2	2	0
E	49	2	2	1
E	50	2	2	2
E	51	2	2	3
E	52	2	2	4
E	53	2	2	5
E	54	2	2	6
E	55	2	2	7
E	56	2	2	8
E	57	2	2	9
E	58	2	2	10
E	59	2	2	11
E	60	2	2	12
E	61	2	2	13
E	62	2	2	14
E	63	2	2	15
E	64	2	2	16
E	65	2	2	17
E	66	2	2	18
E	67	2	2	19
E	68	2	2	20
E	69	2	2	21
E	70	2	2	22
E	71	2	2	23
E	72	2	3	0
E	73	2	3	1
E	74	2	3	2
E	75	2	3	3
E	76	2	3	4
E	77	2	3	5
E	78	2	3	6
E	79	2	3	7
E	80	2	3	8
E	81	2	3	9
E	82	2	3	10
E	83	2	3	11
E	84	2	3	12
E	85	2	3	13
E	86	2	3	14
E	87	2	3	15
E	88	2	3	16
E	89	2	3	17
E	90	2	3	18
E	91	2	3	19
E	92	2	3	20
E	93	2	3	21
E	94	2	3	22
E	95	2	3	23
J	0	0	0	0
J	1	0	0	1
J	2	0	0	2
J	3	0	0	3
J	4	0	0	4
J	5	0	0	5
J	6	0	0	6
J	7	0	0	7
J	8	0	0	8
J	9	0	0	9
J	10	0	0	10
J	11	0	0	11
J	12	0	0	12
J	13	0	0	13
J	14	0	0	14
J	15	0	0	15
J	16	0	0	16
J	17	0	0	17
J	18	0	0	18
J	19	0	0	19
J	20	0	0	20
J	21	0	0	21
J	22	0	0	22
J	23	0	0	23
J	24	0	1	0
J	25	0	1	1
J	26	0	1	2
J	27	0	1	3
J	28	0	1	4
J	29	0	1	5
J	30	0	1	6
J	31	0	1	7
J	32	0	1	8
J	33	0	1	9
J	34	0	1	10
J	35	0	1	11
J	36	0	1	12
J	37	0	1	13
J	38	0	1	14
J	39	0	1	15
J	40	0	1	16
J	41	0	1	17
J	42	0	1	18
J	43	0	1	19
J	44	0	1	20
J	45	0	1	21
J	46	0	1	22
J	47	0	1	23
J	48	0	2	0
J	49	0	2	1
J	50	0	2	2
J	51	0	2	3
J	52	0	2	4
J	53	0	2	5
J	54	0	2	6
J	55	0	2	7
J	56	0	2	8
J	57	0	2	9
J	58	0	2	10
J	59	0	2	11
J	60	0	2	12
J	61	0	2	13
J	62	0	2	14
J	63	0	2	15
J	64	0	2	16
J	65	0	2	17
J	66	0	2	18
J	67	0	2	19
J	68	0	2	20
J	69	0	2	21
J	70	0	2	22
J	71	0	2	23
J	72	0	3	0
J	73	0	3	1
J	74	0	3	2
J	75	0	3	3
J	76	0	3	4
J	77	0	3	5
J	78	0	3	6
J	79	0	3	7
J	80	0	3	8
J	81	0	3	9
J	82	0	3	10
J	83	0	3	11
J	84	0	3	12
J	85	0	3	13
J	86	0	3	14
J	87	0	3	15
J	88	0	3	16
J	89	0	3	17
J	90	0	3	18
J	91	0	3	19
J	92	0	3	20
J	93	0	3	21
J	94	0	3	22
J	95	0	3	23
