0	0	6	0.127478
0	0	7	0.131084
0	0	8	0.133707
0	0	9	0.133838
0	0	10	0.130935
0	0	11	0.128849
0	1	4	0.124582
0	1	5	0.127749
0	1	6	0.133642
0	1	7	0.134463
0	1	8	0.136474
0	1	9	0.136001
0	1	10	0.134847
0	1	11	0.134172
0	1	12	0.129312
0	1	13	0.126271
0	2	3	0.124232
0	2	4	0.133656
0	2	5	0.135226
0	2	6	0.136246
0	2	7	0.135427
0	2	8	0.136254
0	2	9	0.136118
0	2	10	0.136672
0	2	11	0.135878
0	2	12	0.135409
0	2	13	0.133129
0	2	14	0.126375
0	3	2	0.128941
0	3	3	0.135645
0	3	4	0.135678
0	3	5	0.134976
0	3	6	0.135446
0	3	7	0.134757
0	3	8	0.136581
0	3	9	0.136782
0	3	10	0.135182
0	3	11	0.134787
0	3	12	0.134016
0	3	13	0.134744
0	3	14	0.13491
0	3	15	0.127959
0	4	1	0.126852
0	4	2	0.135439
0	4	3	0.136312
0	4	4	0.134118
0	4	5	0.133345
0	4	6	0.133664
0	4	7	0.131867
0	4	8	0.133384
0	4	9	0.133874
0	4	10	0.132438
0	4	11	0.134854
0	4	12	0.134301
0	4	13	0.134898
0	4	14	0.135924
0	4	15	0.13568
0	4	16	0.126035
0	5	1	0.131325
0	5	2	0.134342
0	5	3	0.136236
0	5	4	0.132267
0	5	5	0.126681
0	5	12	0.1276
0	5	13	0.131441
0	5	14	0.136118
0	5	15	0.135592
0	5	16	0.130651
0	6	0	0.128907
0	6	1	0.131845
0	6	2	0.134141
0	6	3	0.133384
0	6	4	0.129828
0	6	13	0.130858
0	6	14	0.13409
0	6	15	0.134737
0	6	16	0.132609
0	6	17	0.129855
0	7	0	0.130294
0	7	1	0.135773
0	7	2	0.136742
0	7	3	0.135187
0	7	4	0.132816
0	7	13	0.132661
0	7	14	0.135228
0	7	15	0.137873
0	7	16	0.136816
0	7	17	0.131384
0	8	0	0.129571
0	8	1	0.133618
0	8	2	0.133548
0	8	3	0.134981
0	8	4	0.128856
0	8	13	0.129745
0	8	14	0.1347
0	8	15	0.133991
0	8	16	0.133792
0	8	17	0.129936
0	9	0	0.128909
0	9	1	0.134204
0	9	2	0.131906
0	9	3	0.13483
0	9	4	0.128912
0	9	13	0.130652
0	9	14	0.134314
0	9	15	0.132559
0	9	16	0.132618
0	9	17	0.127914
0	10	0	0.133359
0	10	1	0.134589
0	10	2	0.136618
0	10	3	0.135652
0	10	4	0.132833
0	10	13	0.132963
0	10	14	0.134843
0	10	15	0.136805
0	10	16	0.135803
0	10	17	0.131244
0	11	0	0.126153
0	11	1	0.134352
0	11	2	0.133903
0	11	3	0.134138
0	11	4	0.128688
0	11	13	0.135816
0	11	14	0.132913
0	11	15	0.12888
0	11	16	0.13368
0	11	17	0.133166
0	12	1	0.132258
0	12	2	0.13525
0	12	3	0.13691
0	12	4	0.129571
0	12	5	0.127332
0	12	12	0.128747
0	12	13	0.13329
0	12	14	0.127993
0	12	15	0.133034
0	12	16	0.131576
0	13	1	0.127101
0	13	2	0.134492
0	13	3	0.135822
0	13	4	0.134429
0	13	5	0.133841
0	13	6	0.134197
0	13	7	0.132476
0	13	8	0.134417
0	13	9	0.13453
0	13	10	0.134203
0	13	11	0.134092
0	13	12	0.134867
0	13	13	0.13526
0	13	14	0.134803
0	13	15	0.134027
0	13	16	0.129369
0	14	2	0.127904
0	14	3	0.135424
0	14	4	0.135523
0	14	5	0.134431
0	14	6	0.135798
0	14	7	0.134653
0	14	8	0.136788
0	14	9	0.136704
0	14	10	0.135932
0	14	11	0.135516
0	14	12	0.133615
0	14	13	0.134705
0	14	14	0.133909
0	14	15	0.126381
0	15	3	0.128625
0	15	4	0.133234
0	15	5	0.135809
0	15	6	0.137298
0	15	7	0.136806
0	15	8	0.136103
0	15	9	0.136778
0	15	10	0.135946
0	15	11	0.136674
0	15	12	0.135544
0	15	13	0.132226
0	15	14	0.128211
0	16	4	0.125596
0	16	5	0.127839
0	16	6	0.133098
0	16	7	0.135454
0	16	8	0.136858
0	16	9	0.135725
0	16	10	0.136677
0	16	11	0.134461
0	16	12	0.129633
0	16	13	0.125072
0	17	6	0.126941
0	17	7	0.135489
0	17	8	0.132861
0	17	9	0.132426
0	17	10	0.132317
0	17	11	0.128619
1	0	7	0.129159
1	0	8	0.130937
1	0	9	0.131823
1	0	10	0.128203
1	1	4	0.130036
1	1	5	0.129362
1	1	6	0.128388
1	1	7	0.13571
1	1	8	0.135838
1	1	9	0.138238
1	1	10	0.135742
1	1	11	0.129492
1	1	12	0.129884
1	1	13	0.128549
1	2	3	0.126701
1	2	4	0.135807
1	2	5	0.136244
1	2	6	0.135793
1	2	7	0.136257
1	2	8	0.135584
1	2	9	0.134794
1	2	10	0.136584
1	2	11	0.134496
1	2	12	0.136664
1	2	13	0.136095
1	2	14	0.128201
1	3	2	0.1296
1	3	3	0.132241
1	3	4	0.135165
1	3	5	0.134159
1	3	6	0.133939
1	3	7	0.135802
1	3	8	0.135736
1	3	9	0.135022
1	3	10	0.136642
1	3	11	0.13395
1	3	12	0.133518
1	3	13	0.135802
1	3	14	0.133039
1	3	15	0.128608
1	4	1	0.128941
1	4	2	0.136013
1	4	3	0.13424
1	4	4	0.135548
1	4	5	0.133758
1	4	6	0.135405
1	4	7	0.137768
1	4	8	0.136483
1	4	9	0.136973
1	4	10	0.137273
1	4	11	0.136647
1	4	12	0.132093
1	4	13	0.136639
1	4	14	0.133711
1	4	15	0.135418
1	4	16	0.126649
1	5	2	0.134087
1	5	3	0.134801
1	5	4	0.134009
1	5	5	0.135868
1	5	6	0.135794
1	5	7	0.134123
1	5	8	0.132636
1	5	9	0.131304
1	5	10	0.133065
1	5	11	0.135677
1	5	12	0.136192
1	5	13	0.13602
1	5	14	0.135042
1	5	15	0.135809
1	5	16	0.131946
1	6	2	0.132743
1	6	3	0.134214
1	6	4	0.133896
1	6	5	0.133522
1	6	6	0.128568
1	6	11	0.128102
1	6	12	0.134089
1	6	13	0.134232
1	6	14	0.133726
1	6	15	0.134901
1	6	16	0.133593
1	6	17	0.12563
1	7	2	0.135533
1	7	3	0.135651
1	7	4	0.135592
1	7	5	0.130702
1	7	12	0.131345
1	7	13	0.137845
1	7	14	0.135641
1	7	15	0.136381
1	7	16	0.136315
1	7	17	0.132551
1	8	2	0.130124
1	8	3	0.134451
1	8	4	0.13453
1	8	5	0.133217
1	8	12	0.133698
1	8	13	0.136798
1	8	14	0.134566
1	8	15	0.133616
1	8	16	0.135395
1	8	17	0.128233
1	9	2	0.131718
1	9	3	0.135445
1	9	4	0.134422
1	9	5	0.133691
1	9	12	0.13313
1	9	13	0.135056
1	9	14	0.13576
1	9	15	0.132869
1	9	16	0.135567
1	9	17	0.128332
1	10	2	0.135549
1	10	3	0.13684
1	10	4	0.136028
1	10	5	0.131737
1	10	12	0.133432
1	10	13	0.137925
1	10	14	0.136111
1	10	15	0.136487
1	10	16	0.136666
1	10	17	0.132747
1	11	2	0.132553
1	11	3	0.13461
1	11	4	0.133924
1	11	5	0.133708
1	11	6	0.128317
1	11	11	0.127611
1	11	12	0.133562
1	11	13	0.134776
1	11	14	0.13327
1	11	15	0.132962
1	11	16	0.134696
1	11	17	0.126883
1	12	2	0.134575
1	12	3	0.134354
1	12	4	0.133483
1	12	5	0.135452
1	12	6	0.135412
1	12	7	0.134903
1	12	8	0.132149
1	12	9	0.131406
1	12	10	0.13434
1	12	11	0.134887
1	12	12	0.136247
1	12	13	0.134468
1	12	14	0.134432
1	12	15	0.135619
1	12	16	0.132803
1	13	1	0.125269
1	13	2	0.136096
1	13	3	0.134706
1	13	4	0.136085
1	13	5	0.132004
1	13	6	0.13575
1	13	7	0.137097
1	13	8	0.137571
1	13	9	0.137573
1	13	10	0.137333
1	13	11	0.135371
1	13	12	0.132679
1	13	13	0.135967
1	13	14	0.133876
1	13	15	0.13611
1	13	16	0.127989
1	14	2	0.127715
1	14	3	0.131284
1	14	4	0.135342
1	14	5	0.132999
1	14	6	0.134096
1	14	7	0.135806
1	14	8	0.13567
1	14	9	0.135071
1	14	10	0.136017
1	14	11	0.13355
1	14	12	0.131097
1	14	13	0.135868
1	14	14	0.132421
1	14	15	0.129603
1	15	3	0.12773
1	15	4	0.134507
1	15	5	0.135801
1	15	6	0.133646
1	15	7	0.136443
1	15	8	0.135619
1	15	9	0.135369
1	15	10	0.136543
1	15	11	0.135259
1	15	12	0.135828
1	15	13	0.134146
1	15	14	0.127475
1	16	4	0.127627
1	16	5	0.130868
1	16	6	0.1268
1	16	7	0.136071
1	16	8	0.137314
1	16	9	0.137055
1	16	10	0.135765
1	16	11	0.129319
1	16	12	0.131466
1	16	13	0.131421
1	17	7	0.131038
1	17	8	0.130472
1	17	9	0.13211
1	17	10	0.130968
