0 23 4.25 0.334 0.119 92.1 20 277 349.667 260.89 0.0889933 4.66556e-05 0.204915 0.000133413 0.201179 0.00012879 0.202701 0.00013028 0.210784 0.000141563 0.224439 0.00016044 0.242443 0.000187254 0.261307 0.000216862 0.277169 0.00023439 0.288563 0.00026393 
1 23 4.23 0.333 0.119 91.9 20 277 348.235 259.741 0.0889867 4.3105e-05 0.204868 0.000133285 0.201064 0.0001277 0.20257 0.000130243 0.21065 0.000141388 0.224305 0.000160868 0.242301 0.000188129 0.261145 0.000218717 0.276982 0.000246198 0.288355 0.000267342 
2 22.9 4.21 0.333 0.118 91.6 19.9 277 355.01 264.939 0.0889764 4.72412e-05 0.204834 0.00013323 0.200948 0.000127551 0.202428 0.00013006 0.210499 0.000141188 0.224157 0.000160655 0.24216 0.000187916 0.261003 0.000218477 0.276826 0.000245948 0.288178 0.000263239 
3 22.8 4.19 0.333 0.118 91.4 19.8 277 359.557 268.393 0.0889616 4.72288e-05 0.204818 0.000133206 0.200879 0.000127464 0.202317 0.000129911 0.210351 0.000140983 0.223985 0.000160405 0.241987 0.000187655 0.260842 0.000218226 0.276669 0.000245657 0.288014 0.000263026 
4 22.8 4.16 0.333 0.118 91.2 19.7 277 367.74 274.491 0.0889364 4.72059e-05 0.204813 0.000133196 0.200822 0.000127388 0.202217 0.000129786 0.21021 0.00014079 0.22381 0.000160162 0.241793 0.000187349 0.260647 0.000217882 0.27648 0.00024531 0.287826 0.000266277 
5 22.7 4.14 0.332 0.118 91 19.6 277 382.835 286.315 0.0889258 4.27764e-05 0.204807 0.00013318 0.200739 0.000127278 0.202097 0.000129626 0.210067 0.000140602 0.22366 0.000159949 0.241654 0.00018714 0.260521 0.000217688 0.276354 0.000242174 0.287687 0.000266058 
6 22.6 4.11 0.332 0.118 90.8 19.5 277 381.355 285.173 0.0888998 4.29776e-05 0.204817 0.000133192 0.200709 0.000127234 0.202029 0.000129537 0.209959 0.000140452 0.223509 0.000159734 0.241468 0.000186854 0.260319 0.000217352 0.276151 0.000244718 0.287488 0.000265708 
7 22.6 4.08 0.332 0.117 90.6 19.4 277 374.858 280.109 0.0888985 4.22607e-05 0.204793 0.00013317 0.200747 0.000127287 0.202063 0.000127396 0.209965 0.000140407 0.223464 0.000159664 0.241361 0.00018669 0.260162 0.00021707 0.275969 0.000244428 0.287298 0.000261614 
8 22.5 4.05 0.332 0.117 90.4 19.2 277 359.804 268.728 0.088937 4.20805e-05 0.204791 0.000133166 0.200774 0.000127321 0.202124 0.000129659 0.210032 0.000139797 0.22349 0.000158069 0.241297 0.000186578 0.260002 0.000216797 0.275754 0.000244038 0.28707 0.000264954 
9 22.4 4.01 0.331 0.116 90.2 19.1 277 342.806 255.731 0.0889678 4.2313e-05 0.204771 0.00013314 0.200777 0.00012733 0.202158 0.000129702 0.210078 0.000140605 0.223503 0.000159708 0.241224 0.000186466 0.259833 0.000216521 0.275526 0.000243641 0.286828 0.000264501 
