1 0.388E+02 0.135E+02 0.287E+00 0.228E+00 0.180E+03 0.682E+02 0.195E+03 0.185E+04 0.538E+03
2 0.386E+02 0.135E+02 0.287E+00 0.228E+00 0.179E+03 0.680E+02 0.195E+03 0.184E+04 0.536E+03
3 0.385E+02 0.134E+02 0.287E+00 0.228E+00 0.179E+03 0.677E+02 0.195E+03 0.183E+04 0.533E+03
4 0.384E+02 0.133E+02 0.287E+00 0.228E+00 0.178E+03 0.674E+02 0.195E+03 0.183E+04 0.530E+03
5 0.383E+02 0.132E+02 0.287E+00 0.228E+00 0.178E+03 0.670E+02 0.195E+03 0.182E+04 0.528E+03
6 0.382E+02 0.132E+02 0.287E+00 0.227E+00 0.177E+03 0.666E+02 0.195E+03 0.181E+04 0.525E+03
7 0.380E+02 0.134E+02 0.287E+00 0.230E+00 0.177E+03 0.680E+02 0.190E+03 0.179E+04 0.523E+03
8 0.379E+02 0.133E+02 0.286E+00 0.229E+00 0.177E+03 0.676E+02 0.190E+03 0.178E+04 0.518E+03
9 0.378E+02 0.132E+02 0.286E+00 0.229E+00 0.176E+03 0.670E+02 0.190E+03 0.177E+04 0.513E+03
10 0.377E+02 0.131E+02 0.286E+00 0.228E+00 0.176E+03 0.665E+02 0.190E+03 0.175E+04 0.509E+03
11 0.376E+02 0.130E+02 0.286E+00 0.228E+00 0.175E+03 0.659E+02 0.190E+03 0.174E+04 0.504E+03
12 0.375E+02 0.129E+02 0.286E+00 0.227E+00 0.175E+03 0.652E+02 0.190E+03 0.172E+04 0.500E+03
13 0.374E+02 0.127E+02 0.286E+00 0.226E+00 0.174E+03 0.646E+02 0.190E+03 0.170E+04 0.494E+03
14 0.372E+02 0.126E+02 0.286E+00 0.225E+00 0.174E+03 0.638E+02 0.190E+03 0.168E+04 0.488E+03
15 0.371E+02 0.124E+02 0.286E+00 0.224E+00 0.173E+03 0.631E+02 0.190E+03 0.166E+04 0.483E+03
16 0.370E+02 0.126E+02 0.285E+00 0.227E+00 0.173E+03 0.641E+02 0.185E+03 0.164E+04 0.477E+03
17 0.368E+02 0.124E+02 0.285E+00 0.226E+00 0.172E+03 0.632E+02 0.185E+03 0.162E+04 0.470E+03
18 0.367E+02 0.122E+02 0.285E+00 0.225E+00 0.171E+03 0.623E+02 0.185E+03 0.160E+04 0.463E+03
19 0.365E+02 0.120E+02 0.285E+00 0.224E+00 0.171E+03 0.614E+02 0.185E+03 0.157E+04 0.458E+03
20 0.363E+02 0.118E+02 0.285E+00 0.222E+00 0.170E+03 0.605E+02 0.185E+03 0.155E+04 0.449E+03
21 0.362E+02 0.120E+02 0.285E+00 0.224E+00 0.169E+03 0.612E+02 0.179E+03 0.152E+04 0.442E+03
22 0.360E+02 0.118E+02 0.284E+00 0.223E+00 0.169E+03 0.602E+02 0.179E+03 0.150E+04 0.435E+03
23 0.357E+02 0.115E+02 0.284E+00 0.222E+00 0.168E+03 0.591E+02 0.179E+03 0.147E+04 0.426E+03
24 0.355E+02 0.113E+02 0.284E+00 0.221E+00 0.167E+03 0.580E+02 0.179E+03 0.144E+04 0.419E+03
25 0.353E+02 0.114E+02 0.284E+00 0.222E+00 0.166E+03 0.585E+02 0.174E+03 0.142E+04 0.410E+03
26 0.350E+02 0.112E+02 0.283E+00 0.221E+00 0.165E+03 0.574E+02 0.174E+03 0.139E+04 0.402E+03
27 0.348E+02 0.109E+02 0.283E+00 0.220E+00 0.164E+03 0.562E+02 0.174E+03 0.136E+04 0.392E+03
28 0.345E+02 0.110E+02 0.283E+00 0.221E+00 0.163E+03 0.566E+02 0.169E+03 0.133E+04 0.384E+03
29 0.342E+02 0.107E+02 0.282E+00 0.220E+00 0.162E+03 0.553E+02 0.169E+03 0.130E+04 0.375E+03
30 0.339E+02 0.104E+02 0.282E+00 0.218E+00 0.160E+03 0.540E+02 0.169E+03 0.127E+04 0.366E+03
31 0.336E+02 0.105E+02 0.282E+00 0.220E+00 0.159E+03 0.543E+02 0.164E+03 0.124E+04 0.357E+03
32 0.333E+02 0.102E+02 0.281E+00 0.218E+00 0.158E+03 0.529E+02 0.164E+03 0.121E+04 0.348E+03
33 0.330E+02 0.992E+01 0.281E+00 0.216E+00 0.156E+03 0.516E+02 0.164E+03 0.117E+04 0.338E+03
