0 38.8 13.5 0.287 0.228 180 68.2 195 753.053 645.079 0.0886339 4.58669e-05 0.242388 0.000188384 0.244073 0.000187934 0.240641 0.000182969 0.24149 0.000202022 0.243897 0.000194802 0.24679 0.000192765 0.249758 0.00019742 0.252633 0.000201898 0.255348 0.000206626 
1 38.6 13.5 0.287 0.228 179 68 195 749.965 642.177 0.0886223 4.6027e-05 0.242341 0.000188408 0.243975 0.000187831 0.240532 0.000183062 0.241374 0.000184675 0.243775 0.000188661 0.246664 0.000193574 0.249628 0.000198771 0.252499 0.000204059 0.255211 0.000209333 
2 38.5 13.4 0.287 0.228 179 67.7 195 746.511 639.002 0.0886136 4.23145e-05 0.242304 0.000188345 0.243899 0.000187715 0.240445 0.000182926 0.241279 0.00018453 0.243674 0.000188523 0.246557 0.000193384 0.249516 0.000198636 0.252382 0.000203821 0.255091 0.000209119 
3 38.4 13.3 0.287 0.228 178 67.4 195 742.732 635.578 0.0886076 4.19072e-05 0.242278 0.000188302 0.24384 0.000187623 0.240376 0.000182824 0.241203 0.000184416 0.243591 0.000188374 0.246468 0.000193282 0.249421 0.000198442 0.252283 0.000203648 0.254987 0.000208941 
4 38.3 13.2 0.287 0.228 178 67 195 738.801 632.06 0.0886025 4.12754e-05 0.242258 0.000188269 0.243797 0.000187558 0.240323 0.000182739 0.241143 0.000184325 0.243523 0.000188274 0.246393 0.000193137 0.24934 0.000198304 0.252195 0.000203548 0.254895 0.000208746 
5 38.2 13.2 0.287 0.227 177 66.6 195 735.747 629.374 0.0885997 4.04827e-05 0.242251 0.000188255 0.243768 0.000187508 0.240282 0.000182681 0.241092 0.000184247 0.243463 0.000188188 0.246325 0.000193053 0.249264 0.000198141 0.252113 0.000203405 0.254807 0.000205233 
6 38 13.4 0.287 0.23 177 68 190 731.972 626.206 0.0885972 4.37898e-05 0.24225 0.000167335 0.243751 0.000184409 0.240252 0.000182631 0.24105 0.000184172 0.243412 0.000188139 0.246265 0.000192931 0.249196 0.00019807 0.252038 0.000203379 0.254727 0.000205402 
7 37.9 13.3 0.286 0.229 177 67.6 190 725.899 620.834 0.0885972 4.26045e-05 0.242245 0.000188248 0.243761 0.000185074 0.240257 0.000182638 0.241049 0.000184178 0.243403 0.000186349 0.246248 0.000192912 0.249171 0.000197997 0.252005 0.000203235 0.254684 0.000208451 
8 37.8 13.2 0.286 0.229 176 67 190 719.464 615.179 0.0885981 4.26026e-05 0.242245 0.000188253 0.243782 0.000187529 0.240274 0.000182666 0.241059 0.00018203 0.243406 0.00018812 0.246243 0.000192858 0.249157 0.000198001 0.251981 0.000203175 0.254651 0.000208384 
9 37.7 13.1 0.286 0.228 176 66.5 190 712.869 609.437 0.0885985 4.10931e-05 0.242248 0.000188261 0.243811 0.000187576 0.240297 0.000182699 0.241072 0.000184214 0.24341 0.00018811 0.246237 0.00019287 0.249142 0.000198 0.251957 0.000203131 0.254617 0.000201253 
10 37.6 13 0.286 0.228 175 65.9 190 706.573 603.993 0.0886034 4.133e-05 0.242266 0.000188292 0.243847 0.000187634 0.240325 0.000182739 0.241089 0.000184234 0.243415 0.000188135 0.246232 0.000192895 0.249125 0.000197973 0.251929 0.000203092 0.254579 0.000208239 
