p_T 	p_T err 	N pi0 		N pi0 err 	stat err (rel) 	sys_err (Cancel in Centralities) 	sys_err ( No Cc ) || pt correlated errors  	 pt uncorrelated errors 
1.25 	0.05 		0.0722548 	0.0106654 	0.0306753 	0.0850434 				0.116683 		0.0602693 		0.131206
1.75 	0.05 		0.0138749 	0.0021008 	0.0286962 	0.0921148 				0.116689 		0.0698937 		0.131211
2.25 	0.05 		0.00312487 	0.000490007 	0.0354833 	0.0982826 				0.11692 		0.0778426 		0.131417
2.75 	0.05 		0.00077127 	0.000130788 	0.0566942 	0.103749 				0.121564 		0.084639 		0.135564
3.25 	0.05 		0.000236136 	4.23171e-05 	0.0762872 	0.108661 				0.120366 		0.0905935 		0.134491
3.75 	0.05 		8.80194e-05 	1.56187e-05 	0.0694134 	0.113127 				0.117776 		0.0959047 		0.132178
4.25 	0.05 		3.16122e-05 	6.20364e-06 	0.10567 	0.117226 				0.116631 		0.100707 		0.131159
4.75 	0.05 		1.21814e-05 	2.99574e-06 	0.179167 	0.121018 				0.117195 		0.105096 		0.131661
5.25 	0.05 		4.85581e-06 	1.64769e-06 	0.29304 	0.124548 				0.117286 		0.109143 		0.131742
5.75 	0.05 		2.78703e-06 	9.38032e-07 	0.288675 	0.127853 				0.116619 		0.1129 		0.131149
6.25 	0.05 		1.91899e-06 	7.2278e-07 	0.333333 	0.130962 				0.116619 		0.116409 		0.131149
6.75 	0.05 		5.92217e-07 	4.53765e-07 	0.745356 	0.133899 				0.116619 		0.119704 		0.131149
7.25 	0.05 		5.52191e-07 	3.33889e-07 	0.57735 	0.136684 				0.116619 		0.122811 		0.131149
