p_T 	p_T err 	N pi0 		N pi0 err 	stat err (rel) 	sys_err (Cancel in Centralities) 	sys_err ( No Cc ) || pt correlated errors  	 pt uncorrelated errors 
1.25 	0.05 		0.591378 	0.0890102 	0.0420008 	0.0829732 				0.118345 		0.057311 		0.132686
1.75 	0.05 		0.111754 	0.0173087 	0.0382534 	0.0891976 				0.120702 		0.0660016 		0.134792
2.25 	0.05 		0.0233957 	0.00368674 	0.0475771 	0.0946303 				0.116677 		0.0731772 		0.1312
2.75 	0.05 		0.00589809 	0.000972391 	0.0606076 	0.0994492 				0.116693 		0.0793104 		0.131214
3.25 	0.05 		0.00169717 	0.00029449 	0.0755545 	0.103784 				0.116744 		0.0846821 		0.13126
3.75 	0.05 		0.000576562 	9.71731e-05 	0.0564468 	0.107728 				0.116679 		0.089472 		0.131202
4.25 	0.05 		0.000177485 	3.31563e-05 	0.0921682 	0.11135 				0.118342 		0.0938017 		0.132683
4.75 	0.05 		0.00010096 	1.96685e-05 	0.104818 	0.114702 				0.117514 		0.0977579 		0.131945
5.25 	0.05 		3.60305e-05 	8.89619e-06 	0.178701 	0.117825 				0.12307 		0.101404 		0.136917
5.75 	0.05 		2.07554e-05 	5.42115e-06 	0.198926 	0.120751 				0.118614 		0.104789 		0.132926
6.25 	0.05 		1.44789e-05 	4.46191e-06 	0.251418 	0.123504 				0.128462 		0.10795 		0.141783
6.75 	0.05 		4.88094e-06 	2.11642e-06 	0.397083 	0.126105 				0.120167 		0.110917 		0.134314
