p_T 	p_T err 	N pi0 		N pi0 err 	stat err (rel) 	sys_err (Cancel in Centralities) 	sys_err ( No Cc ) || pt correlated errors  	 pt uncorrelated errors 
1.25 	0.05 		2.43716 	0.424421 	0.0776008 	0.0815295 				0.132882 		0.0552002 		0.1458
1.75 	0.05 		0.519286 	0.0828007 	0.0577473 	0.0894164 				0.118721 		0.0662971 		0.133021
2.25 	0.05 		0.115242 	0.0192134 	0.0688138 	0.0967629 				0.117038 		0.0759148 		0.131522
2.75 	0.05 		0.0228046 	0.00444501 	0.109455 	0.10354 				0.123661 		0.0843826 		0.137448
3.25 	0.05 		0.00514411 	0.0013555 	0.167574 	0.109797 				0.171168 		0.0919526 		0.18138
3.75 	0.05 		0.0019029 	0.000359669 	0.0852652 	0.115597 				0.122851 		0.0988065 		0.13672
4.25 	0.05 		0.00062163 	0.000128452 	0.113717 	0.121001 				0.12299 		0.105077 		0.136845
4.75 	0.05 		0.000271305 	5.73779e-05 	0.122005 	0.126058 				0.118117 		0.110863 		0.132483
5.25 	0.05 		0.000145902 	3.16114e-05 	0.126406 	0.130811 				0.117698 		0.116239 		0.132109
5.75 	0.05 		3.10368e-05 	1.06357e-05 	0.292444 	0.135297 				0.116628 		0.121265 		0.131156
6.25 	0.05 		2.82391e-05 	8.49856e-06 	0.239054 	0.139545 				0.118116 		0.125987 		0.132482
6.75 	0.05 		6.1536e-06 	3.86363e-06 	0.6 	0.14358 				0.116619 		0.130443 		0.131149
7.25 	0.05 		2.01074e-06 	2.30984e-06 	1.13326 	0.147426 				0.116619 		0.134664 		0.131149
7.75 	0.05 		6.29131e-06 	3.19964e-06 	0.471405 	0.151099 				0.116625 		0.138676 		0.131154
