p_T 	p_T err 	N pi0 		N pi0 err 	stat err (rel) 	sys_err (Cancel in Centralities) 	sys_err ( No Cc ) || pt correlated errors  	 pt uncorrelated errors 
1.25 	0.05 		1.24726 	0.188242 	0.0459162 	0.0836203 				0.11695 		0.0582439 		0.131444
1.75 	0.05 		0.264248 	0.040263 	0.0380868 	0.0900722 				0.116844 		0.0671788 		0.131349
2.25 	0.05 		0.0518057 	0.00835106 	0.0497341 	0.0956959 				0.119809 		0.07455 		0.133993
2.75 	0.05 		0.012339 	0.00214849 	0.0687491 	0.100679 				0.124321 		0.0808474 		0.138042
3.25 	0.05 		0.00334545 	0.000627064 	0.0921743 	0.105158 				0.124814 		0.0863612 		0.138486
3.75 	0.05 		0.00105496 	0.000187614 	0.0568389 	0.109231 				0.128317 		0.0912766 		0.141652
4.25 	0.05 		0.000418259 	7.52795e-05 	0.0692466 	0.11297 				0.121805 		0.0957191 		0.135781
4.75 	0.05 		0.00018136 	3.37461e-05 	0.0831408 	0.116429 				0.118974 		0.0997778 		0.133247
5.25 	0.05 		8.55682e-05 	1.70267e-05 	0.107258 	0.11965 				0.117364 		0.103518 		0.131812
5.75 	0.05 		2.89146e-05 	7.02518e-06 	0.173498 	0.122666 				0.117823 		0.10699 		0.132221
6.25 	0.05 		1.36017e-05 	5.3784e-06 	0.355121 	0.125503 				0.1204 		0.110232 		0.134522
6.75 	0.05 		1.32337e-05 	3.68768e-06 	0.218218 	0.128184 				0.116619 		0.113275 		0.131149
7.25 	0.05 		6.46924e-06 	2.25589e-06 	0.301511 	0.130726 				0.116619 		0.116143 		0.131149
7.75 	0.05 		3.86543e-06 	1.61325e-06 	0.377964 	0.133144 				0.116619 		0.118858 		0.131149
