p_T 	p_T err 	N pi0 		N pi0 err 	stat err (rel) 	sys_err (Cancel in Centralities) 	sys_err ( No Cc ) || pt correlated errors  	 pt uncorrelated errors 
1.25 	0.05 		2.7134 	0.421191 	0.0522479 	0.0838877 				0.119701 		0.0586272 		0.133897
1.75 	0.05 		0.561696 	0.0866551 	0.0400991 	0.0910679 				0.117895 		0.0685082 		0.132284
2.25 	0.05 		0.114143 	0.0183996 	0.0524475 	0.0974368 				0.117217 		0.0767719 		0.131681
2.75 	0.05 		0.0239166 	0.00432219 	0.0787746 	0.103141 				0.12576 		0.0838937 		0.13934
3.25 	0.05 		0.00591378 	0.00122696 	0.108954 	0.108307 				0.139443 		0.0901682 		0.151804
3.75 	0.05 		0.0019878 	0.000390747 	0.0610689 	0.113028 				0.148782 		0.0957883 		0.160425
4.25 	0.05 		0.000718213 	0.00013418 	0.0734521 	0.117381 				0.12542 		0.100887 		0.139033
4.75 	0.05 		0.000283154 	5.37242e-05 	0.0860875 	0.12142 				0.117667 		0.10556 		0.132081
5.25 	0.05 		0.000127097 	2.57393e-05 	0.104224 	0.125192 				0.120322 		0.109878 		0.134453
5.75 	0.05 		4.38811e-05 	1.07422e-05 	0.163838 	0.128732 				0.128503 		0.113895 		0.141821
6.25 	0.05 		2.90423e-05 	7.14105e-06 	0.171317 	0.132069 				0.116908 		0.117653 		0.131406
6.75 	0.05 		6.78004e-06 	3.02628e-06 	0.396099 	0.135227 				0.155077 		0.121187 		0.166279
7.25 	0.05 		3.94572e-06 	2.60712e-06 	0.6227 	0.138225 				0.17241 		0.124524 		0.182552
7.75 	0.05 		4.58557e-06 	2.31557e-06 	0.470625 	0.141081 				0.116627 		0.127686 		0.131156
