 <I> Constructing full-corrected r012 spectrum for pi0 and centrality class: 6 (30 - 40%) from raw yields file: yields_30_40_r012.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 1.28335e+06 +/- 654.052
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    1.105e+00    1.576e-01    14.27    1.407e-02    1.570e-01    1.439e-01    5.523e-02
  1.75  0.05    1.944e-01    2.787e-02    14.34    2.837e-03    2.773e-02    2.536e-02    9.721e-03
  2.25  0.05    4.024e-02    5.831e-03    14.49    7.529e-04    5.782e-03    5.270e-03    2.012e-03
  2.75  0.05    9.860e-03    1.449e-03    14.69    2.276e-04    1.431e-03    1.298e-03    4.930e-04
  3.25  0.05    2.724e-03    4.085e-04    15.00    8.327e-05    3.999e-04    3.627e-04    1.362e-04
  3.75  0.05    8.741e-04    1.348e-04    15.42    3.552e-05    1.300e-04    1.187e-04    4.370e-05
  4.25  0.05    3.203e-04    5.152e-05    16.09    1.786e-05    4.833e-05    4.519e-05    1.601e-05
  4.75  0.05    1.486e-04    2.480e-05    16.68    9.851e-06    2.276e-05    2.164e-05    7.432e-06
  5.25  0.05    5.613e-05    1.054e-05    18.77    5.911e-06    8.721e-06    9.373e-06    2.806e-06
  5.75  0.05    2.703e-05    5.503e-06    20.36    3.481e-06    4.262e-06    4.939e-06    1.351e-06
  6.25  0.05    1.857e-05    3.930e-06    21.17    2.572e-06    2.971e-06    3.522e-06    9.283e-07
  6.75  0.05    1.129e-05    2.691e-06    23.83    1.969e-06    1.834e-06    2.454e-06    5.647e-07
  7.25  0.05    6.307e-06    1.731e-06    27.45    1.385e-06    1.039e-06    1.608e-06    3.153e-07
  7.75  0.05    2.423e-06    9.802e-07    40.46    8.928e-07    4.046e-07    9.464e-07    1.211e-07


