 <I> Constructing full-corrected r678 spectrum for pi0 and centrality class: 8 (40 - 50%) from raw yields file: yields_40_50_r678.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 1.29833e+06 +/- 657.858
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    5.950e-01    8.494e-02    14.28    7.957e-03    8.456e-02    7.752e-02    2.975e-02
  1.75  0.05    1.030e-01    1.477e-02    14.34    1.576e-03    1.469e-02    1.344e-02    5.148e-03
  2.25  0.05    2.057e-02    2.985e-03    14.51    4.166e-04    2.956e-03    2.699e-03    1.029e-03
  2.75  0.05    5.152e-03    7.587e-04    14.73    1.295e-04    7.476e-04    6.802e-04    2.576e-04
  3.25  0.05    1.456e-03    2.194e-04    15.07    4.963e-05    2.138e-04    1.951e-04    7.278e-05
  3.75  0.05    5.091e-04    7.906e-05    15.53    2.262e-05    7.575e-05    6.976e-05    2.546e-05
  4.25  0.05    2.225e-04    3.573e-05    16.06    1.224e-05    3.357e-05    3.132e-05    1.112e-05
  4.75  0.05    6.397e-05    1.171e-05    18.31    6.419e-06    9.794e-06    1.049e-05    3.199e-06
  5.25  0.05    2.943e-05    5.933e-06    20.16    3.781e-06    4.572e-06    5.370e-06    1.471e-06
  5.75  0.05    1.498e-05    3.438e-06    22.96    2.498e-06    2.362e-06    3.164e-06    7.488e-07
  6.25  0.05    7.709e-06    2.070e-06    26.86    1.662e-06    1.234e-06    1.940e-06    3.854e-07
  6.75  0.05    4.361e-06    1.328e-06    30.45    1.123e-06    7.081e-07    1.257e-06    2.180e-07
  7.25  0.05    2.877e-06    9.415e-07    32.73    8.136e-07    4.738e-07    8.950e-07    1.438e-07
  7.75  0.05    1.602e-06    7.068e-07    44.11    6.542e-07    2.676e-07    6.863e-07    8.012e-08


