 <I> Constructing full-corrected tof1chisq1 spectrum for centrality class: 10 (50 - 60%) from raw yields file: yields_50_60_tof1chisq1.txt
 <I> No correction for the true mean value of the $p_T$ bin applied to the steeply falling spectrum
 <I> Total # of events in centrality class: 3.15894e+06 +/- 1777.34
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    4.120e-01    5.863e-02    14.23    2.698e-03    5.857e-02    5.348e-02    2.060e-02
  1.75  0.05    6.748e-02    9.640e-03    14.28    5.381e-04    9.625e-03    8.764e-03    3.374e-03
  2.25  0.05    1.386e-02    1.997e-03    14.41    1.560e-04    1.991e-03    1.803e-03    6.929e-04
  2.75  0.05    3.400e-03    4.964e-04    14.60    5.533e-05    4.933e-04    4.441e-04    1.700e-04
  3.25  0.05    9.987e-04    1.484e-04    14.86    2.289e-05    1.467e-04    1.315e-04    4.994e-05
  3.75  0.05    3.478e-04    5.292e-05    15.22    1.111e-05    5.174e-05    4.643e-05    1.739e-05
  4.25  0.05    1.175e-04    1.867e-05    15.88    5.832e-06    1.774e-05    1.631e-05    5.877e-06
  4.75  0.05    5.149e-05    8.574e-06    16.65    3.372e-06    7.883e-06    7.477e-06    2.574e-06
  5.25  0.05    2.146e-05    3.909e-06    18.21    2.038e-06    3.335e-06    3.449e-06    1.073e-06
  5.75  0.05    1.244e-05    2.441e-06    19.62    1.452e-06    1.963e-06    2.170e-06    6.222e-07
  6.25  0.05    4.018e-06    1.018e-06    25.32    7.887e-07    6.432e-07    9.451e-07    2.009e-07
  6.75  0.05    3.044e-06    8.419e-07    27.66    6.815e-07    4.943e-07    7.875e-07    1.522e-07
  7.25  0.05    8.788e-07    3.623e-07    41.23    3.322e-07    1.447e-07    3.511e-07    4.394e-08
  7.75  0.05    6.982e-07    3.080e-07    44.11    2.850e-07    1.166e-07    2.991e-07    3.491e-08
