 <I> Constructing full-corrected r678 spectrum for pi0 and centrality class: 6 (30 - 40%) from raw yields file: yields_30_40_r678.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 1.28335e+06 +/- 654.052
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    9.213e-01    1.315e-01    14.28    1.252e-02    1.309e-01    1.201e-01    4.606e-02
  1.75  0.05    1.574e-01    2.258e-02    14.35    2.461e-03    2.244e-02    2.055e-02    7.868e-03
  2.25  0.05    3.259e-02    4.726e-03    14.50    6.402e-04    4.682e-03    4.272e-03    1.629e-03
  2.75  0.05    8.136e-03    1.196e-03    14.70    1.931e-04    1.181e-03    1.072e-03    4.068e-04
  3.25  0.05    2.148e-03    3.231e-04    15.04    7.030e-05    3.154e-04    2.871e-04    1.074e-04
  3.75  0.05    7.102e-04    1.101e-04    15.51    3.102e-05    1.057e-04    9.714e-05    3.551e-05
  4.25  0.05    2.718e-04    4.376e-05    16.10    1.526e-05    4.101e-05    3.839e-05    1.359e-05
  4.75  0.05    1.075e-04    1.849e-05    17.20    8.427e-06    1.646e-05    1.628e-05    5.374e-06
  5.25  0.05    5.091e-05    9.503e-06    18.67    5.265e-06    7.911e-06    8.442e-06    2.546e-06
  5.75  0.05    2.306e-05    4.810e-06    20.86    3.148e-06    3.636e-06    4.341e-06    1.153e-06
  6.25  0.05    1.092e-05    2.674e-06    24.48    2.023e-06    1.748e-06    2.469e-06    5.461e-07
  6.75  0.05    4.774e-06    1.561e-06    32.70    1.355e-06    7.753e-07    1.490e-06    2.387e-07
  7.25  0.05    2.634e-06    9.679e-07    36.75    8.653e-07    4.338e-07    9.302e-07    1.317e-07
  7.75  0.05    1.703e-06    8.966e-07    52.65    8.503e-07    2.844e-07    8.785e-07    8.515e-08


