 <I> Constructing full-corrected tof1chisq1 spectrum for centrality class: 19 (0 - 100%) from raw yields file: yields_0_100_tof1chisq1.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 2.87821e+07 +/- 5364.9
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    9.889e-01    1.406e-01    14.22    3.443e-03    1.406e-01    1.282e-01    4.945e-02
  1.75  0.05    1.730e-01    2.468e-02    14.27    6.966e-04    2.467e-02    2.243e-02    8.649e-03
  2.25  0.05    3.489e-02    5.016e-03    14.38    1.848e-04    5.013e-03    4.526e-03    1.745e-03
  2.75  0.05    8.349e-03    1.213e-03    14.53    5.924e-05    1.211e-03    1.084e-03    4.174e-04
  3.25  0.05    2.305e-03    3.391e-04    14.71    2.127e-05    3.385e-04    2.995e-04    1.153e-04
  3.75  0.05    7.538e-04    1.125e-04    14.92    8.733e-06    1.122e-04    9.809e-05    3.769e-05
  4.25  0.05    2.636e-04    3.998e-05    15.17    4.056e-06    3.978e-05    3.441e-05    1.318e-05
  4.75  0.05    1.091e-04    1.684e-05    15.43    2.113e-06    1.671e-05    1.430e-05    5.456e-06
  5.25  0.05    4.530e-05    7.137e-06    15.75    1.177e-06    7.040e-06    5.989e-06    2.265e-06
  5.75  0.05    2.040e-05    3.296e-06    16.16    7.173e-07    3.217e-06    2.739e-06    1.020e-06
  6.25  0.05    9.890e-06    1.647e-06    16.65    4.548e-07    1.583e-06    1.360e-06    4.945e-07
  6.75  0.05    5.777e-06    9.905e-07    17.14    3.177e-07    9.382e-07    8.135e-07    2.889e-07
  7.25  0.05    3.193e-06    5.726e-07    17.93    2.265e-07    5.259e-07    4.718e-07    1.597e-07
  7.75  0.05    2.026e-06    3.786e-07    18.69    1.699e-07    3.383e-07    3.128e-07    1.013e-07
  8.25  0.05    1.126e-06    2.241e-07    19.89    1.178e-07    1.906e-07    1.876e-07    5.632e-08
  8.75  0.05    8.305e-07    1.729e-07    20.82    9.803e-08    1.424e-07    1.456e-07    4.152e-08
  9.25  0.05    5.182e-07    1.160e-07    22.40    7.330e-08    8.996e-08    9.942e-08    2.591e-08
  9.75  0.05    2.832e-07    7.601e-08    26.84    5.745e-08    4.977e-08    6.818e-08    1.416e-08
  10.25  0.05    1.976e-07    5.495e-08    27.81    4.225e-08    3.513e-08    4.941e-08    9.879e-09
  10.75  0.05    1.581e-07    4.687e-08    29.64    3.727e-08    2.843e-08    4.253e-08    7.906e-09
  11.25  0.05    1.091e-07    3.619e-08    33.16    3.027e-08    1.984e-08    3.341e-08    5.457e-09
  11.75  0.05    7.511e-08    2.895e-08    38.54    2.545e-08    1.379e-08    2.725e-08    3.755e-09


