 <I> Constructing full-corrected tof1chisq1 spectrum for centrality class: 4 (20 - 30%) from raw yields file: yields_20_30_tof1chisq1.txt
 <I> No correction for the true mean value of the $p_T$ bin applied to the steeply falling spectrum
 <I> Total # of events in centrality class: 3.12955e+06 +/- 1769.05
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    1.735e+00    2.470e-01    14.23    1.193e-02    2.467e-01    2.253e-01    8.677e-02
  1.75  0.05    2.938e-01    4.196e-02    14.28    2.263e-03    4.190e-02    3.814e-02    1.469e-02
  2.25  0.05    5.771e-02    8.313e-03    14.40    5.974e-04    8.291e-03    7.504e-03    2.886e-03
  2.75  0.05    1.385e-02    2.019e-03    14.58    1.936e-04    2.010e-03    1.806e-03    6.925e-04
  3.25  0.05    3.959e-03    5.857e-04    14.79    7.082e-05    5.814e-04    5.180e-04    1.980e-04
  3.75  0.05    1.275e-03    1.921e-04    15.07    3.030e-05    1.897e-04    1.680e-04    6.375e-05
  4.25  0.05    4.544e-04    7.006e-05    15.42    1.442e-05    6.856e-05    6.063e-05    2.272e-05
  4.75  0.05    1.728e-04    2.753e-05    15.93    7.607e-06    2.645e-05    2.365e-05    8.639e-06
  5.25  0.05    7.665e-05    1.269e-05    16.55    4.376e-06    1.191e-05    1.086e-05    3.832e-06
  5.75  0.05    3.990e-05    6.914e-06    17.33    2.866e-06    6.292e-06    5.912e-06    1.995e-06
  6.25  0.05    1.478e-05    2.898e-06    19.62    1.676e-06    2.365e-06    2.545e-06    7.388e-07
  6.75  0.05    8.824e-06    1.866e-06    21.15    1.196e-06    1.433e-06    1.655e-06    4.412e-07
  7.25  0.05    4.315e-06    1.057e-06    24.49    7.823e-07    7.107e-07    9.617e-07    2.158e-07
  7.75  0.05    2.868e-06    7.878e-07    27.47    6.254e-07    4.790e-07    7.276e-07    1.434e-07
  8.25  0.05    1.645e-06    5.113e-07    31.08    4.288e-07    2.784e-07    4.789e-07    8.225e-08
