 <I> Constructing full-corrected noPID spectrum for centrality class: 0 (0 - 10%) from raw yields file: yields_0_10_noPID.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 3.14815e+06 +/- 1774.3
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    2.182e+00    3.109e-01    14.25    2.322e-02    3.101e-01    2.837e-01    1.091e-01
  1.75  0.05    3.959e-01    5.667e-02    14.31    4.826e-03    5.646e-02    5.154e-02    1.979e-02
  2.25  0.05    8.199e-02    1.185e-02    14.45    1.283e-03    1.178e-02    1.070e-02    4.100e-03
  2.75  0.05    1.940e-02    2.843e-03    14.66    4.011e-04    2.815e-03    2.546e-03    9.699e-04
  3.25  0.05    5.412e-03    8.060e-04    14.89    1.346e-04    7.947e-04    7.143e-04    2.706e-04
  3.75  0.05    1.682e-03    2.557e-04    15.21    5.290e-05    2.502e-04    2.243e-04    8.408e-05
  4.25  0.05    5.951e-04    9.283e-05    15.60    2.353e-05    8.979e-05    8.064e-05    2.975e-05
  4.75  0.05    2.630e-04    4.190e-05    15.93    1.157e-05    4.027e-05    3.600e-05    1.315e-05
  5.25  0.05    1.212e-04    1.988e-05    16.40    6.360e-06    1.884e-05    1.695e-05    6.061e-06
  5.75  0.05    4.943e-05    8.640e-06    17.48    3.725e-06    7.796e-06    7.411e-06    2.471e-06
  6.25  0.05    2.370e-05    4.437e-06    18.72    2.301e-06    3.794e-06    3.839e-06    1.185e-06
  6.75  0.05    1.429e-05    2.765e-06    19.34    1.502e-06    2.321e-06    2.385e-06    7.146e-07
  7.25  0.05    8.047e-06    1.705e-06    21.19    1.072e-06    1.325e-06    1.496e-06    4.024e-07
  7.75  0.05    5.606e-06    1.251e-06    22.31    8.297e-07    9.362e-07    1.103e-06    2.803e-07
  8.25  0.05    3.457e-06    8.345e-07    24.14    5.950e-07    5.851e-07    7.449e-07    1.729e-07
  8.75  0.05    1.482e-06    4.542e-07    30.65    3.765e-07    2.541e-07    4.226e-07    7.409e-08
  9.25  0.05    1.487e-06    4.444e-07    29.88    3.617e-07    2.582e-07    4.099e-07    7.437e-08
  9.75  0.05    7.566e-07    2.843e-07    37.58    2.513e-07    1.330e-07    2.698e-07    3.783e-08


