 <I> Constructing full-corrected r012 spectrum for pi0 and centrality class: 12 (60 - 70%) from raw yields file: yields_60_70_r012.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 1.29516e+06 +/- 657.055
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    1.771e-01    2.531e-02    14.29    2.681e-03    2.516e-02    2.310e-02    8.853e-03
  1.75  0.05    3.011e-02    4.331e-03    14.38    5.633e-04    4.295e-03    3.943e-03    1.506e-03
  2.25  0.05    6.367e-03    9.289e-04    14.59    1.615e-04    9.147e-04    8.409e-04    3.183e-04
  2.75  0.05    1.654e-03    2.463e-04    14.89    5.491e-05    2.401e-04    2.214e-04    8.272e-05
  3.25  0.05    4.874e-04    7.538e-05    15.46    2.365e-05    7.157e-05    6.746e-05    2.437e-05
  3.75  0.05    1.656e-04    2.737e-05    16.53    1.191e-05    2.464e-05    2.455e-05    8.282e-06
  4.25  0.05    7.224e-05    1.292e-05    17.89    6.939e-06    1.090e-05    1.165e-05    3.612e-06
  4.75  0.05    2.643e-05    5.443e-06    20.60    3.641e-06    4.046e-06    4.999e-06    1.321e-06
  5.25  0.05    1.327e-05    3.211e-06    24.20    2.462e-06    2.062e-06    3.003e-06    6.635e-07
  5.75  0.05    8.156e-06    2.233e-06    27.38    1.825e-06    1.286e-06    2.109e-06    4.078e-07
  6.25  0.05    3.118e-06    1.153e-06    36.98    1.039e-06    4.990e-07    1.115e-06    1.559e-07
  6.75  0.05    3.751e-06    1.298e-06    34.60    1.146e-06    6.091e-07    1.245e-06    1.876e-07
  7.25  0.05    5.874e-07    4.265e-07    72.60    4.153e-07    9.675e-08    4.223e-07    2.937e-08
  7.75  0.05    2.729e-07    2.767e-07    101.38    2.729e-07    4.558e-08    2.752e-07    1.365e-08


