 <I> Constructing full-corrected r012 spectrum for pi0 and centrality class: 8 (40 - 50%) from raw yields file: yields_40_50_r012.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 1.29833e+06 +/- 657.858
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    6.876e-01    9.813e-02    14.27    8.782e-03    9.773e-02    8.956e-02    3.438e-02
  1.75  0.05    1.261e-01    1.807e-02    14.33    1.771e-03    1.799e-02    1.644e-02    6.306e-03
  2.25  0.05    2.542e-02    3.683e-03    14.49    4.753e-04    3.652e-03    3.329e-03    1.271e-03
  2.75  0.05    6.113e-03    8.993e-04    14.71    1.482e-04    8.870e-04    8.061e-04    3.056e-04
  3.25  0.05    1.837e-03    2.757e-04    15.00    5.661e-05    2.698e-04    2.448e-04    9.186e-05
  3.75  0.05    5.260e-04    8.206e-05    15.60    2.468e-05    7.826e-05    7.251e-05    2.630e-05
  4.25  0.05    2.010e-04    3.288e-05    16.36    1.271e-05    3.032e-05    2.898e-05    1.005e-05
  4.75  0.05    9.425e-05    1.631e-05    17.30    7.596e-06    1.443e-05    1.439e-05    4.713e-06
  5.25  0.05    3.850e-05    7.476e-06    19.42    4.483e-06    5.983e-06    6.708e-06    1.925e-06
  5.75  0.05    1.807e-05    4.021e-06    22.26    2.838e-06    2.850e-06    3.679e-06    9.034e-07
  6.25  0.05    1.031e-05    2.554e-06    24.78    1.950e-06    1.650e-06    2.364e-06    5.154e-07
  6.75  0.05    6.676e-06    1.793e-06    26.85    1.428e-06    1.084e-06    1.670e-06    3.338e-07
  7.25  0.05    3.309e-06    1.172e-06    35.42    1.037e-06    5.450e-07    1.123e-06    1.655e-07
  7.75  0.05    1.336e-06    6.913e-07    51.76    6.543e-07    2.230e-07    6.768e-07    6.678e-08


