 <I> Constructing full-corrected noPID spectrum for centrality class: 10 (50 - 60%) from raw yields file: yields_50_60_noPID.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 3.15894e+06 +/- 1777.34
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    3.557e-01    5.065e-02    14.24    3.183e-03    5.055e-02    4.621e-02    1.778e-02
  1.75  0.05    6.222e-02    8.898e-03    14.30    6.512e-04    8.874e-03    8.091e-03    3.111e-03
  2.25  0.05    1.355e-02    1.955e-03    14.43    1.787e-04    1.947e-03    1.765e-03    6.775e-04
  2.75  0.05    3.266e-03    4.777e-04    14.63    5.971e-05    4.740e-04    4.276e-04    1.633e-04
  3.25  0.05    9.652e-04    1.437e-04    14.88    2.352e-05    1.417e-04    1.273e-04    4.826e-05
  3.75  0.05    3.261e-04    4.978e-05    15.27    1.115e-05    4.852e-05    4.371e-05    1.630e-05
  4.25  0.05    1.177e-04    1.870e-05    15.89    5.870e-06    1.775e-05    1.634e-05    5.883e-06
  4.75  0.05    5.229e-05    8.664e-06    16.57    3.312e-06    8.005e-06    7.543e-06    2.614e-06
  5.25  0.05    2.160e-05    3.915e-06    18.12    2.015e-06    3.357e-06    3.450e-06    1.080e-06
  5.75  0.05    1.222e-05    2.394e-06    19.59    1.420e-06    1.928e-06    2.127e-06    6.112e-07
  6.25  0.05    4.368e-06    1.059e-06    24.25    7.957e-07    6.991e-07    9.766e-07    2.184e-07
  6.75  0.05    3.038e-06    8.214e-07    27.03    6.567e-07    4.934e-07    7.657e-07    1.519e-07
  7.25  0.05    8.311e-07    3.427e-07    41.23    3.141e-07    1.369e-07    3.321e-07    4.156e-08
  7.75  0.05    7.711e-07    3.186e-07    41.32    2.914e-07    1.288e-07    3.081e-07    3.855e-08


