 <I> Constructing full-corrected tof1chisq1 spectrum for centrality class: 8 (40 - 50%) from raw yields file: yields_40_50_tof1chisq1.txt
 <I> No correction for the true mean value of the $p_T$ bin applied to the steeply falling spectrum
 <I> Total # of events in centrality class: 3.18171e+06 +/- 1783.74
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    7.607e-01    1.082e-01    14.23    4.824e-03    1.081e-01    9.872e-02    3.804e-02
  1.75  0.05    1.261e-01    1.802e-02    14.28    9.281e-04    1.799e-02    1.638e-02    6.307e-03
  2.25  0.05    2.488e-02    3.584e-03    14.40    2.576e-04    3.574e-03    3.235e-03    1.244e-03
  2.75  0.05    5.978e-03    8.715e-04    14.58    8.445e-05    8.674e-04    7.794e-04    2.989e-04
  3.25  0.05    1.744e-03    2.582e-04    14.81    3.359e-05    2.560e-04    2.285e-04    8.719e-05
  3.75  0.05    5.480e-04    8.297e-05    15.14    1.538e-05    8.153e-05    7.267e-05    2.740e-05
  4.25  0.05    2.029e-04    3.166e-05    15.61    8.093e-06    3.061e-05    2.751e-05    1.014e-05
  4.75  0.05    8.592e-05    1.395e-05    16.23    4.638e-06    1.316e-05    1.206e-05    4.296e-06
  5.25  0.05    3.843e-05    6.617e-06    17.22    2.852e-06    5.971e-06    5.739e-06    1.921e-06
  5.75  0.05    1.894e-05    3.504e-06    18.50    1.832e-06    2.987e-06    3.063e-06    9.470e-07
  6.25  0.05    9.157e-06    1.888e-06    20.62    1.190e-06    1.466e-06    1.681e-06    4.579e-07
  6.75  0.05    4.395e-06    1.089e-06    24.77    8.220e-07    7.136e-07    1.000e-06    2.197e-07
  7.25  0.05    3.402e-06    8.650e-07    25.43    6.590e-07    5.604e-07    7.929e-07    1.701e-07
  7.75  0.05    1.500e-06    4.858e-07    32.37    4.162e-07    2.506e-07    4.594e-07    7.502e-08
