 <I> Constructing full-corrected tof1chisq1 spectrum for centrality class: 17 (60 - 92%) from raw yields file: yields_60_92_tof1chisq1.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 9.84701e+06 +/- 3137.99
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    9.419e-02    1.340e-02    14.22    4.743e-04    1.339e-02    1.222e-02    4.710e-03
  1.75  0.05    1.552e-02    2.217e-03    14.28    1.036e-04    2.214e-03    2.015e-03    7.762e-04
  2.25  0.05    3.385e-03    4.874e-04    14.40    3.287e-05    4.863e-04    4.399e-04    1.692e-04
  2.75  0.05    8.578e-04    1.251e-04    14.58    1.251e-05    1.245e-04    1.119e-04    4.289e-05
  3.25  0.05    2.659e-04    3.947e-05    14.84    5.793e-06    3.905e-05    3.495e-05    1.330e-05
  3.75  0.05    8.589e-05    1.310e-05    15.26    2.896e-06    1.278e-05    1.150e-05    4.295e-06
  4.25  0.05    3.587e-05    5.675e-06    15.82    1.707e-06    5.412e-06    4.952e-06    1.793e-06
  4.75  0.05    1.291e-05    2.188e-06    16.95    9.398e-07    1.976e-06    1.919e-06    6.454e-07
  5.25  0.05    6.689e-06    1.214e-06    18.15    6.276e-07    1.039e-06    1.070e-06    3.344e-07
  5.75  0.05    3.168e-06    6.522e-07    20.58    4.191e-07    4.997e-07    5.868e-07    1.584e-07
  6.25  0.05    1.576e-06    3.696e-07    23.45    2.701e-07    2.522e-07    3.387e-07    7.880e-08
  6.75  0.05    7.899e-07    2.174e-07    27.52    1.755e-07    1.283e-07    2.032e-07    3.949e-08
  7.25  0.05    2.436e-07    1.072e-07    44.02    9.946e-08    4.013e-08    1.043e-07    1.218e-08
  7.75  0.05    1.512e-07    7.969e-08    52.71    7.559e-08    2.525e-08    7.809e-08    7.559e-09


