 <I> Constructing full-corrected r678 spectrum for pi0 and centrality class: 2 (10 - 20%) from raw yields file: yields_10_20_r678.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 1.29999e+06 +/- 658.278
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    1.641e+00    2.347e-01    14.30    2.564e-02    2.333e-01    2.143e-01    8.206e-02
  1.75  0.05    2.912e-01    4.184e-02    14.37    5.129e-03    4.153e-02    3.809e-02    1.456e-02
  2.25  0.05    6.182e-02    8.984e-03    14.53    1.356e-03    8.882e-03    8.127e-03    3.091e-03
  2.75  0.05    1.536e-02    2.265e-03    14.74    4.019e-04    2.229e-03    2.032e-03    7.682e-04
  3.25  0.05    4.531e-03    6.800e-04    15.01    1.404e-04    6.653e-04    6.038e-04    2.265e-04
  3.75  0.05    1.252e-03    1.947e-04    15.55    5.656e-05    1.863e-04    1.719e-04    6.260e-05
  4.25  0.05    3.888e-04    6.389e-05    16.43    2.532e-05    5.866e-05    5.639e-05    1.944e-05
  4.75  0.05    1.963e-04    3.281e-05    16.71    1.316e-05    3.005e-05    2.864e-05    9.814e-06
  5.25  0.05    8.099e-05    1.455e-05    17.96    7.298e-06    1.259e-05    1.279e-05    4.050e-06
  5.75  0.05    3.404e-05    6.885e-06    20.23    4.310e-06    5.369e-06    6.168e-06    1.702e-06
  6.25  0.05    1.781e-05    4.007e-06    22.50    2.817e-06    2.850e-06    3.641e-06    8.904e-07
  6.75  0.05    7.827e-06    2.144e-06    27.39    1.726e-06    1.271e-06    2.002e-06    3.913e-07
  7.25  0.05    7.534e-06    1.989e-06    26.40    1.555e-06    1.241e-06    1.836e-06    3.767e-07
  7.75  0.05    4.984e-06    1.378e-06    27.65    1.098e-06    8.322e-07    1.274e-06    2.492e-07


