 <I> Constructing full-corrected noPID spectrum for centrality class: 17 (60 - 92%) from raw yields file: yields_60_92_noPID.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 9.84701e+06 +/- 3137.99
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    1.048e-01    1.492e-02    14.24    8.591e-04    1.489e-02    1.352e-02    5.239e-03
  1.75  0.05    1.728e-02    2.472e-03    14.30    1.781e-04    2.465e-03    2.200e-03    8.642e-04
  2.25  0.05    3.688e-03    5.321e-04    14.43    4.945e-05    5.298e-04    4.645e-04    1.844e-04
  2.75  0.05    9.333e-04    1.364e-04    14.62    1.639e-05    1.354e-04    1.169e-04    4.666e-05
  3.25  0.05    2.839e-04    4.226e-05    14.88    6.883e-06    4.169e-05    3.571e-05    1.420e-05
  3.75  0.05    9.340e-05    1.427e-05    15.28    3.264e-06    1.390e-05    1.197e-05    4.670e-06
  4.25  0.05    3.789e-05    6.006e-06    15.85    1.840e-06    5.718e-06    5.035e-06    1.895e-06
  4.75  0.05    1.436e-05    2.420e-06    16.85    1.009e-06    2.199e-06    2.054e-06    7.181e-07
  5.25  0.05    6.703e-06    1.230e-06    18.34    6.534e-07    1.042e-06    1.067e-06    3.352e-07
  5.75  0.05    3.427e-06    6.938e-07    20.25    4.351e-07    5.404e-07    6.167e-07    1.713e-07
  6.25  0.05    1.508e-06    3.608e-07    23.92    2.681e-07    2.414e-07    3.318e-07    7.542e-08
  6.75  0.05    8.141e-07    2.207e-07    27.10    1.767e-07    1.322e-07    2.066e-07    4.071e-08
  7.25  0.05    2.773e-07    1.143e-07    41.23    1.048e-07    4.567e-08    1.112e-07    1.386e-08
  7.75  0.05    1.843e-07    8.797e-08    47.74    8.241e-08    3.077e-08    8.615e-08    9.213e-09


