 <I> Constructing full-corrected tof1chisq1 spectrum for centrality class: 6 (30 - 40%) from raw yields file: yields_30_40_tof1chisq1.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 3.13972e+06 +/- 1771.92
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    1.057e+00    1.504e-01    14.23    6.636e-03    1.502e-01    1.371e-01    5.284e-02
  1.75  0.05    1.759e-01    2.512e-02    14.28    1.321e-03    2.509e-02    2.284e-02    8.794e-03
  2.25  0.05    3.569e-02    5.140e-03    14.40    3.670e-04    5.127e-03    4.640e-03    1.784e-03
  2.75  0.05    8.875e-03    1.293e-03    14.57    1.182e-04    1.288e-03    1.156e-03    4.438e-04
  3.25  0.05    2.347e-03    3.476e-04    14.81    4.512e-05    3.446e-04    3.075e-04    1.173e-04
  3.75  0.05    7.836e-04    1.183e-04    15.10    2.001e-05    1.166e-04    1.035e-04    3.918e-05
  4.25  0.05    2.990e-04    4.626e-05    15.47    1.022e-05    4.511e-05    4.008e-05    1.495e-05
  4.75  0.05    1.214e-04    1.943e-05    16.01    5.695e-06    1.858e-05    1.673e-05    6.068e-06
  5.25  0.05    5.018e-05    8.516e-06    16.97    3.423e-06    7.798e-06    7.350e-06    2.509e-06
  5.75  0.05    2.083e-05    3.886e-06    18.66    2.076e-06    3.285e-06    3.406e-06    1.041e-06
  6.25  0.05    1.349e-05    2.610e-06    19.35    1.467e-06    2.159e-06    2.282e-06    6.745e-07
  6.75  0.05    7.899e-06    1.682e-06    21.29    1.088e-06    1.283e-06    1.494e-06    3.949e-07
  7.25  0.05    4.593e-06    1.083e-06    23.58    7.751e-07    7.564e-07    9.773e-07    2.296e-07
  7.75  0.05    2.654e-06    7.377e-07    27.79    5.897e-07    4.432e-07    6.827e-07    1.327e-07
  8.25  0.05    1.298e-06    4.344e-07    33.46    3.747e-07    2.197e-07    4.108e-07    6.491e-08


