 <I> Constructing full-corrected noPID spectrum for centrality class: 18 (60 - 80%) from raw yields file: yields_60_80_noPID.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 6.29936e+06 +/- 2509.85
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    1.305e-01    1.858e-02    14.24    1.068e-03    1.855e-02    1.695e-02    6.524e-03
  1.75  0.05    2.200e-02    3.146e-03    14.30    2.236e-04    3.138e-03    2.861e-03    1.100e-03
  2.25  0.05    4.721e-03    6.812e-04    14.43    6.300e-05    6.783e-04    6.152e-04    2.361e-04
  2.75  0.05    1.191e-03    1.742e-04    14.62    2.153e-05    1.729e-04    1.559e-04    5.957e-05
  3.25  0.05    3.782e-04    5.632e-05    14.89    9.302e-06    5.554e-05    4.990e-05    1.891e-05
  3.75  0.05    1.230e-04    1.884e-05    15.31    4.457e-06    1.831e-05    1.656e-05    6.152e-06
  4.25  0.05    5.168e-05    8.218e-06    15.90    2.595e-06    7.798e-06    7.183e-06    2.584e-06
  4.75  0.05    1.837e-05    3.143e-06    17.11    1.403e-06    2.812e-06    2.763e-06    9.183e-07
  5.25  0.05    8.970e-06    1.664e-06    18.55    9.090e-07    1.394e-06    1.476e-06    4.485e-07
  5.75  0.05    4.712e-06    9.679e-07    20.54    6.202e-07    7.431e-07    8.704e-07    2.356e-07
  6.25  0.05    1.743e-06    4.575e-07    26.25    3.627e-07    2.789e-07    4.273e-07    8.713e-08
  6.75  0.05    1.175e-06    3.299e-07    28.08    2.691e-07    1.908e-07    3.092e-07    5.875e-08
  7.25  0.05    3.619e-07    1.593e-07    44.02    1.477e-07    5.960e-08    1.550e-07    1.809e-08
  7.75  0.05    1.682e-07    1.011e-07    60.10    9.709e-08    2.808e-08    9.951e-08    8.408e-09


