 <I> Constructing full-corrected r012 spectrum for pi0 and centrality class: 10 (50 - 60%) from raw yields file: yields_50_60_r012.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 1.28731e+06 +/- 655.059
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    3.581e-01    5.112e-02    14.28    4.862e-03    5.089e-02    4.666e-02    1.790e-02
  1.75  0.05    6.298e-02    9.038e-03    14.35    1.001e-03    8.983e-03    8.225e-03    3.149e-03
  2.25  0.05    1.436e-02    2.082e-03    14.50    2.777e-04    2.064e-03    1.882e-03    7.182e-04
  2.75  0.05    3.468e-03    5.119e-04    14.76    9.321e-05    5.033e-04    4.591e-04    1.734e-04
  3.25  0.05    1.015e-03    1.536e-04    15.13    3.682e-05    1.491e-04    1.366e-04    5.076e-05
  3.75  0.05    3.348e-04    5.281e-05    15.77    1.752e-05    4.982e-05    4.680e-05    1.674e-05
  4.25  0.05    1.274e-04    2.146e-05    16.85    9.544e-06    1.922e-05    1.907e-05    6.368e-06
  4.75  0.05    5.314e-05    9.806e-06    18.45    5.475e-06    8.136e-06    8.798e-06    2.657e-06
  5.25  0.05    1.734e-05    3.955e-06    22.81    2.896e-06    2.694e-06    3.665e-06    8.668e-07
  5.75  0.05    1.009e-05    2.564e-06    25.42    2.011e-06    1.591e-06    2.399e-06    5.044e-07
  6.25  0.05    5.036e-06    1.522e-06    30.23    1.291e-06    8.061e-07    1.447e-06    2.518e-07
  6.75  0.05    4.108e-06    1.320e-06    32.14    1.139e-06    6.671e-07    1.258e-06    2.054e-07
  7.25  0.05    8.740e-07    5.247e-07    60.04    5.046e-07    1.439e-07    5.172e-07    4.370e-08
  7.75  0.05    1.081e-06    5.699e-07    52.71    5.406e-07    1.805e-07    5.584e-07    5.406e-08


