 <I> Constructing full-corrected r678 spectrum for pi0 and centrality class: 14 (70 - 80%) from raw yields file: yields_70_80_r678.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 1.27374e+06 +/- 651.598
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    8.124e-02    1.163e-02    14.32    1.435e-03    1.155e-02    1.063e-02    4.062e-03
  1.75  0.05    1.329e-02    1.920e-03    14.44    3.043e-04    1.896e-03    1.749e-03    6.646e-04
  2.25  0.05    2.846e-03    4.186e-04    14.71    8.965e-05    4.089e-04    3.796e-04    1.423e-04
  2.75  0.05    7.172e-04    1.091e-04    15.22    3.283e-05    1.041e-04    9.858e-05    3.586e-05
  3.25  0.05    2.317e-04    3.731e-05    16.10    1.529e-05    3.403e-05    3.371e-05    1.159e-05
  3.75  0.05    7.401e-05    1.334e-05    18.03    7.534e-06    1.101e-05    1.220e-05    3.700e-06
  4.25  0.05    2.716e-05    5.944e-06    21.89    4.306e-06    4.098e-06    5.562e-06    1.358e-06
  4.75  0.05    9.681e-06    2.787e-06    28.79    2.361e-06    1.482e-06    2.674e-06    4.840e-07
  5.25  0.05    6.141e-06    1.949e-06    31.73    1.699e-06    9.543e-07    1.876e-06    3.071e-07
  5.75  0.05    1.582e-06    1.001e-06    63.24    9.689e-07    2.495e-07    9.904e-07    7.911e-08
  6.25  0.05    3.602e-07    3.648e-07    101.27    3.602e-07    5.765e-08    3.632e-07    1.801e-08
  6.75  0.05    3.307e-07    3.350e-07    101.31    3.307e-07    5.370e-08    3.335e-07    1.654e-08
  7.25  0.05    3.058e-07    3.099e-07    101.35    3.058e-07    5.037e-08    3.083e-07    1.529e-08


