 <I> Constructing full-corrected tof1chisq1 spectrum for centrality class: 12 (60 - 70%) from raw yields file: yields_60_70_tof1chisq1.txt
 <I> No correction for the true mean value of the $p_T$ bin applied to the steeply falling spectrum
 <I> Total # of events in centrality class: 3.18131e+06 +/- 1783.62
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    2.008e-01    2.857e-02    14.23    1.448e-03    2.854e-02    2.606e-02    1.004e-02
  1.75  0.05    3.231e-02    4.618e-03    14.29    3.000e-04    4.609e-03    4.199e-03    1.616e-03
  2.25  0.05    6.803e-03    9.815e-04    14.43    9.078e-05    9.773e-04    8.864e-04    3.401e-04
  2.75  0.05    1.690e-03    2.475e-04    14.64    3.311e-05    2.453e-04    2.216e-04    8.451e-05
  3.25  0.05    5.103e-04    7.641e-05    14.97    1.490e-05    7.494e-05    6.781e-05    2.552e-05
  3.75  0.05    1.644e-04    2.553e-05    15.53    7.310e-06    2.446e-05    2.252e-05    8.219e-06
  4.25  0.05    6.871e-05    1.121e-05    16.31    4.251e-06    1.037e-05    9.869e-06    3.436e-06
  4.75  0.05    2.424e-05    4.375e-06    18.05    2.315e-06    3.712e-06    3.903e-06    1.212e-06
  5.25  0.05    1.107e-05    2.219e-06    20.05    1.402e-06    1.720e-06    2.006e-06    5.534e-07
  5.75  0.05    6.718e-06    1.504e-06    22.39    1.067e-06    1.059e-06    1.377e-06    3.359e-07
  6.25  0.05    2.957e-06    7.996e-07    27.04    6.445e-07    4.733e-07    7.499e-07    1.479e-07
  6.75  0.05    2.032e-06    6.047e-07    29.76    5.068e-07    3.299e-07    5.711e-07    1.016e-07
