 <I> Constructing full-corrected r345 spectrum for pi0 and centrality class: 14 (70 - 80%) from raw yields file: yields_70_80_r345.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 1.27374e+06 +/- 651.598
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    7.515e-02    1.077e-02    14.33    1.385e-03    1.068e-02    9.839e-03    3.758e-03
  1.75  0.05    1.380e-02    1.990e-03    14.43    2.985e-04    1.968e-03    1.813e-03    6.899e-04
  2.25  0.05    3.085e-03    4.521e-04    14.66    8.947e-05    4.432e-04    4.097e-04    1.542e-04
  2.75  0.05    6.487e-04    9.948e-05    15.33    3.217e-05    9.414e-05    9.003e-05    3.244e-05
  3.25  0.05    2.660e-04    4.198e-05    15.78    1.540e-05    3.905e-05    3.776e-05    1.330e-05
  3.75  0.05    6.996e-05    1.280e-05    18.30    7.451e-06    1.041e-05    1.174e-05    3.498e-06
  4.25  0.05    3.166e-05    6.418e-06    20.27    4.285e-06    4.777e-06    5.933e-06    1.583e-06
  4.75  0.05    1.004e-05    2.599e-06    25.88    2.095e-06    1.537e-06    2.467e-06    5.021e-07
  5.25  0.05    7.919e-06    2.279e-06    28.77    1.918e-06    1.231e-06    2.175e-06    3.960e-07
  5.75  0.05    3.173e-06    1.228e-06    38.71    1.122e-06    5.004e-07    1.195e-06    1.586e-07
  6.25  0.05    1.444e-06    7.582e-07    52.50    7.221e-07    2.312e-07    7.460e-07    7.221e-08
  6.75  0.05    3.314e-07    3.358e-07    101.31    3.314e-07    5.382e-08    3.342e-07    1.657e-08
  7.25  0.05    3.064e-07    3.105e-07    101.35    3.064e-07    5.047e-08    3.090e-07    1.532e-08
  7.75  0.05    2.850e-07    2.890e-07    101.38    2.850e-07    4.760e-08    2.874e-07    1.425e-08


