 <I> Constructing full-corrected tof1chisq1 spectrum for centrality class: 4 (20 - 30%) from raw yields file: yields_20_30_tof1chisq1.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 3.12955e+06 +/- 1769.05
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    1.463e+00    2.081e-01    14.23    1.005e-02    2.079e-01    1.899e-01    7.313e-02
  1.75  0.05    2.590e-01    3.700e-02    14.28    1.996e-03    3.694e-02    3.364e-02    1.295e-02
  2.25  0.05    5.241e-02    7.549e-03    14.40    5.425e-04    7.530e-03    6.815e-03    2.621e-03
  2.75  0.05    1.283e-02    1.871e-03    14.58    1.794e-04    1.862e-03    1.673e-03    6.417e-04
  3.25  0.05    3.722e-03    5.506e-04    14.79    6.658e-05    5.466e-04    4.871e-04    1.861e-04
  3.75  0.05    1.212e-03    1.826e-04    15.07    2.880e-05    1.803e-04    1.597e-04    6.058e-05
  4.25  0.05    4.353e-04    6.712e-05    15.42    1.382e-05    6.568e-05    5.809e-05    2.177e-05
  4.75  0.05    1.666e-04    2.654e-05    15.93    7.335e-06    2.551e-05    2.281e-05    8.330e-06
  5.25  0.05    7.428e-05    1.230e-05    16.55    4.241e-06    1.154e-05    1.052e-05    3.714e-06
  5.75  0.05    3.882e-05    6.727e-06    17.33    2.788e-06    6.122e-06    5.752e-06    1.941e-06
  6.25  0.05    1.442e-05    2.829e-06    19.62    1.636e-06    2.309e-06    2.484e-06    7.212e-07
  6.75  0.05    8.638e-06    1.827e-06    21.15    1.170e-06    1.403e-06    1.620e-06    4.319e-07
  7.25  0.05    4.234e-06    1.037e-06    24.49    7.676e-07    6.973e-07    9.436e-07    2.117e-07
  7.75  0.05    2.820e-06    7.745e-07    27.47    6.149e-07    4.709e-07    7.153e-07    1.410e-07
  8.25  0.05    1.620e-06    5.035e-07    31.08    4.223e-07    2.742e-07    4.716e-07    8.100e-08


