 <I> Constructing full-corrected r012 spectrum for pi0 and centrality class: 4 (20 - 30%) from raw yields file: yields_20_30_r012.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 1.28066e+06 +/- 653.367
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    1.541e+00    2.200e-01    14.28    2.073e-02    2.190e-01    2.008e-01    7.704e-02
  1.75  0.05    2.743e-01    3.934e-02    14.34    4.180e-03    3.912e-02    3.580e-02    1.371e-02
  2.25  0.05    5.942e-02    8.607e-03    14.48    1.097e-03    8.537e-03    7.780e-03    2.971e-03
  2.75  0.05    1.402e-02    2.063e-03    14.72    3.449e-04    2.034e-03    1.849e-03    7.008e-04
  3.25  0.05    4.137e-03    6.199e-04    14.98    1.234e-04    6.074e-04    5.502e-04    2.068e-04
  3.75  0.05    1.467e-03    2.242e-04    15.28    5.129e-05    2.182e-04    1.969e-04    7.333e-05
  4.25  0.05    4.816e-04    7.648e-05    15.88    2.386e-05    7.266e-05    6.682e-05    2.408e-05
  4.75  0.05    1.816e-04    3.045e-05    16.77    1.241e-05    2.781e-05    2.661e-05    9.081e-06
  5.25  0.05    8.196e-05    1.461e-05    17.83    7.160e-06    1.274e-05    1.281e-05    4.098e-06
  5.75  0.05    3.979e-05    7.766e-06    19.52    4.575e-06    6.275e-06    6.894e-06    1.989e-06
  6.25  0.05    1.928e-05    4.167e-06    21.61    2.800e-06    3.087e-06    3.753e-06    9.642e-07
  6.75  0.05    9.048e-06    2.374e-06    26.24    1.864e-06    1.469e-06    2.203e-06    4.524e-07
  7.25  0.05    1.891e-06    1.034e-06    54.66    9.855e-07    3.114e-07    1.016e-06    9.454e-08
  7.75  0.05    4.625e-06    1.416e-06    30.63    1.187e-06    7.723e-07    1.330e-06    2.312e-07


