 <I> Constructing full-corrected r345 spectrum for pi0 and centrality class: 2 (10 - 20%) from raw yields file: yields_10_20_r345.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 1.29999e+06 +/- 658.278
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    1.850e+00    2.643e-01    14.29    2.682e-02    2.630e-01    2.413e-01    9.251e-02
  1.75  0.05    3.164e-01    4.545e-02    14.36    5.414e-03    4.512e-02    4.136e-02    1.582e-02
  2.25  0.05    7.022e-02    1.019e-02    14.51    1.444e-03    1.009e-02    9.216e-03    3.511e-03
  2.75  0.05    1.728e-02    2.544e-03    14.72    4.296e-04    2.507e-03    2.281e-03    8.640e-04
  3.25  0.05    4.004e-03    6.066e-04    15.15    1.493e-04    5.880e-04    5.401e-04    2.002e-04
  3.75  0.05    1.357e-03    2.107e-04    15.52    6.004e-05    2.020e-04    1.859e-04    6.787e-05
  4.25  0.05    4.928e-04    7.921e-05    16.07    2.728e-05    7.437e-05    6.946e-05    2.464e-05
  4.75  0.05    2.220e-04    3.674e-05    16.55    1.394e-05    3.399e-05    3.197e-05    1.110e-05
  5.25  0.05    9.417e-05    1.668e-05    17.71    8.004e-06    1.463e-05    1.460e-05    4.709e-06
  5.75  0.05    3.670e-05    7.314e-06    19.93    4.472e-06    5.788e-06    6.529e-06    1.835e-06
  6.25  0.05    2.433e-05    4.988e-06    20.50    3.117e-06    3.894e-06    4.434e-06    1.217e-06
  6.75  0.05    1.492e-05    3.228e-06    21.64    2.134e-06    2.423e-06    2.880e-06    7.460e-07
  7.25  0.05    6.916e-06    1.844e-06    26.66    1.450e-06    1.139e-06    1.705e-06    3.458e-07
  7.75  0.05    4.366e-06    1.298e-06    29.72    1.073e-06    7.290e-07    1.214e-06    2.183e-07


