 <I> Constructing full-corrected r012 spectrum for pi0 and centrality class: 14 (70 - 80%) from raw yields file: yields_70_80_r012.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 1.27374e+06 +/- 651.598
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    7.668e-02    1.098e-02    14.32    1.334e-03    1.090e-02    1.003e-02    3.834e-03
  1.75  0.05    1.318e-02    1.901e-03    14.42    2.846e-04    1.879e-03    1.732e-03    6.589e-04
  2.25  0.05    2.601e-03    3.834e-04    14.74    8.556e-05    3.737e-04    3.479e-04    1.301e-04
  2.75  0.05    8.076e-04    1.216e-04    15.06    3.258e-05    1.172e-04    1.096e-04    4.038e-05
  3.25  0.05    2.239e-04    3.604e-05    16.10    1.477e-05    3.288e-05    3.256e-05    1.120e-05
  3.75  0.05    7.449e-05    1.326e-05    17.80    7.272e-06    1.108e-05    1.209e-05    3.724e-06
  4.25  0.05    2.605e-05    6.157e-06    23.63    4.738e-06    3.931e-06    5.818e-06    1.303e-06
  4.75  0.05    7.404e-06    2.432e-06    32.85    2.152e-06    1.134e-06    2.356e-06    3.702e-07
  5.25  0.05    7.036e-06    2.162e-06    30.73    1.866e-06    1.093e-06    2.077e-06    3.518e-07
  5.75  0.05    3.172e-06    1.290e-06    40.68    1.189e-06    5.002e-07    1.258e-06    1.586e-07
  6.25  0.05    1.083e-06    6.487e-07    59.91    6.251e-07    1.733e-07    6.407e-07    5.414e-08
  6.75  0.05    9.939e-07    5.225e-07    52.57    4.970e-07    1.614e-07    5.134e-07    4.970e-08
  7.25  0.05    6.126e-07    4.448e-07    72.60    4.332e-07    1.009e-07    4.404e-07    3.063e-08


