 <I> Constructing full-corrected r012 spectrum for pi0 and centrality class: 2 (10 - 20%) from raw yields file: yields_10_20_r012.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 1.29999e+06 +/- 658.278
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    1.913e+00    2.733e-01    14.29    2.798e-02    2.718e-01    2.495e-01    9.563e-02
  1.75  0.05    3.605e-01    5.173e-02    14.35    5.702e-03    5.142e-02    4.708e-02    1.803e-02
  2.25  0.05    7.426e-02    1.078e-02    14.51    1.535e-03    1.067e-02    9.747e-03    3.713e-03
  2.75  0.05    1.909e-02    2.808e-03    14.71    4.606e-04    2.770e-03    2.516e-03    9.543e-04
  3.25  0.05    5.643e-03    8.444e-04    14.96    1.624e-04    8.287e-04    7.493e-04    2.822e-04
  3.75  0.05    1.813e-03    2.775e-04    15.30    6.488e-05    2.698e-04    2.438e-04    9.067e-05
  4.25  0.05    5.946e-04    9.442e-05    15.88    2.943e-05    8.972e-05    8.250e-05    2.973e-05
  4.75  0.05    2.090e-04    3.519e-05    16.84    1.464e-05    3.200e-05    3.079e-05    1.045e-05
  5.25  0.05    1.056e-04    1.843e-05    17.46    8.401e-06    1.641e-05    1.606e-05    5.280e-06
  5.75  0.05    5.218e-05    9.717e-06    18.62    5.168e-06    8.229e-06    8.511e-06    2.609e-06
  6.25  0.05    2.255e-05    4.729e-06    20.98    3.056e-06    3.608e-06    4.229e-06    1.127e-06
  6.75  0.05    1.153e-05    2.798e-06    24.26    2.079e-06    1.873e-06    2.560e-06    5.766e-07
  7.25  0.05    5.093e-06    1.576e-06    30.95    1.335e-06    8.388e-07    1.489e-06    2.546e-07
  7.75  0.05    3.459e-06    1.196e-06    34.57    1.047e-06    5.776e-07    1.139e-06    1.729e-07


