 <I> Constructing full-corrected r345 spectrum for pi0 and centrality class: 4 (20 - 30%) from raw yields file: yields_20_30_r345.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 1.28066e+06 +/- 653.367
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    1.435e+00    2.050e-01    14.28    1.968e-02    2.040e-01    1.871e-01    7.177e-02
  1.75  0.05    2.573e-01    3.690e-02    14.34    3.921e-03    3.669e-02    3.357e-02    1.286e-02
  2.25  0.05    5.186e-02    7.520e-03    14.50    1.018e-03    7.451e-03    6.799e-03    2.593e-03
  2.75  0.05    1.231e-02    1.814e-03    14.74    3.175e-04    1.786e-03    1.627e-03    6.154e-04
  3.25  0.05    3.646e-03    5.475e-04    15.01    1.142e-04    5.354e-04    4.862e-04    1.823e-04
  3.75  0.05    1.285e-03    1.969e-04    15.33    4.726e-05    1.911e-04    1.731e-04    6.423e-05
  4.25  0.05    3.902e-04    6.308e-05    16.16    2.261e-05    5.888e-05    5.541e-05    1.951e-05
  4.75  0.05    1.641e-04    2.767e-05    16.87    1.161e-05    2.512e-05    2.423e-05    8.203e-06
  5.25  0.05    7.999e-05    1.414e-05    17.67    6.732e-06    1.243e-05    1.236e-05    3.999e-06
  5.75  0.05    4.084e-05    7.837e-06    19.19    4.465e-06    6.441e-06    6.925e-06    2.042e-06
  6.25  0.05    1.542e-05    3.584e-06    23.24    2.598e-06    2.468e-06    3.278e-06    7.711e-07
  6.75  0.05    9.189e-06    2.350e-06    25.57    1.815e-06    1.492e-06    2.171e-06    4.595e-07
  7.25  0.05    4.526e-06    1.420e-06    31.37    1.208e-06    7.454e-07    1.343e-06    2.263e-07
  7.75  0.05    3.316e-06    1.074e-06    32.40    9.206e-07    5.538e-07    1.016e-06    1.658e-07


