 <I> Constructing full-corrected r345 spectrum for pi0 and centrality class: 6 (30 - 40%) from raw yields file: yields_30_40_r345.txt
 <I> Spectrum shifted along the y-axis (Yield) to correct for true mean value of the $p_T$ bin in the steeply falling spectrum
 <I> Total # of events in centrality class: 1.28335e+06 +/- 654.052
  pT   pT_err   Ntot   Ntot_err   (Rel_toterr %)   Stat_err   Syst_err   CCuncorr_toterr   pTcorr_toterr
  1.25  0.05    1.012e+00    1.445e-01    14.27    1.324e-02    1.438e-01    1.318e-01    5.060e-02
  1.75  0.05    1.660e-01    2.382e-02    14.35    2.635e-03    2.368e-02    2.168e-02    8.300e-03
  2.25  0.05    3.774e-02    5.466e-03    14.48    6.946e-04    5.422e-03    4.941e-03    1.887e-03
  2.75  0.05    8.905e-03    1.309e-03    14.70    2.094e-04    1.292e-03    1.173e-03    4.452e-04
  3.25  0.05    2.353e-03    3.538e-04    15.04    7.627e-05    3.454e-04    3.143e-04    1.176e-04
  3.75  0.05    7.479e-04    1.160e-04    15.51    3.264e-05    1.113e-04    1.023e-04    3.740e-05
  4.25  0.05    2.986e-04    4.795e-05    16.06    1.643e-05    4.505e-05    4.204e-05    1.493e-05
  4.75  0.05    1.189e-04    2.035e-05    17.11    9.080e-06    1.821e-05    1.789e-05    5.946e-06
  5.25  0.05    3.474e-05    7.407e-06    21.32    5.072e-06    5.399e-06    6.782e-06    1.737e-06
  5.75  0.05    2.005e-05    4.353e-06    21.71    2.992e-06    3.162e-06    3.963e-06    1.003e-06
  6.25  0.05    1.212e-05    2.902e-06    23.95    2.159e-06    1.940e-06    2.670e-06    6.059e-07
  6.75  0.05    7.670e-06    2.110e-06    27.51    1.703e-06    1.245e-06    1.972e-06    3.835e-07
  7.25  0.05    5.069e-06    1.509e-06    29.77    1.257e-06    8.349e-07    1.418e-06    2.535e-07
  7.75  0.05    2.688e-06    9.614e-07    35.76    8.501e-07    4.489e-07    9.188e-07    1.344e-07


