#
# This file is made from pedestal file determined by Tony
# from RUN7705. I added constant gain values (80,30) so that
# this can be used as the base calibration of RICH.
#
# Name (bankID=1)
ADC
# start time 
2000 5 1 0 0 0
# end time 
2000 9 1 0 0 0
# description 
ADC pedestal from RUN7705. PE=80, PEW=30 for all live channels.
# calibration data. 5120 entries
# status PMT Ped PedW PE PEW Nped N1 N2 N3 chisqr
SM 1290 -1.34452 4.25207 80 30 883.818 0 0 0 39.7536
SM 1291 -1.35159 4.69471 80 30 809.221 0 0 0 17.7135
SM 1292 -7.16076 4.80235 80 30 780.952 0 0 0 42.0938
SM 1293 -1.52754 5.40265 80 30 700.948 0 0 0 24.116
SM 1294 -1.16242 5.79652 80 30 656.662 0 0 0 19.5977
SM 1295 -1.51159 6.41676 80 30 591.204 0 0 0 24.9051
SM 1296 -1.87715 6.337 80 30 601.899 0 0 0 6.5644
SM 1297 -1.37439 2.68604 80 30 1415.58 0 0 0 12.6327
SM 1298 -1.57509 2.49405 80 30 1529.63 0 0 0 3.39639
SM 1299 -1.50558 2.35731 80 30 1609.68 0 0 0 4.33907
SM 1300 -1.51713 2.30083 80 30 1649.77 0 0 0 1.56209
SM 1301 -1.73777 2.35144 80 30 1610.02 0 0 0 7.79368
SM 1302 -1.78387 2.40438 80 30 1581.67 0 0 0 5.74092
SM 1303 -1.73486 2.3573 80 30 1609.86 0 0 0 4.62547
SM 1304 -1.54272 2.47738 80 30 1537.79 0 0 0 4.58078
SM 1305 -1.66346 2.38169 80 30 1595.82 0 0 0 1.72468
SM 1306 -1.63786 2.35698 80 30 1613.02 0 0 0 1.26031
SM 1307 -1.55926 2.37732 80 30 1598.45 0 0 0 3.88149
SM 1308 -8.82998 2.20964 80 30 1731.09 0 0 0 2.91927
SM 1309 -1.54808 2.50992 80 30 1519.19 0 0 0 2.01621
SM 1310 -1.62804 2.37996 80 30 1601.06 0 0 0 1.59848
SM 1311 -1.62261 2.68881 80 30 1407.99 0 0 0 19.5331
SM 1312 -1.24349 5.69093 80 30 663.518 0 0 0 29.048
SM 1313 -0.909566 2.4891 80 30 1517.79 0 0 0 22.2852
SM 1314 -0.929986 2.11444 80 30 1773.47 0 0 0 2.06083
SM 1315 -0.824106 2.10082 80 30 1783.61 0 0 0 3.74579
SM 1316 -0.981533 2.06399 80 30 1807.11 0 0 0 5.19794
SM 1317 -0.633752 2.09425 80 30 1800.11 0 0 0 4.64942e-07
SM 1318 -0.821545 2.14396 80 30 1758.3 0 0 0 1.66241
SM 1319 -0.883908 2.11642 80 30 1775.07 0 0 0 8.1329e-08
SM 1320 -0.653491 2.03193 80 30 1842.91 0 0 0 2.05928e-05
SM 1321 -0.654673 2.15735 80 30 1748.53 0 0 0 1.76197
SM 1322 -1.04349 2.11527 80 30 1769.89 0 0 0 2.56056
SM 1323 -0.847404 2.30345 80 30 1642.7 0 0 0 4.17369
SM 1324 -6.80488 2.41196 80 30 1581.13 0 0 0 8.50194
SM 1325 -0.665778 2.12052 80 30 1776.41 0 0 0 3.78124
SM 1326 -0.876264 2.12223 80 30 1768.17 0 0 0 2.13031
SM 1327 -0.764532 2.16052 80 30 1747.48 0 0 0 2.63843
SM 1328 -1.54778 5.42934 80 30 693.987 0 0 0 34.3426
SM 1329 -1.27008 2.58046 80 30 1482.07 0 0 0 2.00239
SM 1330 -1.27541 2.36027 80 30 1606.35 0 0 0 6.10656
SM 1331 -1.34724 2.22621 80 30 1698.18 0 0 0 2.21049
SM 1332 -1.36446 2.16272 80 30 1740.93 0 0 0 2.91551
SM 1333 -1.1645 2.16626 80 30 1735.4 0 0 0 3.2384
SM 1334 -1.23861 2.25542 80 30 1678.65 0 0 0 1.61571
SM 1335 -1.3063 2.29625 80 30 1650.38 0 0 0 1.0924
SM 1336 -1.32926 2.1885 80 30 1720.55 0 0 0 1.00002
SM 1337 -1.40439 2.3362 80 30 1622.48 0 0 0 3.42974
SM 1338 -1.59892 2.23006 80 30 1693.09 0 0 0 4.17379
SM 1339 -1.32275 2.28999 80 30 1650.57 0 0 0 3.09388
SM 1340 -8.19075 2.17192 80 30 1779.48 0 0 0 2.41237
SM 1341 -1.25307 2.28695 80 30 1654.76 0 0 0 4.10734
SM 1342 -1.30657 2.41562 80 30 1572.41 0 0 0 3.35741
SM 1343 -1.13681 2.47244 80 30 1540.84 0 0 0 5.95858
SM 1344 -1.57185 5.68866 80 30 668.177 0 0 0 15.7106
SM 1345 -1.06986 2.83217 80 30 1344.18 0 0 0 8.45737
SM 1346 -1.32183 2.62776 80 30 1452.56 0 0 0 3.93688
SM 1347 -1.2195 2.44256 80 30 1557.19 0 0 0 3.86531
SM 1348 -1.15471 2.55709 80 30 1489.98 0 0 0 4.43356
SM 1349 -1.18591 2.59466 80 30 1475.34 0 0 0 0.125778
SM 1350 -1.19972 2.5039 80 30 1518.87 0 0 0 7.69876
SM 1351 -1.10564 2.5826 80 30 1479.07 0 0 0 3.7445
SM 1352 -1.24947 2.52728 80 30 1505.25 0 0 0 4.92921
SM 1353 -1.23473 2.69046 80 30 1423.53 0 0 0 1.56692
SM 1354 -1.14474 2.78712 80 30 1356.61 0 0 0 20.9002
SM 1355 -1.11482 2.75003 80 30 1378.64 0 0 0 13.3853
SM 1356 -8.076 2.58821 80 30 1471.74 0 0 0 14.8257
SM 1357 -0.97795 2.63026 80 30 1438.49 0 0 0 20.4766
SM 1358 -1.28288 2.83235 80 30 1338.31 0 0 0 20.8434
SM 1359 -1.38054 3.06945 80 30 1236.13 0 0 0 17.689
SM 1360 -1.1775 4.52079 80 30 832.738 0 0 0 32.2116
SM 1361 -0.933327 2.4585 80 30 1535.13 0 0 0 18.2176
SM 1362 -0.792965 2.41936 80 30 1573.76 0 0 0 5.0732
SM 1363 -0.926029 2.37346 80 30 1601.42 0 0 0 3.24254
SM 1364 -0.786843 2.40111 80 30 1586.91 0 0 0 3.49258
SM 1365 -0.796361 2.33416 80 30 1627.86 0 0 0 3.78816
SM 1366 -1.05965 2.45323 80 30 1553.05 0 0 0 2.0003
SM 1367 -0.777525 2.3229 80 30 1631.79 0 0 0 5.01627
SM 1368 -0.842278 2.33077 80 30 1626.73 0 0 0 5.03113
SM 1369 -1.13693 2.46117 80 30 1541.11 0 0 0 3.86544
SM 1370 -1.08366 2.32718 80 30 1626.35 0 0 0 3.64392
SM 1371 -1.09972 2.45436 80 30 1552.82 0 0 0 1.23093
SM 1372 -1.02728 2.43288 80 30 1556.77 0 0 0 11.0504
SM 1373 -1.06981 2.50572 80 30 1523.44 0 0 0 2.76006
SM 1374 -1.11237 2.57334 80 30 1479.62 0 0 0 6.4021
SM 1375 -1.22697 2.72578 80 30 1396.33 0 0 0 6.92031
SM 1376 -1.77273 4.27318 80 30 876.33 0 0 0 46.728
SM 1377 -1.6085 2.34193 80 30 1617.05 0 0 0 8.45193
SM 1378 -1.4877 2.23825 80 30 1687.13 0 0 0 4.93901
SM 1379 -1.14399 2.30307 80 30 1646.66 0 0 0 3.31799
SM 1380 -1.7731 2.24729 80 30 1690.06 0 0 0 3
SM 1381 -1.54144 2.23303 80 30 1689.47 0 0 0 8.0057
SM 1382 -1.5198 2.21629 80 30 1703.02 0 0 0 3.06679
SM 1383 -1.4965 2.25535 80 30 1673.18 0 0 0 6.5902
SM 1384 -1.69382 2.3393 80 30 1624.28 0 0 0 1.4091
SM 1385 -1.56855 2.36209 80 30 1606.26 0 0 0 6.34851
SM 1386 -1.76899 2.26543 80 30 1673.16 0 0 0 4.75266
SM 1387 -1.54751 2.23978 80 30 1680.26 0 0 0 9.49232
SM 1388 -1.56841 2.24758 80 30 1677.71 0 0 0 7.43117
SM 1389 -1.55598 2.3626 80 30 1608.64 0 0 0 4.56881
SM 1390 -1.6964 2.39156 80 30 1593.34 0 0 0 1.80489
SM 1391 -1.50338 2.36358 80 30 1608.46 0 0 0 2.56032
SM 1392 -1.32754 3.75225 80 30 1001.91 0 0 0 40.556
SM 1393 -0.857417 2.12521 80 30 1768.9 0 0 0 1.68676
SM 1394 -0.831931 2.1104 80 30 1779.09 0 0 0 1.73343
SM 1395 -0.9639 2.07455 80 30 1800.72 0 0 0 3
SM 1396 -1.08373 2.10573 80 30 1778.25 0 0 0 1
SM 1397 -0.890437 2.09068 80 30 1790.58 0 0 0 3.7314
SM 1398 -0.716773 2.07554 80 30 1806.24 0 0 0 3.83764
SM 1399 -0.823949 2.10784 80 30 1779.45 0 0 0 1.74286
SM 1400 -0.93727 2.08972 80 30 1790.86 0 0 0 0.72357
SM 1401 -0.759752 2.11148 80 30 1778.8 0 0 0 1.7657
SM 1402 -0.905691 2.15176 80 30 1747.95 0 0 0 1.5882
SM 1403 -0.508447 2.153 80 30 1758.64 0 0 0 3.31831
SM 1404 -0.891998 2.20677 80 30 1713.09 0 0 0 1.42878
SM 1405 -0.727042 2.14831 80 30 1751.41 0 0 0 4.68815
SM 1406 -0.915437 2.37591 80 30 1602.29 0 0 0 1.24571
SM 1407 -0.597053 2.42625 80 30 1572.14 0 0 0 2.01715
SM 1408 -1.70789 4.92304 80 30 769.497 0 0 0 23.2874
SM 1409 -1.22515 2.45071 80 30 1552.07 0 0 0 5.0674
SM 1410 -1.37668 2.236 80 30 1688.34 0 0 0 4.26157
SM 1411 -1.37193 2.22962 80 30 1692.43 0 0 0 5.40387
SM 1412 -1.26874 2.27726 80 30 1662.46 0 0 0 3.24621
SM 1413 -1.28068 2.28621 80 30 1655.29 0 0 0 4.03913
SM 1414 -1.33442 2.19451 80 30 1713.85 0 0 0 5.67198
SM 1415 -1.18177 2.32117 80 30 1636.14 0 0 0 1
SM 1416 -1.31237 2.73565 80 30 1390.11 0 0 0 17.9415
SM 1417 -1.04856 2.5939 80 30 1465.15 0 0 0 10.0263
SM 1418 -1.14073 2.69696 80 30 1406.66 0 0 0 12.6009
SM 1419 -1.57259 2.80216 80 30 1342.4 0 0 0 29.1762
SM 1420 -1.28038 3.00092 80 30 1253.66 0 0 0 31.8892
SM 1421 -1.33946 3.05056 80 30 1223.97 0 0 0 55.0044
SM 1422 -1.47725 3.34514 80 30 1113.49 0 0 0 59.444
SM 1423 -1.37885 3.63314 80 30 1032.35 0 0 0 45.6236
SM 1424 -1.56848 7.75646 80 30 488.195 0 0 0 25.6347
SM 1425 -0.822623 3.78996 80 30 990.35 0 0 0 43.0981
SM 1426 -1.27107 3.34184 80 30 1131.23 0 0 0 28.05
SM 1427 -1.35592 3.2073 80 30 1187.21 0 0 0 11.5942
SM 1428 -1.57193 3.19179 80 30 1179.24 0 0 0 33.6552
SM 1429 -1.37853 3.23743 80 30 1159.16 0 0 0 40.0183
SM 1430 -1.36083 3.20801 80 30 1184.14 0 0 0 17.4265
SM 1431 -1.37042 3.2557 80 30 1158.26 0 0 0 31.6883
SM 1432 -1.24779 3.37879 80 30 1115.67 0 0 0 31.2505
SM 1433 -1.3458 3.52397 80 30 1071.32 0 0 0 27.6062
SM 1434 -1.16242 3.51296 80 30 1080.76 0 0 0 11.6147
SM 1435 -1.43544 3.45695 80 30 1087.22 0 0 0 34.8319
SM 1436 -1.34777 3.61991 80 30 1043.38 0 0 0 28.9745
SM 1437 -1.37524 3.64887 80 30 1040.36 0 0 0 17.101
SM 1438 -1.53364 3.82164 80 30 994.936 0 0 0 16.1995
SM 1439 -1.33024 4.21859 80 30 895.24 0 0 0 29.3575
SM 1440 -1.03619 3.5233 80 30 1077.25 0 0 0 20.753
SM 1441 -0.89914 2.24024 80 30 1690.55 0 0 0 1.30913
SM 1442 -0.8046 2.21914 80 30 1705.55 0 0 0 3.41104
SM 1443 -0.763032 2.21958 80 30 1704.46 0 0 0 3.24942
SM 1444 -0.920487 2.20134 80 30 1717.01 0 0 0 2.00001
SM 1445 -0.714139 2.26299 80 30 1675.2 0 0 0 2.39355
SM 1446 -0.770171 2.20964 80 30 1711 0 0 0 2.47878
SM 1447 -0.479081 2.20498 80 30 1723.36 0 0 0 2.99999
SM 1448 -0.747922 2.19308 80 30 1725.04 0 0 0 1
SM 1449 -0.749816 2.26545 80 30 1674.3 0 0 0 0.999956
SM 1450 -0.738603 2.3737 80 30 1601.11 0 0 0 3.34755
SM 1451 -0.803904 2.39313 80 30 1586.23 0 0 0 5.48983
SM 1452 -0.788671 2.34774 80 30 1618.96 0 0 0 3.99872
SM 1453 -0.871828 2.24609 80 30 1689.18 0 0 0 1.50821e-06
SM 1454 -0.752215 2.29964 80 30 1649.3 0 0 0 4.40761
SM 1455 -6.61202 2.42219 80 30 1586.17 0 0 0 1.98939
SM 1456 -1.13678 4.08613 80 30 917.95 0 0 0 41.761
SM 1457 -1.20592 2.21075 80 30 1705.72 0 0 0 1.94203
SM 1458 -1.1511 2.08713 80 30 1792.21 0 0 0 1.59857
SM 1459 -1.03758 2.14469 80 30 1753.97 0 0 0 0.198887
SM 1460 -0.992132 2.23168 80 30 1694.41 0 0 0 0.255177
SM 1461 -0.965317 2.20942 80 30 1708.53 0 0 0 0.999967
SM 1462 -1.17546 2.21562 80 30 1700.95 0 0 0 3.9614
SM 1463 -1.07101 2.19656 80 30 1713.3 0 0 0 4.1615
SM 1464 -1.04091 2.16787 80 30 1735.96 0 0 0 2.55997
SM 1465 -1.20021 2.27851 80 30 1660.05 0 0 0 3.39188
SM 1466 -1.15339 2.2721 80 30 1661.08 0 0 0 4.66095
SM 1467 -0.890534 2.23463 80 30 1688.4 0 0 0 4.25137
SM 1468 -1.06033 2.27801 80 30 1657.11 0 0 0 5.13095
SM 1469 -1.26863 2.22948 80 30 1692.96 0 0 0 2.70619
SM 1470 -1.01319 2.26439 80 30 1672.68 0 0 0 1.12923
SM 1471 -7.56982 2.25826 80 30 1703.79 0 0 0 12.9358
SM 1472 -1.70095 3.96781 80 30 957.894 0 0 0 16.6787
SM 1473 -1.40877 2.29871 80 30 1647.79 0 0 0 4.72596
SM 1474 -1.56434 2.16761 80 30 1739.08 0 0 0 2.47629
SM 1475 -1.46793 2.31751 80 30 1638.1 0 0 0 1.9009
SM 1476 -1.30416 2.30004 80 30 1648.61 0 0 0 1.10562
SM 1477 -1.42473 2.29326 80 30 1650.54 0 0 0 0.178262
SM 1478 -1.14862 2.2564 80 30 1671.21 0 0 0 3.76477
SM 1479 -1.42139 2.26203 80 30 1668.21 0 0 0 7.84525
SM 1480 -1.52291 2.16019 80 30 1744.58 0 0 0 0.0405307
SM 1481 -1.47109 2.19217 80 30 1718.85 0 0 0 3.01032
SM 1482 -1.64396 2.1849 80 30 1725.06 0 0 0 2.03438
SM 1483 -1.39024 2.24539 80 30 1679.95 0 0 0 4.13877
SM 1484 -1.31552 2.21553 80 30 1703.22 0 0 0 3.77213
SM 1485 -1.48887 2.26291 80 30 1674.48 0 0 0 0.207201
SM 1486 -1.68175 2.26903 80 30 1669.91 0 0 0 5.80148
SM 1487 -7.65006 2.29278 80 30 1633.02 0 0 0 66.7993
SM 1488 -1.32401 4.85895 80 30 777.894 0 0 0 28.2311
SM 1489 -1.21094 25.2461 80 30 2187 0 0 0 3.05683e-22
SM 1490 -1.11216 2.18161 80 30 1726.03 0 0 0 3.32134
SM 1491 -0.885993 2.19761 80 30 1717.83 0 0 0 3.39725
SM 1492 -0.908284 2.37645 80 30 1602.95 0 0 0 1.00001
SM 1493 -0.804215 2.28013 80 30 1662.4 0 0 0 0.258567
SM 1494 -0.879643 2.42862 80 30 1568.46 0 0 0 2.67302
SM 1495 -0.937582 2.35125 80 30 1616.79 0 0 0 2.00073
SM 1496 -0.986799 2.1664 80 30 1736.65 0 0 0 0.482526
SM 1497 -1.01446 2.1418 80 30 1749.69 0 0 0 0.538536
SM 1498 -0.817217 2.27123 80 30 1671.2 0 0 0 0.276061
SM 1499 -1.10385 2.19165 80 30 1717.87 0 0 0 3.15704
SM 1500 -0.951019 2.22393 80 30 1700.56 0 0 0 3.37262e-07
SM 1501 -0.951856 2.27698 80 30 1662.31 0 0 0 3.0853
SM 1502 -0.919959 2.33886 80 30 1625.29 0 0 0 4.39924
SM 1503 -7.52135 2.48344 80 30 1527.73 0 0 0 26.1879
SM 1504 -1.0184 4.19637 80 30 895.983 0 0 0 35.7583
SM 1505 -1.2277 2.27275 80 30 1663 0 0 0 4.37855
SM 1506 -1.10023 2.21081 80 30 1702.88 0 0 0 8.0546
SM 1507 -1.06436 2.28921 80 30 1656.96 0 0 0 0.0315226
SM 1508 -1.21358 2.23998 80 30 1687.3 0 0 0 4.65736
SM 1509 -1.18757 2.23469 80 30 1690.71 0 0 0 1.82922
SM 1510 -1.04023 2.27187 80 30 1668.11 0 0 0 1.15864
SM 1511 -1.146 2.23243 80 30 1692.75 0 0 0 6.9944e-07
SM 1512 -1.20796 2.30305 80 30 1644.47 0 0 0 2.02075
SM 1513 -1.09687 2.23426 80 30 1688.94 0 0 0 0.974327
SM 1514 -1.03365 2.31617 80 30 1637.58 0 0 0 1.00601
SM 1515 -1.17151 2.25861 80 30 1673.64 0 0 0 1.71745
SM 1516 -1.05434 2.19863 80 30 1708.16 0 0 0 6.16028
SM 1517 -1.21083 2.27579 80 30 1662.39 0 0 0 2.5405
SM 1518 -0.987092 2.31775 80 30 1638.79 0 0 0 2.53889
SM 1519 -7.4309 2.32921 80 30 1649.62 0 0 0 6.0681
SM 1520 -1.20724 4.71163 80 30 798.72 0 0 0 36.1763
SM 1521 -0.74737 2.28243 80 30 1660.84 0 0 0 3.00001
SM 1522 -0.657717 2.10822 80 30 1787.28 0 0 0 2.81281
SM 1523 -0.860994 2.07214 80 30 1807.35 0 0 0 3.44951e-05
SM 1524 -0.800917 2.09325 80 30 1793.73 0 0 0 1.78105
SM 1525 -0.584869 2.02935 80 30 1849.86 0 0 0 1.9212
SM 1526 -0.80153 2.05193 80 30 1824.19 0 0 0 2.31304
SM 1527 -0.840619 2.07897 80 30 1803.39 0 0 0 1.07405e-06
SM 1528 -0.755882 2.09785 80 30 1790.36 0 0 0 0.791754
SM 1529 -0.898529 2.0829 80 30 1795.74 0 0 0 0.757155
SM 1530 -0.91137 2.12344 80 30 1765.78 0 0 0 3.00004
SM 1531 -0.859727 2.03402 80 30 1832.1 0 0 0 1.52484e-07
SM 1532 -0.918023 2.1463 80 30 1749.98 0 0 0 2.66253
SM 1533 -0.817412 2.10928 80 30 1775.59 0 0 0 1.85816
SM 1534 -0.750977 2.37351 80 30 1598.65 0 0 0 6.50403
SM 1535 -0.809194 2.27428 80 30 1668.62 0 0 0 2.12455
SM 1536 -1.61258 5.74861 80 30 653.283 0 0 0 41.9489
SM 1537 -1.14654 2.42326 80 30 1563.67 0 0 0 8.98125
SM 1538 -0.892795 2.26528 80 30 1668.08 0 0 0 4.05554
SM 1539 -1.13365 2.21332 80 30 1703.07 0 0 0 1.99994
SM 1540 -1.10481 2.21916 80 30 1701.28 0 0 0 2.08334
SM 1541 -1.13919 2.24434 80 30 1684.51 0 0 0 1.84943
SM 1542 -0.984958 2.27469 80 30 1660.56 0 0 0 7.08036
SM 1543 -1.17678 2.16851 80 30 1733.1 0 0 0 4.17993
SM 1544 -1.09229 2.25429 80 30 1675.68 0 0 0 2.09747
SM 1545 -1.20544 2.16967 80 30 1729.87 0 0 0 1.16985
SM 1546 -1.17253 2.27074 80 30 1663.92 0 0 0 2.0144
SM 1547 -0.967688 2.23294 80 30 1689.17 0 0 0 5.12183
SM 1548 -1.1171 2.33115 80 30 1623.85 0 0 0 2.47256
SM 1549 -1.19182 2.3129 80 30 1639.77 0 0 0 2.03337
SM 1550 -1.03241 2.54018 80 30 1502.67 0 0 0 6.25891e-05
SM 1551 -1.12058 2.43416 80 30 1563.73 0 0 0 4.59662
SM 1552 -1.73099 5.57781 80 30 675.961 0 0 0 31.0824
SM 1553 -1.75951 2.64061 80 30 1439.99 0 0 0 9.747
SM 1554 -1.27732 2.47298 80 30 1541.21 0 0 0 2.21982
SM 1555 -1.23387 2.45519 80 30 1548.71 0 0 0 6.66486
SM 1556 -1.43832 2.5189 80 30 1515.33 0 0 0 4.1699
SM 1557 -1.53304 2.50734 80 30 1519.93 0 0 0 4.1287
SM 1558 -1.35221 2.58454 80 30 1476.9 0 0 0 4.18571
SM 1559 -1.40512 2.47589 80 30 1537.85 0 0 0 3.33689
SM 1560 -1.29825 2.50698 80 30 1518.09 0 0 0 4.36124
SM 1561 -1.4772 3.09379 80 30 1213.32 0 0 0 36.6436
SM 1562 -1.69066 2.51154 80 30 1514.25 0 0 0 2.55514
SM 1563 -1.56659 2.61172 80 30 1455 0 0 0 8.20973
SM 1564 -1.45954 2.6122 80 30 1458.02 0 0 0 3.84651
SM 1565 -1.54428 2.53958 80 30 1500.2 0 0 0 4.17984
SM 1566 -1.53084 2.69936 80 30 1414.82 0 0 0 1.38412
SM 1567 -1.41637 2.93198 80 30 1309.81 0 0 0 1.96147
SM 1568 -1.30016 6.60573 80 30 571.813 0 0 0 33.1666
SM 1569 -1.01777 2.67777 80 30 1397.14 0 0 0 42.4528
SM 1570 -1.14448 2.38239 80 30 1594.5 0 0 0 3.99959
SM 1571 -1.08084 2.31909 80 30 1637.64 0 0 0 1.00038
SM 1572 -1.01951 2.36978 80 30 1606.08 0 0 0 0.0348928
SM 1573 -1.09173 2.30894 80 30 1644.13 0 0 0 1.00041
SM 1574 -0.812155 2.39866 80 30 1585.03 0 0 0 4.20623
SM 1575 -0.857232 2.35897 80 30 1610.36 0 0 0 3.53606
SM 1576 -0.992106 2.24183 80 30 1689.01 0 0 0 3.13712e-07
SM 1577 -0.797394 2.27934 80 30 1659.76 0 0 0 2.06487
SM 1578 -1.02343 2.35903 80 30 1608.38 0 0 0 4.972
SM 1579 -0.817626 2.41646 80 30 1578.35 0 0 0 0.0307179
SM 1580 -1.18945 2.37941 80 30 1595.1 0 0 0 4.89837
SM 1581 -1.04749 2.50398 80 30 1509.29 0 0 0 17.5772
SM 1582 -0.969483 2.54807 80 30 1488.37 0 0 0 11.375
SM 1583 -1.13211 2.83198 80 30 1335.83 0 0 0 23.1086
SM 1584 -2.19274 13.9908 80 30 269.084 0 0 0 43.7347
SM 1585 -1.70352 7.00019 80 30 537.533 0 0 0 37.644
SM 1586 -1.43685 5.62488 80 30 674.721 0 0 0 22.5437
SM 1587 -1.48792 5.24137 80 30 718.781 0 0 0 31.4483
SM 1588 -1.3672 4.68324 80 30 805.334 0 0 0 27.3407
SM 1589 -1.42279 4.61312 80 30 816.291 0 0 0 33.7341
SM 1590 -1.27415 4.29677 80 30 874.341 0 0 0 40.3379
SM 1591 -1.48061 4.31752 80 30 859.964 0 0 0 63.8308
SM 1592 -1.27102 3.94918 80 30 949.404 0 0 0 42.5821
SM 1593 -1.44561 4.10514 80 30 916.54 0 0 0 35.1582
SM 1594 -1.25025 4.32529 80 30 872.003 0 0 0 33.1275
SM 1595 -1.46802 4.29117 80 30 877.632 0 0 0 34.7967
SM 1596 -1.45452 4.61986 80 30 815.287 0 0 0 31.9308
SM 1597 -1.5096 4.67878 80 30 807.223 0 0 0 26.3275
SM 1598 -1.43268 4.8286 80 30 782.201 0 0 0 29.6794
SM 1599 -1.79608 5.67261 80 30 665.798 0 0 0 28.6432
SM 1600 -3.36454 15.8432 80 30 234.201 0 0 0 62.8129
SM 1601 -3.23798 6.92407 80 30 539.931 0 0 0 49.7598
SM 1602 -3.02577 5.56343 80 30 677.291 0 0 0 30.0005
SM 1603 -2.98119 4.96113 80 30 768.874 0 0 0 6.8758
SM 1604 -3.04016 4.72991 80 30 807.95 0 0 0 3.5488
SM 1605 -3.02201 4.49473 80 30 850.76 0 0 0 1.95468
SM 1606 -2.85338 4.38024 80 30 874.327 0 0 0 1.52072
SM 1607 -2.93791 4.29215 80 30 889.248 0 0 0 1.99379
SM 1608 -2.9268 4.21123 80 30 905.555 0 0 0 3.89691
SM 1609 -2.93388 4.32961 80 30 879.591 0 0 0 6.77735
SM 1610 -2.96971 4.15039 80 30 919.67 0 0 0 2.25369
SM 1611 -2.7661 4.211 80 30 906.503 0 0 0 6.3279
SM 1612 -9.10246 4.08562 80 30 901.962 0 0 0 81.4299
SM 1613 -2.89527 4.76548 80 30 799.917 0 0 0 4.7954
SM 1614 -3.04144 4.57396 80 30 835.139 0 0 0 3.07789
SM 1615 -3.00651 4.83496 80 30 784.996 0 0 0 17.259
SM 1616 -1.19105 8.72379 80 30 427.096 0 0 0 56.9861
SM 1617 -0.939616 2.63339 80 30 1444.09 0 0 0 8.755
SM 1618 -1.16655 2.34383 80 30 1620.72 0 0 0 2.13384
SM 1619 -0.842645 2.22468 80 30 1700.49 0 0 0 1.11914
SM 1620 -1.06036 2.25347 80 30 1670.42 0 0 0 4.92322
SM 1621 -0.794599 2.27813 80 30 1659.27 0 0 0 7.16405
SM 1622 -1.13173 2.29592 80 30 1650.88 0 0 0 0.00149332
SM 1623 -1.06606 2.19558 80 30 1714.69 0 0 0 4.22048
SM 1624 -1.04521 2.25302 80 30 1679.28 0 0 0 0.944798
SM 1625 -0.987641 2.21492 80 30 1699.56 0 0 0 8.17986
SM 1626 -1.0012 2.2946 80 30 1645.91 0 0 0 3.06753
SM 1627 -0.879861 2.19669 80 30 1711.49 0 0 0 9.39379
SM 1628 -7.92817 2.02736 80 30 1937.56 0 0 0 3.92989
SM 1629 -0.806502 2.23755 80 30 1688.48 0 0 0 5.3007
SM 1630 -0.558978 2.32026 80 30 1641.7 0 0 0 2.3376
SM 1631 -0.71025 2.28781 80 30 1656.13 0 0 0 3.50957
SM 1632 -1.5962 6.10022 80 30 611.191 0 0 0 59.3241
SM 1633 -1.19607 2.30933 80 30 1641.89 0 0 0 2.14866
SM 1634 -1.06695 2.39184 80 30 1590.92 0 0 0 2.59096
SM 1635 -0.951863 2.30373 80 30 1645.71 0 0 0 1.71005
SM 1636 -1.00086 2.30025 80 30 1648.67 0 0 0 0.385515
SM 1637 -1.21744 2.32484 80 30 1629.65 0 0 0 3.24332
SM 1638 -1.15379 2.26472 80 30 1671.48 0 0 0 2.00002
SM 1639 -1.23866 2.15834 80 30 1741.41 0 0 0 0.287314
SM 1640 -0.810193 2.25225 80 30 1680.63 0 0 0 2.71788
SM 1641 -1.351 2.24756 80 30 1685.39 0 0 0 0.00164825
SM 1642 -1.11229 2.22607 80 30 1692.84 0 0 0 2.97169
SM 1643 -1.03765 2.24226 80 30 1685.63 0 0 0 2.96285
SM 1644 -6.63166 2.25291 80 30 1678.8 0 0 0 21.5706
SM 1645 -0.945357 2.26585 80 30 1669.84 0 0 0 3.37365
SM 1646 -1.04051 2.22327 80 30 1698.86 0 0 0 3.1135
SM 1647 -1.13077 2.2531 80 30 1680.43 0 0 0 1.72402
SM 1648 -1.99509 6.50036 80 30 580.524 0 0 0 27.9502
SM 1649 -1.61308 2.90218 80 30 1301.3 0 0 0 24.2848
SM 1650 -1.61459 2.4836 80 30 1533.16 0 0 0 7.13353
SM 1651 -1.6393 2.46694 80 30 1537.68 0 0 0 6.35457
SM 1652 -1.44879 2.45174 80 30 1548.17 0 0 0 6.3519
SM 1653 -1.49174 2.48458 80 30 1527.55 0 0 0 7.05063
SM 1654 -1.5756 2.40512 80 30 1579.77 0 0 0 3.88904
SM 1655 -1.59073 2.4509 80 30 1553.58 0 0 0 3.2563
SM 1656 -1.61823 2.36656 80 30 1602.69 0 0 0 8.83091
SM 1657 -1.51013 2.38542 80 30 1593.38 0 0 0 3.54358
SM 1658 -1.74978 2.43389 80 30 1561.41 0 0 0 1.17025
SM 1659 -1.49704 2.41168 80 30 1576.57 0 0 0 1.3955
SM 1660 -8.22245 2.32425 80 30 1655.67 0 0 0 1.40024
SM 1661 -1.40527 2.41814 80 30 1569.66 0 0 0 7.16891
SM 1662 -1.61346 2.63232 80 30 1451.22 0 0 0 3.37876
SM 1663 -1.49548 2.69764 80 30 1417.53 0 0 0 3.71491
