# Name (bankID=2)
TAC_GAIN
# start time 
2000 5 1 0 0 0
# end time 
2000 9 1 0 0 0
# description 
Default values of TAC (nsec/TDC)
# calibration data. 5120 entries
# status PMT TAC_GAIN
OK 1141 0.1 
OK 1142 0.1 
OK 1143 0.1 
OK 1144 0.1 
OK 1145 0.1 
OK 1146 0.1 
OK 1147 0.1 
OK 1148 0.1 
OK 1149 0.1 
OK 1150 0.1 
OK 1151 0.1 
OK 1152 0.1 
OK 1153 0.1 
OK 1154 0.1 
OK 1155 0.1 
OK 1156 0.1 
OK 1157 0.1 
OK 1158 0.1 
OK 1159 0.1 
OK 1160 0.1 
OK 1161 0.1 
OK 1162 0.1 
OK 1163 0.1 
OK 1164 0.1 
OK 1165 0.1 
OK 1166 0.1 
OK 1167 0.1 
OK 1168 0.1 
OK 1169 0.1 
OK 1170 0.1 
OK 1171 0.1 
OK 1172 0.1 
OK 1173 0.1 
OK 1174 0.1 
OK 1175 0.1 
OK 1176 0.1 
OK 1177 0.1 
OK 1178 0.1 
OK 1179 0.1 
OK 1180 0.1 
OK 1181 0.1 
OK 1182 0.1 
OK 1183 0.1 
OK 1184 0.1 
OK 1185 0.1 
OK 1186 0.1 
OK 1187 0.1 
OK 1188 0.1 
OK 1189 0.1 
OK 1190 0.1 
OK 1191 0.1 
OK 1192 0.1 
OK 1193 0.1 
OK 1194 0.1 
OK 1195 0.1 
OK 1196 0.1 
OK 1197 0.1 
OK 1198 0.1 
OK 1199 0.1 
OK 1200 0.1 
OK 1201 0.1 
OK 1202 0.1 
OK 1203 0.1 
OK 1204 0.1 
OK 1205 0.1 
OK 1206 0.1 
OK 1207 0.1 
OK 1208 0.1 
OK 1209 0.1 
OK 1210 0.1 
OK 1211 0.1 
OK 1212 0.1 
OK 1213 0.1 
OK 1214 0.1 
OK 1215 0.1 
OK 1216 0.1 
OK 1217 0.1 
OK 1218 0.1 
OK 1219 0.1 
OK 1220 0.1 
OK 1221 0.1 
OK 1222 0.1 
OK 1223 0.1 
OK 1224 0.1 
OK 1225 0.1 
OK 1226 0.1 
OK 1227 0.1 
OK 1228 0.1 
OK 1229 0.1 
OK 1230 0.1 
OK 1231 0.1 
OK 1232 0.1 
OK 1233 0.1 
OK 1234 0.1 
OK 1235 0.1 
OK 1236 0.1 
OK 1237 0.1 
OK 1238 0.1 
OK 1239 0.1 
OK 1240 0.1 
OK 1241 0.1 
OK 1242 0.1 
OK 1243 0.1 
OK 1244 0.1 
OK 1245 0.1 
OK 1246 0.1 
OK 1247 0.1 
OK 1248 0.1 
OK 1249 0.1 
OK 1250 0.1 
OK 1251 0.1 
OK 1252 0.1 
OK 1253 0.1 
OK 1254 0.1 
OK 1255 0.1 
OK 1256 0.1 
OK 1257 0.1 
OK 1258 0.1 
OK 1259 0.1 
OK 1260 0.1 
OK 1261 0.1 
OK 1262 0.1 
OK 1263 0.1 
OK 1264 0.1 
OK 1265 0.1 
OK 1266 0.1 
OK 1267 0.1 
OK 1268 0.1 
OK 1269 0.1 
OK 1270 0.1 
OK 1271 0.1 
OK 1272 0.1 
OK 1273 0.1 
OK 1274 0.1 
OK 1275 0.1 
OK 1276 0.1 
OK 1277 0.1 
OK 1278 0.1 
OK 1279 0.1 
OK 1280 0.1 
OK 1281 0.1 
OK 1282 0.1 
OK 1283 0.1 
OK 1284 0.1 
OK 1285 0.1 
OK 1286 0.1 
OK 1287 0.1 
OK 1288 0.1 
OK 1289 0.1 
OK 1290 0.1 
OK 1291 0.1 
OK 1292 0.1 
OK 1293 0.1 
OK 1294 0.1 
OK 1295 0.1 
OK 1296 0.1 
OK 1297 0.1 
OK 1298 0.1 
OK 1299 0.1 
OK 1300 0.1 
OK 1301 0.1 
OK 1302 0.1 
OK 1303 0.1 
OK 1304 0.1 
OK 1305 0.1 
OK 1306 0.1 
OK 1307 0.1 
OK 1308 0.1 
OK 1309 0.1 
OK 1310 0.1 
OK 1311 0.1 
OK 1312 0.1 
OK 1313 0.1 
OK 1314 0.1 
OK 1315 0.1 
