 -478.89 -84.4264 -155.171
-478.095   82.724 -154.506
 -478.86 -84.3878  -5.0242
-478.223  82.7666  -5.2228
-478.852 -84.4236   3.8694
-478.222  82.7476   3.8485
-479.073 -84.3668  154.497
-478.392  82.7998  153.329
-489.689 -86.4733 -155.501
-488.886  84.6108 -159.159
-489.699  -86.405   -5.583
-489.015  84.6771  -6.1903
-489.697 -86.4326   7.5844
-489.026  84.6437   4.2693
-489.914 -86.3707  157.652
-489.215    84.72  157.624
-500.534 -88.5671 -163.494
-499.657  87.1071 -163.101
-500.552 -88.5193  -4.5594
-499.771   87.176  -4.7082
-500.551 -88.5372   4.0845
-499.789  87.1764   3.4427
-500.762 -88.4164  161.929
-500.006  87.2666  162.105
-511.379 -90.8883 -167.026
-510.501  89.2397 -166.586
-511.385  -90.775  -6.7987
-510.602  89.3699  -7.3144
-511.378 -90.7754   4.1452
 -510.61  89.3742   4.9078
-511.612 -90.6415   166.26
-510.788  89.5077  165.808
-522.199  -92.817   -170.5
-521.313  91.1479 -170.705
 -522.27  -92.743  -5.2882
-521.405  91.2399  -4.9562
-522.283 -92.7235    3.585
-521.427  91.2419    3.843
-522.401 -92.5915  169.115
-521.607  91.3739  169.589
 -532.94 -95.0501 -174.239
-532.064  93.2098 -173.539
-533.032 -94.9271  -5.1341
-532.212  93.3403  -4.9073
-533.028 -94.5177   4.7655
-532.218   93.327    4.616
 -533.22  -94.338   173.51
-532.323  93.5088  173.332
 -478.89 -84.4264 -155.171
-478.095   82.724 -154.506
 -478.86 -84.3878  -5.0242
-478.223  82.7666  -5.2228
-478.852 -84.4236   3.8694
-478.222  82.7476   3.8485
-479.073 -84.3668  154.497
-478.392  82.7998  153.329
-489.689 -86.4733 -155.501
-488.886  84.6108 -159.159
-489.699  -86.405   -5.583
-489.015  84.6771  -6.1903
-489.697 -86.4326   7.5844
-489.026  84.6437   4.2693
-489.914 -86.3707  157.652
-489.215    84.72  157.624
-500.534 -88.5671 -163.494
-499.657  87.1071 -163.101
-500.552 -88.5193  -4.5594
-499.771   87.176  -4.7082
-500.551 -88.5372   4.0845
-499.789  87.1764   3.4427
-500.762 -88.4164  161.929
-500.006  87.2666  162.105
-511.379 -90.8883 -167.026
-510.501  89.2397 -166.586
-511.385  -90.775  -6.7987
-510.602  89.3699  -7.3144
-511.378 -90.7754   4.1452
 -510.61  89.3742   4.9078
-511.612 -90.6415   166.26
-510.788  89.5077  165.808
-522.199  -92.817   -170.5
-521.313  91.1479 -170.705
 -522.27  -92.743  -5.2882
-521.405  91.2399  -4.9562
-522.283 -92.7235    3.585
-521.427  91.2419    3.843
-522.401 -92.5915  169.115
-521.607  91.3739  169.589
 -532.94 -95.0501 -174.239
-532.064  93.2098 -173.539
-533.032 -94.9271  -5.1341
-532.212  93.3403  -4.9073
-533.028 -94.5177   4.7655
-532.218   93.327    4.616
 -533.22  -94.338   173.51
-532.323  93.5088  173.332
-476.987  88.2115 -155.614
-413.072  242.673 -155.304
-476.918    88.16  -5.6315
-413.106  242.664  -4.9937
-476.916  88.1528   4.8892
-413.117  242.663   4.5086
-477.074  88.2149  154.036
-413.257   242.69  154.477
-487.766   90.471 -159.298
-422.136  248.931 -159.199
-487.718  90.4439  -6.3895
-422.197  248.942  -4.7394
-487.687  90.4289   5.4507
-422.351  248.562   3.8556
-487.763  90.4402  156.496
-422.414  248.572  158.322
-498.538  92.5157 -163.046
-431.323  254.824 -162.671
-498.551  92.5136  -5.5739
-431.375  254.844  -4.5329
 -498.22  93.2467   3.4326
 -431.37  254.822   3.8666
-498.279  93.2798  161.806
-431.473  254.876  162.272
-509.268  94.7125 -166.988
 -440.44    261.2 -166.686
-509.184  94.7719  -5.7152
-440.446  261.307  -4.6305
-509.322  94.3924   4.7523
-440.612  260.946   4.1246
-509.439  94.5615    165.4
-440.639  261.073  165.894
-520.102  96.9067 -169.992
-449.788  266.906 -170.004
-520.067  96.8611   -5.143
-449.845  266.887  -4.9973
-520.061  96.8378   4.9279
-449.855  266.895   3.7466
-520.239  96.9148  167.016
 -449.94  266.961  169.249
 -530.98  98.9866 -171.611
-458.844  273.333 -174.416
 -530.97       99  -6.2651
-458.839  273.347  -6.2512
-530.968  99.0025   3.6193
-459.013  272.985    5.463
 -531.04  99.1391  172.688
-459.077  273.106  171.692
 -478.89 -84.4264 -155.171
-478.095   82.724 -154.506
 -478.86 -84.3878  -5.0242
-478.223  82.7666  -5.2228
-478.852 -84.4236   3.8694
-478.222  82.7476   3.8485
-479.073 -84.3668  154.497
-478.392  82.7998  153.329
-489.689 -86.4733 -155.501
-488.886  84.6108 -159.159
-489.699  -86.405   -5.583
-489.015  84.6771  -6.1903
-489.697 -86.4326   7.5844
-489.026  84.6437   4.2693
-489.914 -86.3707  157.652
-489.215    84.72  157.624
-500.534 -88.5671 -163.494
-499.657  87.1071 -163.101
-500.552 -88.5193  -4.5594
-499.771   87.176  -4.7082
-500.551 -88.5372   4.0845
-499.789  87.1764   3.4427
-500.762 -88.4164  161.929
-500.006  87.2666  162.105
-511.379 -90.8883 -167.026
-510.501  89.2397 -166.586
-511.385  -90.775  -6.7987
-510.602  89.3699  -7.3144
-511.378 -90.7754   4.1452
 -510.61  89.3742   4.9078
-511.612 -90.6415   166.26
-510.788  89.5077  165.808
-522.199  -92.817   -170.5
-521.313  91.1479 -170.705
 -522.27  -92.743  -5.2882
-521.405  91.2399  -4.9562
-522.283 -92.7235    3.585
-521.427  91.2419    3.843
-522.401 -92.5915  169.115
-521.607  91.3739  169.589
 -532.94 -95.0501 -174.239
-532.064  93.2098 -173.539
-533.032 -94.9271  -5.1341
-532.212  93.3403  -4.9073
-533.028 -94.5177   4.7655
-532.218   93.327    4.616
 -533.22  -94.338   173.51
-532.323  93.5088  173.332

