  921.12 3006.60  1.79 -13.04 42.99 0.007 0.429
  860.37 2973.42  1.70 -11.04 22.92 0.007 0.432
  804.35 2971.05  1.22 -11.72 38.47 0.007 0.415
  812.44 3057.02  0.77 -11.66 28.01 0.007 0.396
  744.04 3019.05  0.44 -13.26 36.92 0.007 0.436
  804.51 2999.39  1.02 -12.52 36.40 0.007 0.417
  935.19 2977.93  1.62 -10.12 30.79 0.007 0.392
  827.03 2972.18  2.09 -13.26 56.98 0.007 0.418
  770.47 2986.96  2.07 -13.47 61.02 0.007 0.481
  758.02 2977.45  1.94 -12.90 40.60 0.007 0.457
  754.04 2949.59  1.35 -12.54 41.91 0.007 0.460
  689.41 3002.34  0.59 -13.51 41.99 0.007 0.463
  813.73 3086.07  0.79 -12.13 28.15 0.007 0.465
  776.08 2964.70  1.26 -12.13 37.43 0.007 0.430
  865.29 3014.21  1.88 -14.03 33.20 0.007 0.405
  806.89 2960.67  2.45 -11.35 34.89 0.007 0.448
  899.18 3080.77  2.03 -13.42 33.05 0.007 0.427
  883.72 3085.36  1.42 -15.52 46.91 0.007 0.419
  852.64 3168.24  0.42 -13.86 39.40 0.007 0.414
  822.66 3116.98 -0.48 -13.37 45.61 0.007 0.456
  920.40 3097.74  0.53 -12.61 45.67 0.007 0.443
  810.63 2961.87  1.45 -12.81 48.66 0.007 0.433
  958.03 2932.22  1.71 -13.27 42.85 0.007 0.447
  772.94 2969.75  2.46 -12.07 36.76 0.007 0.459
  998.00 2976.79  2.87 -12.80 40.69 0.007 0.473
  885.83 3002.42  1.35 -14.74 37.17 0.007 0.485
  953.80 2889.42  0.82 -13.55 50.87 0.008 0.508
  836.53 3010.63  0.26 -11.72 36.62 0.007 0.455
  771.09 3019.49 -0.30 -11.76 36.36 0.007 0.556
  848.18 3008.86  0.95 -14.53 70.02 0.007 0.485
  827.90 2973.69  1.62 -12.92 38.21 0.007 0.485
  833.74 3030.15  1.71 -12.05 31.82 0.007 0.472
  890.22 2971.43  2.09 -11.63 33.04 0.007 0.463
  861.67 2922.43  1.75 -12.43 39.90 0.007 0.424
  961.22 3041.63  1.28 -12.06 40.92 0.007 0.441
 1076.45 3045.38  0.55 -11.71 31.99 0.007 0.429
  926.14 2851.61  1.00 -12.70 44.51 0.008 0.486
  804.28 2984.82  1.46 -11.67 44.12 0.007 0.427
  908.09 2926.00  1.74 -12.66 44.31 0.007 0.459
  986.91 3002.38  1.13 -11.72 46.64 0.007 0.488
  777.84 3001.95  1.03 -12.85 49.82 0.007 0.463
  803.70 2993.23  2.35 -10.52 39.92 0.007 0.465
  983.09 2973.81  1.33 -13.17 57.56 0.007 0.436
  777.97 3023.90 -0.63 -11.99 47.56 0.007 0.482
  888.44 3017.94  0.87 -12.31 45.95 0.007 0.416
  739.22 3042.14  1.60 -12.62 36.27 0.007 0.440
  796.46 2932.55  0.80 -12.42 33.87 0.007 0.408
  867.05 2947.46  2.36 -13.78 61.68 0.007 0.413
  911.16 3018.24  0.53 -12.04 42.07 0.007 0.405
  737.81 2944.97  2.23 -12.64 48.15 0.007 0.500
  808.60 3005.31  1.40 -12.36 48.70 0.007 0.489
  815.55 3037.21 -0.64 -11.74 38.31 0.007 0.430
  754.61 3003.76  0.99 -13.45 39.08 0.007 0.407
  637.93 2969.67  1.38 -12.41 40.70 0.007 0.447
