-999.9 -999.9
-87.7347 -87.7504
-87.3302 -87.3479
-86.9222 -86.9354
-86.5193 -86.5459
-86.1068 -86.1259
-85.7023 -85.7169
-85.2984 -85.3209
-84.8899 -84.9124
-84.4849 -84.5064
-84.077 -84.1004
-83.6735 -83.6959
-83.271 -83.2934
-82.8705 -82.8894
-82.4616 -82.4815
-82.0581 -82.083
-81.6521 -81.6715
-81.2472 -81.2655
-80.8427 -80.8605
-80.4377 -80.454
-80.0313 -80.0505
-79.6243 -79.642
-79.2303 -79.2415
-78.8229 -78.8385
-78.4189 -78.4325
-78.0119 -78.025
-77.6055 -77.6195
-77.201 -77.2145
-76.796 -76.8095
-76.3926 -76.4051
-75.9886 -76.0011
-75.5836 -75.5936
-75.1756 -75.1866
-74.7742 -74.7831
-74.3692 -74.3796
-73.9617 -73.9741
-73.5568 -73.5666
-73.1543 -73.1641
-72.7518 -72.7596
-72.3459 -72.3541
-71.9419 -71.9501
-71.5359 -71.5426
-71.132 -71.1386
-70.725 -70.7316
-70.321 -70.3261
-69.9156 -69.9236
-69.5096 -69.5162
-69.1011 -69.1112
-68.6986 -68.7042
-68.2927 -68.2987
-67.8897 -67.8947
-67.4852 -67.4897
-67.0748 -67.0837
-66.6728 -66.6802
-66.2668 -66.2732
-65.8614 -65.8677
-65.4609 -65.4632
-65.0514 -65.0582
-64.649 -64.6542
-64.2435 -64.2507
-63.8375 -63.8433
-63.4326 -63.4372
-63.0281 -63.0328
-62.6201 -62.6263
-62.2177 -62.2233
-61.8107 -61.8183
-61.4052 -61.4128
-61.0128 -61.0148
-60.5978 -60.6048
-60.1908 -60.1963
-59.7868 -59.7923
-59.3799 -59.3838
-58.9749 -58.9813
-58.5714 -58.5738
-58.1635 -58.1698
-57.761 -57.7648
-57.355 -57.3613
-56.9501 -56.9544
-56.5451 -56.5489
-56.1401 -56.1449
-55.7337 -55.7394
-55.3297 -55.3329
-54.9227 -54.9274
-54.5193 -54.5224
-54.1123 -54.1169
-53.7083 -53.7124
-53.3039 -53.3024
-52.8994 -52.8989
-52.4899 -52.4944
-52.0884 -52.0899
-51.682 -51.6849
-51.2775 -51.2824
-50.872 -50.8744
-50.4651 -50.4685
-50.0601 -50.0625
-49.6531 -49.654
-49.2482 -49.2515
-48.8427 -48.848
-48.4392 -48.441
-48.0333 -48.032
-47.6283 -47.637
-47.2213 -47.2265
-46.8184 -46.8205
-46.4134 -46.4175
-46.0029 -46.0095
-45.5989 -45.606
-45.195 -45.2015
-44.793 -44.7955
-44.3855 -44.3885
-43.9816 -43.9865
-43.5741 -43.5821
-43.1681 -43.1771
-42.7582 -42.7686
-42.3587 -42.3626
-41.9492 -41.9566
-41.5433 -41.5516
-41.1388 -41.1426
-40.7358 -40.7391
-40.3299 -40.3346
-39.9204 -39.9251
-39.5179 -39.5241
-39.1165 -39.1181
-38.71 -38.7151
-38.302 -38.3082
-37.8906 -37.8986
-37.4911 -37.4992
-37.0871 -37.0937
-36.6791 -36.6847
-36.2747 -36.2817
-35.8707 -35.8762
-35.4642 -35.4682
-35.0613 -35.0647
-34.6578 -34.6612
-34.2473 -34.2572
-33.8414 -33.8512
-33.4364 -33.4422
-33.0344 -33.0372
-32.627 -32.6337
-32.22 -32.2252
-31.8135 -31.8222
-31.411 -31.4183
-31.0061 -31.0123
-30.6011 -30.6103
-30.1937 -30.2003
-29.7857 -29.7933
-29.3802 -29.3883
-28.9737 -28.9873
-28.5703 -28.5778
-28.1633 -28.1723
-27.7563 -27.7653
-27.3544 -27.3633
-26.9509 -26.9568
-26.5449 -26.5523
-26.1385 -26.1483
-25.732 -25.7393
-25.3245 -25.3339
-24.9226 -24.9329
-24.5186 -24.5319
-24.1111 -24.1214
-23.7042 -23.7129
-23.3007 -23.3114
-22.8987 -22.9059
-22.4922 -22.5004
-22.0868 -22.0959
-21.6833 -21.6889
-21.2738 -21.2839
-20.8704 -20.8794
-20.4644 -20.4734
-20.0569 -20.0669
-19.653 -19.6639
-19.2485 -19.2579
-18.8425 -18.853
-18.4396 -18.447
-18.0331 -18.041
-17.6271 -17.638
-17.2212 -17.2305
-16.8172 -16.8265
-16.4127 -16.4195
-16.0073 -16.017
-15.6008 -15.6095
-15.1968 -15.203
-14.7908 -14.7995
-14.3844 -14.3905
-13.9799 -13.986
-13.5739 -13.5815
-13.1695 -13.18
-12.765 -12.768
-12.361 -12.3686
-11.9541 -11.9621
-11.5491 -11.5541
-11.1441 -11.1511
-10.7397 -10.7501
-10.3342 -10.3436
-9.92972 -9.93609
-9.52226 -9.5291
-9.12079 -9.12211
-8.71482 -8.71912
-8.30785 -8.31512
-7.90338 -7.90912
-7.49941 -7.50563
-7.09395 -7.09714
-6.68548 -6.69965
-6.28251 -6.29565
-5.88304 -5.88466
-5.47207 -5.47916
-5.0681 -5.07467
-4.66264 -4.66317
-4.26617 -4.27268
-3.8522 -3.85019
-3.44823 -3.45469
-3.04126 -3.0457
-2.63729 -2.6322
-2.22883 -2.23821
-1.82836 -1.83072
-1.41939 -1.42272
-1.01142 -1.01723
-0.610449 -0.609235
-0.201483 -0.203742
0.201483 0.203748
0.607953 0.599738
1.01292 1.00573
1.41339 1.41623
1.81936 1.81372
2.22433 2.21722
2.62979 2.63071
3.04226 3.0312
3.44323 3.43719
3.8452 3.84119
4.24867 4.24968
4.65914 4.65218
5.0611 5.05667
5.46458 5.46617
5.87105 5.86916
6.28251 6.27065
6.68048 6.67565
7.08445 7.08514
7.49341 7.48514
7.89589 7.89713
8.30085 8.29663
8.70582 8.70362
9.1158 9.11211
9.51476 9.5166
9.92773 9.91559
10.3277 10.3241
10.7352 10.7291
11.1446 11.1326
11.5481 11.5451
11.9506 11.9391
12.352 12.3481
12.7565 12.7576
13.1645 13.157
13.5684 13.5695
13.9799 13.966
14.3784 14.373
14.7844 14.782
15.1878 15.187
15.5998 15.584
16.0063 15.993
16.4057 16.3965
16.8117 16.808
17.2207 17.2165
17.6231 17.618
18.0301 18.02
18.4346 18.4315
18.841 18.833
19.246 19.236
19.647 19.6399
20.0499 20.0474
20.4559 20.4539
20.8604 20.8584
21.2673 21.2624
21.6743 21.6659
22.0813 22.0709
22.4833 22.4804
22.8897 22.8899
23.2937 23.2899
23.6992 23.6959
24.1036 24.0899
24.5066 24.4939
24.9131 24.9029
25.3185 25.3054
25.734 25.7114
26.1315 26.1178
26.5379 26.5208
26.9479 26.9268
27.3504 27.3338
27.7473 27.7358
28.1543 28.1458
28.5643 28.5493
28.9692 28.9533
29.3717 29.3608
29.7767 29.7618
30.1807 30.1683
30.5856 30.5748
30.9956 30.9808
31.3976 31.3873
31.807 31.7918
32.21 32.1972
32.6185 32.6032
33.0179 33.0097
33.4139 33.4057
33.8339 33.8167
34.2408 34.2247
34.6383 34.6262
35.0448 35.0352
35.4552 35.4392
35.8542 35.8442
36.2607 36.2522
36.6676 36.6562
37.0701 37.0582
37.4801 37.4737
37.8825 37.8687
38.287 38.2761
38.7005 38.6806
39.098 39.0896
39.5064 39.4956
39.9144 39.8981
40.3199 40.3011
40.7208 40.7081
41.1233 41.1111
41.5323 41.5216
41.9357 41.9241
42.3397 42.3301
42.7467 42.7356
43.1501 43.1386
43.5576 43.5421
43.9621 43.9486
44.366 44.3531
44.772 44.7635
45.178 45.166
45.5825 45.5715
45.9879 45.978
46.3964 46.378
46.7994 46.786
47.2048 47.195
47.6098 47.598
48.0158 48.0025
48.4192 48.405
48.8247 48.814
49.2302 49.2175
49.6351 49.622
50.0386 50.025
50.4546 50.434
50.8505 50.839
51.255 51.2434
51.663 51.6504
52.0694 52.0539
52.4714 52.4599
52.8764 52.8659
53.2859 53.2694
53.6903 53.6739
54.0933 54.0804
54.4978 54.4869
54.9017 54.8889
55.3062 55.2949
55.7122 55.7014
56.1181 56.1064
56.5231 56.5104
56.9341 56.9169
57.3345 57.3239
57.739 57.7288
58.145 58.1333
58.5509 58.5403
58.9549 58.9418
59.3594 59.3463
59.7658 59.7553
60.1703 60.1593
60.5768 60.5663
60.9868 60.9723
61.3877 61.3758
61.7927 61.7823
62.1987 62.1868
62.6021 62.5918
63.0111 62.9983
63.4166 63.4048
63.8215 63.8083
64.227 64.2152
64.6305 64.6172
65.0339 65.0232
65.4389 65.4282
65.8464 65.8352
66.2523 66.2402
66.6573 66.6457
67.0623 67.0517
67.4672 67.4572
67.8732 67.8607
68.2782 68.2657
68.6842 68.6707
69.0866 69.0767
69.4951 69.4807
69.8971 69.8876
70.305 70.2926
70.7115 70.7006
71.116 71.1046
71.5199 71.5091
71.9269 71.9151
72.3314 72.3206
72.7388 72.7251
73.1428 73.1311
73.5478 73.5341
73.9547 73.9416
74.3572 74.3461
74.7632 74.7506
75.1696 75.1581
75.5736 75.5631
75.9816 75.9681
76.3856 76.3741
76.7915 76.7795
77.195 77.1825
77.602 77.5875
78.0074 77.994
78.4134 78.3995
78.8184 78.8055
79.2233 79.209
79.6308 79.617
80.0348 80.0205
80.4392 80.427
80.8477 80.8335
81.2507 81.236
81.6351 81.6395
82.0431 82.046
82.4456 82.452
82.8521 82.8565
83.2585 83.2604
83.665 83.6679
84.07 84.0714
84.4824 84.4774
84.8799 84.8799
85.2839 85.2844
85.6903 85.6924
86.0943 86.0999
86.4973 86.5004
86.9052 86.9084
87.3097 87.3144
87.7132 87.7199
-999.9 -999.9
