-368.22 -243.462 -155.641
-432.088 -89.2216 -155.908
-432.465 -89.2123 -4.2094
-368.545 -243.448 -4.1232
-368.37 -243.826 3.5537
-432.315 -89.5915 3.4896
-432.944 -89.2444 154.846
-369.018 -243.43 158.783
-377.264 -249.646 -162.641
-442.749 -91.4049 -163.015
-443.158 -91.3912 -4.1005
-377.652 -249.655 -4.2
-377.81 -249.279 3.9728
-443.183 -91.3911 3.5059
-443.676 -91.449 162.019
-378.247 -249.3 162.456
-386.452 -255.621 -167.506
-453.58 -93.5279 -167.546
-454.086 -93.5206 -4.1328
-386.855 -255.589 -4.18
-386.838 -255.588 3.2088
-454.116 -93.5517 3.3998
-454.569 -93.4879 166.36
-387.386 -255.587 166.461
-395.564 -261.857 -171.203
-464.373 -95.6661 -170.814
-464.847 -95.6745 -4.6161
-395.991 -261.877 -4.0281
-395.986 -261.841 3.2859
-464.9 -95.6566 3.4346
-465.416 -95.5641 170.136
-396.502 -261.802 170.103
-404.661 -267.853 -175.081
-475.116 -97.7023 -175.04
-475.623 -97.6858 -4.1276
-405.023 -267.76 -4.4878
-405.052 -267.78 2.8486
-475.661 -97.672 2.7509
-476.165 -97.6442 173.848
-405.649 -267.772 173.338
-413.539 -274.417 -178.741
-486.022 -100.043 -178.797
-486.602 -100.062 -4.7664
-414.058 -274.37 -5.2887
-414.225 -274.048 3.4094
-486.806 -99.6811 3.1314
-487.426 -99.5773 177.635
-414.802 -273.935 177.39
-434.958 -84.4465 -155.345
-434.169 82.7039 -154.685
-434.472 82.7514 -5.4019
-435.103 -84.403 -5.1985
-435.105 -84.4385 3.695
-434.482 82.7326 3.6694
-434.826 82.7897 153.15
-435.503 -84.3769 154.323
-445.756 -86.4938 -155.688
-444.955 84.5902 -159.351
-445.263 84.6614 -6.3819
-445.941 -86.4207 -5.7699
-445.955 -86.4478 7.39748
-445.286 84.6284 4.07755
-445.655 84.7096 157.432
-446.348 -86.381 157.465
-456.592 -88.5883 -163.693
-455.722 87.0859 -163.305
-456.021 87.1599 -4.9125
-456.796 -88.5353 -4.7589
-456.805 -88.5529 3.8849
-456.048 87.1607 3.2382
-456.451 87.2561 161.9
-457.2 -88.427 161.73
-467.432 -90.9099 -167.238
-466.562 89.218 -166.803
-466.848 89.3534 -7.5316
-467.626 -90.7915 -7.0108
-467.632 -90.7915 3.933
-466.871 89.3581 4.6906
-467.238 89.4968 165.59
-468.055 -90.6524 166.047
-478.248 -92.8392 -170.725
-477.368 91.1257 -170.935
-477.655 91.2231 -5.1861
-478.513 -92.7598 -5.513
-478.536 -92.7401 3.3601
-477.687 91.2254 3.6131
-478.061 91.3627 169.359
-478.848 -92.6027 168.89
-488.985 -95.0729 -174.476
-488.117 93.1871 -173.781
-488.462 93.3231 -5.14984
-489.275 -94.9443 -5.37146
-489.282 -94.5345 4.5281
-488.479 93.3101 4.3734
-488.781 93.4974 173.089
-489.672 -94.3494 173.272
-433.061 88.1914 -155.792
-369.152 242.656 -155.412
-369.361 242.651 -5.1017
-433.166 88.1448 -5.8092
-433.177 88.138 4.7115
-369.384 242.65 4.4005
-369.698 242.683 154.368
-433.51 88.2049 153.858
-443.835 90.4504 -159.489
-378.211 248.913 -159.318
-378.453 248.929 -4.8583
-443.966 90.4282 -6.5798
-443.949 90.4136 5.2604
-378.617 248.55 3.7365
-378.861 248.565 158.203
-444.202 90.4299 156.305
-454.603 92.4945 -163.249
-387.394 254.805 -162.801
-387.632 254.831 -4.6627
-454.8 92.4976 -5.7771
-454.48 93.231 3.2298
-387.636 254.809 3.7367
-387.924 254.868 162.142
-454.724 93.2693 161.603
-465.328 94.6908 -167.203
-396.507 261.181 -166.826
-396.703 261.294 -4.7712
-465.432 94.7555 -5.9308
-465.584 94.3763 4.5365
-396.879 260.933 3.9837
-397.095 261.064 165.753
-465.888 94.5507 165.184
-476.159 96.8845 -170.221
-405.851 266.886 -170.156
-406.102 266.873 -5.1491
-476.316 96.8443 -5.3714
-476.322 96.8213 4.6994
-406.121 266.881 3.5947
-406.4 266.952 169.097
-476.69 96.9036 166.787
-487.036 98.964 -171.852
-414.902 273.313 -174.579
-415.094 273.332 -6.4138
-487.219 98.9827 -6.5063
-487.228 98.9856 3.378
-415.281 272.971 5.3002
-415.54 273.097 171.529
-487.498 99.1277 172.446
-366.126 247.342 -155.304
-248.041 365.325 -154.966
-248.207 365.409 -3.9926
-366.174 247.303 -4.8606
-366.187 247.279 3.5973
-248.222 365.379 4.1741
-248.434 365.499 154.681
-366.404 247.39 153.956
-375.12 253.515 -158.091
-254.253 374.239 -156.358
-254.418 374.237 -11.1368
-375.247 253.489 -14.3878
-375.261 253.483 4.4668
-254.418 374.235 4.6779
-254.635 374.336 157.774
-375.408 253.528 157.051
-384.341 259.541 -162.341
-260.217 383.517 -162.34
-260.366 383.561 -5.3453
-384.436 259.536 -4.9666
-383.86 260.092 3.9307
-260.364 383.55 4.6125
-260.51 383.66 162.025
-383.989 260.173 160.887
-393.221 265.903 -165.955
-266.258 392.783 -164.302
-266.427 392.769 -7.8146
-393.286 265.795 -5.6005
-393.578 265.496 5.9124
-266.455 392.763 6.3969
-266.663 392.855 165.543
-393.83 265.604 165.522
-402.55 271.831 -168.592
-272.619 401.677 -170.215
-272.805 401.681 -5.3295
-402.687 271.766 -5.4989
-402.709 271.758 6.3169
-272.842 401.653 4.0723
-273.065 401.692 169.597
-402.948 271.788 169.131
-411.725 277.807 -174.547
-279.63 409.823 -174.253
-279.819 409.874 -5.4273
-411.894 277.817 -8.0005
-411.896 277.83 3.9412
-278.716 411.052 5.1893
-278.934 411.116 172.502
-412.144 277.909 173.634
