  0  0  0           -0.377748          -0.0148545
  0  0  1            0.835186          -0.0166602
  0  0  2           -0.131559          -0.0190886
  0  0  3            0.600658          -0.0138588
  0  0  4            -2.54137          -0.0172034
  0  0  5            -1.58787          -0.0167182
  0  0  6            -3.32674         -0.00785384
  0  0  7            -3.18175          -0.0046712
  0  0  8            -2.34156         -0.00633791
  0  0  9            -1.78814          -0.0084366
  0  0 10            -1.85983         -0.00928536
  0  0 11           -0.986597         -0.00494992
  0  0 12           -0.276936          -0.0151297
  0  0 13           -0.443209          -0.0169379
  0  0 14            -1.52116          -0.0188988
  0  0 15            -1.38866          -0.0116602
  0  0 16            -2.41882          -0.0152441
  0  0 17            -2.31551          -0.0163227
  0  0 18            -1.86306          -0.0115895
  0  0 19            -2.19452         -0.00698147
  0  0 20            -2.41809         -0.00720672
  0  0 21            -2.97074          -0.0083933
  0  0 22            -2.62643          -0.0117886
  0  0 23            -1.40063         -0.00751537
  0  1  0            -4.68966          -0.0215683
  0  1  1            -5.00948          -0.0273494
  0  1  2            -4.91001          -0.0257672
  0  1  3            -3.48925          -0.0257749
  0  1  4            -6.04268           -0.017666
  0  1  5              -4.956           -0.021831
  0  1  6            -7.54915         -0.00980327
  0  1  7            -4.90714          -0.0123957
  0  1  8            -1.61126          -0.0149483
  0  1  9            -3.85978          -0.0126831
  0  1 10            -2.65577          -0.0125706
  0  1 11            -3.45486          -0.0100393
  0  1 12            -3.13447          -0.0248649
  0  1 13            -3.20796          -0.0254605
  0  1 14            -4.78772           -0.025842
  0  1 15             -4.1675          -0.0213327
  0  1 16            -4.54991          -0.0237359
  0  1 17            -4.34154           -0.023146
  0  1 18            -3.92149          -0.0197094
  0  1 19            -4.82172          -0.0152339
  0  1 20            -4.45299          -0.0158362
  0  1 21            -5.14221          -0.0114676
  0  1 22            -4.55178          -0.0127933
  0  1 23            -2.69987         -0.00987322
  1  0  0            -4.08132          0.00472738
  1  0  1            -3.01239          0.00690207
  1  0  2             -3.9754          0.00227035
  1  0  3            -3.62284         0.000542823
  1  0  4            -3.38389            0.011019
  1  0  5            -2.68619          0.00639045
  1  0  6             -3.3507          0.00679897
  1  0  7            -2.79248          0.00746598
  1  0  8            -4.37671          0.00774424
  1  0  9            -5.09548          0.00637691
  1  0 10             -4.2409          0.00597831
  1  0 11            -3.98948          0.00918603
  1  0 12            -3.24846          0.00225737
  1  0 13            -2.20044          0.00292287
  1  0 14            -1.87899          0.00716625
  1  0 15           -0.200026           0.0102212
  1  0 16            -1.60377          0.00878027
  1  0 17             -2.6839          0.00531678
  1  0 18            -3.48897          0.00469604
  1  0 19           -0.601913          0.00592961
  1  0 20           -0.333795            0.012449
  1  0 21            -1.49516           0.0129723
  1  0 22            -2.18663           0.0101663
  1  0 23            -2.19736          0.00803271
  1  1  0            -2.68906          0.00370672
  1  1  1            -2.97425          0.00514465
  1  1  2           -0.881125          0.00700679
  1  1  3            -0.82315          0.00518067
  1  1  4            -2.04982          0.00490492
  1  1  5            -1.25022          0.00373258
  1  1  6           -0.811255          0.00420247
  1  1  7           -0.638855          0.00376657
  1  1  8           -0.995723        -4.99096e-05
  1  1  9           -0.250813          0.00313844
  1  1 10           -0.471689          0.00366788
  1  1 11           -0.363987          0.00637572
  1  1 12            -1.70785          0.00093056
  1  1 13            -3.89667         -0.00347681
  1  1 14            -1.72909          0.00431364
  1  1 15            -1.11029          0.00710723
  1  1 16             -3.3375          0.00473336
  1  1 17            -0.81117          0.00561332
  1  1 18            -1.27979          0.00517396
  1  1 19            -2.59787          0.00121643
  1  1 20            -2.03425          0.00126272
  1  1 21            -1.70631          0.00220606
  1  1 22            -1.79218          0.00176583
  1  1 23            -1.53326           0.0108818
