   5   2   9	0.0273847
   5   2   2	0.0272297
   5   2   10	0.0274582
   5   2   3	0.028512
   5   2   11	0.0276537
   5   2   4	0.0285539
   5   2   12	0.027955
   5   2   5	0.0296566
   5   2   13	0.0288311
   5   2   6	0.0286103
   5   2   14	0.0283364
   5   2   7	0.0283338
   5   2   15	0.0283256
   5   3   0	0.0279046
   5   3   8	0.0290516
   5   3   1	0.0286484
   5   3   9	0.0300405
   5   3   2	0.0279791
   5   3   10	0.0285845
   5   3   3	0.0278545
   5   3   11	0.0287707
   5   3   4	0.0278673
   5   3   12	0.0278148
   5   3   5	0.0269451
   5   3   13	0.0272592
   5   3   6	0.0281167
   5   3   14	0.0280452
   5   3   7	0.027189
   5   3   15	0.0282178
   5   4   0	0.0286678
   5   4   8	0.0272315
   5   4   1	0.0293952
   5   4   9	0.0273678
   5   4   2	0.0282188
   5   4   10	0.0280442
   5   4   3	0.0287407
   5   4   11	0.0272357
   5   4   4	0.0284867
   5   4   12	0.0280664
   5   4   5	0.0277037
   5   4   13	0.0277637
   5   4   6	0.0275316
   5   4   14	0.0283943
   5   4   7	0.0285468
   5   4   15	0.0286089
   5   5   0	0.0278201
   5   5   8	0.0271344
   5   5   1	0.0268552
   5   5   9	0.0273967
   5   5   2	0.0274849
   5   5   10	0.02758
   5   5   3	0.0273002
   5   5   11	0.0276096
   5   5   4	0.0275531
   5   5   12	0.0277666
   5   5   5	0.0273884
   5   5   13	0.0272728
   5   5   6	0.0274104
   5   5   14	0.0273467
   5   5   7	0.026864
   5   5   15	0.0278649
   5   6   0	0.0284729
   5   6   8	0.0287326
   5   6   1	0.0287603
   5   6   9	0.0288501
   5   6   2	0.0287417
   5   6   10	0.0279454
   5   6   3	0.0284414
   5   6   11	0.028852
   5   6   4	0.028213
   5   6   12	0.0274846
   5   6   5	0.0278234
   5   6   13	0.0273658
   5   6   6	0.0274455
   5   6   14	0.0271605
   5   6   7	0.0281807
   5   6   15	0.0270625
   5   7   0	0.0281226
   5   7   8	0.0272863
   5   7   1	0.0276522
   5   7   9	0.0270525
   5   7   2	0.0283001
   5   7   10	0.0274033
   5   7   3	0.0279978
   5   7   11	0.028163
   5   7   4	0.0283718
   5   7   12	0.027986
   5   7   5	0.0280204
   5   7   13	0.0272691
   5   7   6	0.0279489
   5   7   14	0.0278259
   5   7   7	0.0279839
   5   7   15	0.0274625
   6   4   0	0.0277028
   6   4   8	0.0276011
   6   4   1	0.028508
   6   4   9	0.0276161
   6   4   2	0.0276682
   6   4   10	0.0272862
   6   4   3	0.0283027
   6   4   11	0.0280823
   6   4   4	0.0263986
   6   4   12	0.0274339
   6   4   5	0.0270337
   6   4   13	0.0276161
   6   4   6	0.0277386
   6   4   14	0.0271744
   6   4   7	0.0283564
   6   4   15	0.0274813
   6   5   0	0.0275226
   6   5   8	0.0275301
   6   5   1	0.0280302
   6   5   9	0.0283732
   6   5   2	0.027519
   6   5   10	0.0281499
   6   5   3	0.0282288
   6   5   11	0.0277152
   6   5   4	0.0293549
   6   5   12	0.0281584
   6   5   5	0.029589
   6   5   13	0.0279001
   6   5   6	0.0291378
   6   5   14	0.0282982
   6   5   7	0.0283185
   6   5   15	0.0275186
   6   6   0	0.0284173
   6   6   8	0.0282742
   6   6   1	0.0276801
   6   6   9	0.0284373
   6   6   2	0.0282934
   6   6   10	0.0279923
   6   6   3	0.0285345
   6   6   11	0.0287925
   6   6   4	0.0284914
   6   6   12	0.0278799
   6   6   5	0.02752
   6   6   13	0.0279814
   6   6   6	0.0282894
   6   6   14	0.0282545
   6   6   7	0.0279491
   6   6   15	0.0277326
   6   7   0	0.0277464
   6   7   8	0.0273339
   6   7   1	0.0273099
   6   7   9	0.0274811
   6   7   2	0.0273427
   6   7   10	0.0267652
   6   7   3	0.0281188
   6   7   11	0.0266834
   6   7   4	0.0285731
   6   7   12	0.0273168
   6   7   5	0.028408
   6   7   13	0.0270515
   6   7   6	0.0281782
   6   7   14	0.0271065
   6   7   7	0.02921
   6   7   15	0.0275427
   5   8   0	0.0275388
   5   8   8	0.0280182
   5   8   1	0.0274875
   5   8   9	0.0278419
   5   8   2	0.0286329
   5   8   10	0.0281597
   5   8   3	0.0282215
   5   8   11	0.0288337
   5   8   4	0.0279099
   5   8   12	0.0284145
   5   8   5	0.0284237
   5   8   13	0.0277158
   5   8   6	0.0287892
   5   8   14	0.0291176
   5   8   7	0.0281935
   5   8   15	0.0276202
   5   9   0	0.0291545
   5   9   8	0.0291159
   5   9   1	0.0287702
   5   9   9	0.0275957
   5   9   2	0.0285992
   5   9   10	0.0284486
   5   9   3	0.0287876
   5   9   11	0.0287703
   5   9   4	0.0283031
   5   9   12	0.0270796
   5   9   5	0.0285641
   5   9   13	0.0273135
   5   9   6	0.0273585
   5   9   14	0.0264959
   5   9   7	0.027898
   5   9   15	0.0274426
   5   10   0	0.0276263
   5   10   8	0.0272192
   5   10   1	0.0271963
   5   10   9	0.0257088
   5   10   2	0.0272504
   5   10   10	0.0266565
   5   10   3	0.0277638
   5   10   11	0.0264559
   5   10   4	0.0271437
   5   10   12	0.0288467
   5   10   5	0.0270985
   5   10   13	0.0276034
   5   10   6	0.0266206
   5   10   14	0.0283796
   5   10   7	0.0270032
   5   10   15	0.0282522
   5   11   0	0.0286297
   5   11   8	0.0284742
   5   11   1	0.0282959
   5   11   9	0.0277252
   5   11   2	0.0276885
   5   11   10	0.0270147
   5   11   3	0.0277072
   5   11   11	0.0275552
   5   11   4	0.0274783
   5   11   12	0.028586
   5   11   5	0.0273301
   5   11   13	0.0277332
   5   11   6	0.0274696
   5   11   14	0.0276174
   5   11   7	0.0276149
   5   11   15	0.0277603
   5   12   0	0.0290389
   5   12   8	0.0286889
   5   12   1	0.0284116
   5   12   9	0.029661
   5   12   2	0.0274728
   5   12   10	0.029015
   5   12   3	0.0274274
   5   12   11	0.0291768
   5   12   4	0.0285796
   5   12   12	0.0291544
   5   12   5	0.0283919
   5   12   13	0.0287057
   5   12   6	0.0279302
   5   12   14	0.0280723
   5   12   7	0.0281845
   5   12   15	0.0287059
   5   13   0	0.0277842
   5   13   8	0.0280368
   5   13   1	0.0278157
   5   13   9	0.0276802
   5   13   2	0.0280711
   5   13   10	0.0266996
   5   13   3	0.0289698
   5   13   11	0.0274913
   5   13   4	0.0273642
   5   13   12	0.0277992
   5   13   5	0.0272404
   5   13   13	0.0280498
   5   13   6	0.0285478
   5   13   14	0.0282016
   5   13   7	0.0280393
   5   13   15	0.0275035
   5   14   0	0.0277187
   5   14   8	0.0281331
   5   14   1	0.0276035
   5   14   9	0.0280182
   5   14   2	0.0280261
   5   14   10	0.0280531
   5   14   3	0.0272351
   5   14   11	0.0278018
   5   14   4	0.0277433
   5   14   12	0.0280079
   5   14   5	0.0277732
   5   14   13	0.0272858
   5   14   6	0.0273659
   5   14   14	0.0281705
   5   14   7	0.0282259
   5   14   15	0.0278687
   5   15   0	0.0286847
   5   15   8	0.0268244
   5   15   1	0.0292679
   5   15   9	0.0280966
   5   15   2	0.0273163
   5   15   10	0.0279086
   5   15   3	0.0283552
   5   15   11	0.0276784
   5   15   4	0.0273737
   5   15   12	0.0275229
   5   15   5	0.0269788
   5   15   13	0.0272253
   5   15   6	0.027262
   5   15   14	0.0277909
   5   15   7	0.0276344
   5   15   15	0.0281638
   6   8   0	0.028628
   6   8   8	0.0285495
   6   8   1	0.0288224
   6   8   9	0.0290226
   6   8   2	0.0286945
   6   8   10	0.0285803
   6   8   3	0.0279829
   6   8   11	0.028615
   6   8   4	0.0259805
   6   8   12	0.028169
   6   8   5	0.0265083
   6   8   13	0.0276863
   6   8   6	0.0259404
   6   8   14	0.0285388
   6   8   7	0.0266208
   6   8   15	0.0286816
   6   9   0	0.0268127
   6   9   8	0.0279968
   6   9   1	0.0281398
   6   9   9	0.0281252
   6   9   2	0.0265889
   6   9   10	0.0276963
   6   9   3	0.0266596
   6   9   11	0.0273517
   6   9   4	0.0286972
   6   9   12	0.0296373
   6   9   5	0.0281115
   6   9   13	0.0285859
   6   9   6	0.0275754
   6   9   14	0.0269591
   6   9   7	0.0271959
   6   9   15	0.027339
   6   10   0	0.0278709
   6   10   8	0.0269331
   6   10   1	0.0272409
   6   10   9	0.0274034
   6   10   2	0.0272636
   6   10   10	0.026822
   6   10   3	0.0269487
   6   10   11	0.026902
   6   10   4	0.0267948
   6   10   12	0.0278918
   6   10   5	0.027884
   6   10   13	0.0285694
   6   10   6	0.0270639
   6   10   14	0.0281912
   6   10   7	0.0276252
   6   10   15	0.0282429
   6   11   0	0.0283355
   6   11   8	0.0279303
   6   11   1	0.0285497
   6   11   9	0.0285807
   6   11   2	0.0278974
   6   11   10	0.0282753
   6   11   3	0.0270767
   6   11   11	0.0279613
   6   11   4	0.0275526
   6   11   12	0.0285561
   6   11   5	0.0268774
   6   11   13	0.0287721
   6   11   6	0.0272593
   6   11   14	0.0281332
   6   11   7	0.0281097
   6   11   15	0.0285398
   4   0   0	0.0274144
   4   0   8	0.0271945
   4   0   1	0.0275185
   4   0   9	0.0268688
   4   0   2	0.0277368
   4   0   10	0.0282672
   4   0   3	0.0279323
   4   0   11	0.0274852
   4   0   4	0.0277871
   4   0   12	0.0281041
   4   0   5	0.0272058
   4   0   13	0.0279833
   4   0   6	0.0271174
   4   0   14	0.0275677
   4   0   7	0.0273931
   4   0   15	0.0281014
   4   1   0	0.027601
   4   1   8	0.0279442
   4   1   1	0.0282297
   4   1   9	0.0274618
   4   1   2	0.0275958
   4   1   10	0.0286667
   4   1   3	0.0283124
   4   1   11	0.0280058
   4   1   4	0.0287556
   4   1   12	0.0292416
   4   1   5	0.0293814
   4   1   13	0.0287962
   4   1   6	0.0306387
   4   1   14	0.0294473
   4   1   7	0.0303683
   4   1   15	0.0290015
   4   2   0	0.0275283
   4   2   8	0.0280435
   4   2   1	0.0274767
   4   2   9	0.0276942
   4   2   2	0.0273635
   4   2   10	0.0277476
   4   2   3	0.0268756
   4   2   11	0.0272327
   4   2   4	0.0272816
   4   2   12	0.0269272
   4   2   5	0.0281555
   4   2   13	0.0278412
   4   2   6	0.0273086
   4   2   14	0.0277972
   4   2   7	0.0274765
   4   2   15	0.0280259
   4   3   0	0.0273096
   4   3   8	0.027978
   4   3   1	0.027451
   4   3   9	0.0264072
   4   3   2	0.0273203
   4   3   10	0.0269962
   4   3   3	0.0269952
   4   3   11	0.027449
   4   3   4	0.0277605
   4   3   12	0.0272
   4   3   5	0.0280027
   4   3   13	0.0270856
   4   3   6	0.0279384
   4   3   14	0.027694
   4   3   7	0.0280063
   4   3   15	0.0274375
   4   4   0	0.0279737
   4   4   8	0.0265274
   4   4   1	0.0275526
   4   4   9	0.0274216
   4   4   2	0.0277708
   4   4   10	0.0273845
   4   4   3	0.0272628
   4   4   11	0.0265898
   4   4   4	0.0269849
   4   4   12	0.0284887
   4   4   5	0.0264285
   4   4   13	0.0280463
   4   4   6	0.0264293
   4   4   14	0.0287608
   4   4   7	0.0271039
   4   4   15	0.0282345
   4   5   0	0.0275229
   4   5   8	0.0267713
   4   5   1	0.0264008
   4   5   9	0.0267205
   4   5   2	0.0270933
   4   5   10	0.0269798
   4   5   3	0.027772
   4   5   11	0.0269709
   4   5   4	0.0271044
   4   5   12	0.028284
   4   5   5	0.0269732
   4   5   13	0.0286655
   4   5   6	0.0275296
   4   5   14	0.0277401
   4   5   7	0.0275604
   4   5   15	0.0284898
   4   6   0	0.0264617
   4   6   8	0.027599
   4   6   1	0.0260517
   4   6   9	0.027574
   4   6   2	0.0259056
   4   6   10	0.0270411
   4   6   3	0.0264779
   4   6   11	0.0277412
   4   6   4	0.0268389
   4   6   12	0.0276319
   4   6   5	0.0268664
   4   6   13	0.027584
   4   6   6	0.0269436
   4   6   14	0.0279682
   4   6   7	0.0274414
   4   6   15	0.0278407
   4   7   0	0.0274479
   4   7   8	0.0273989
   4   7   1	0.0276433
   4   7   9	0.0275703
   4   7   2	0.0274815
   4   7   10	0.0277756
   4   7   3	0.0275247
   4   7   11	0.0273083
   4   7   4	0.0270118
   4   7   12	0.0279744
   4   7   5	0.0274263
   4   7   13	0.0273983
   4   7   6	0.0274746
   4   7   14	0.0281204
   4   7   7	0.0284144
   4   7   15	0.0283588
   6   12   0	0.0290045
   6   12   8	0.028486
   6   12   1	0.029858
   6   12   9	0.0286986
   6   12   2	0.0296156
   6   12   10	0.0286807
   6   12   3	0.0282429
   6   12   11	0.0279144
   6   12   4	0.0265829
   6   12   12	0.0288364
   6   12   5	0.0270385
   6   12   13	0.0286169
   6   12   6	0.0271273
   6   12   14	0.0291363
   6   12   7	0.0261208
   6   12   15	0.0290894
   6   13   0	0.0270534
   6   13   8	0.0286483
   6   13   1	0.027083
   6   13   9	0.0282752
   6   13   2	0.027575
   6   13   10	0.0295134
   6   13   3	0.027412
   6   13   11	0.027643
   6   13   4	0.0282435
   6   13   12	0.0284771
   6   13   5	0.0278384
   6   13   13	0.0291398
   6   13   6	0.0278107
   6   13   14	0.0282648
   6   13   7	0.0279666
   6   13   15	0.0282115
   6   14   0	0.0270242
   6   14   8	0.0264217
   6   14   1	0.0274837
   6   14   9	0.0260079
   6   14   2	0.0274189
   6   14   10	0.0273954
   6   14   3	0.0263237
   6   14   11	0.0264324
   6   14   4	0.0280512
   6   14   12	0.0280789
   6   14   5	0.028784
   6   14   13	0.0286077
   6   14   6	0.0281285
   6   14   14	0.0289866
   6   14   7	0.0274766
   6   14   15	0.028983
   6   15   0	0.0276993
   6   15   8	0.0294028
   6   15   1	0.028343
   6   15   9	0.0287854
   6   15   2	0.0283399
   6   15   10	0.0288266
   6   15   3	0.0278363
   6   15   11	0.0294463
   6   15   4	0.0290762
   6   15   12	0.0270168
   6   15   5	0.0291806
   6   15   13	0.0270185
   6   15   6	0.0287116
   6   15   14	0.0276984
   6   15   7	0.0295504
   6   15   15	0.0272992
   4   8   0	0.0270913
   4   8   8	0.028423
   4   8   1	0.0272562
   4   8   9	0.0287434
   4   8   2	0.027639
   4   8   10	0.0279911
   4   8   3	0.0273191
   4   8   11	0.0287604
   4   8   4	0.0276713
   4   8   12	0.0285784
   4   8   5	0.0269135
   4   8   13	0.027629
   4   8   6	0.0273584
   4   8   14	0.0276029
   4   8   7	0.0276548
   4   8   15	0.0286284
   4   9   0	0.0272527
   4   9   8	0.028521
   4   9   1	0.0272338
   4   9   9	0.0289911
   4   9   2	0.0270577
   4   9   10	0.0296387
   4   9   3	0.0267596
   4   9   11	0.0287595
   4   9   4	0.0273415
   4   9   12	0.0278379
   4   9   5	0.0276535
   4   9   13	0.0275425
   4   9   6	0.0262433
   4   9   14	0.0286924
   4   9   7	0.0267691
   4   9   15	0.0280872
   4   10   0	0.0283193
   4   10   8	0.0275023
   4   10   1	0.0284039
   4   10   9	0.0274635
   4   10   2	0.0285151
   4   10   10	0.0267832
   4   10   3	0.0282458
   4   10   11	0.027821
   4   10   4	0.0283835
   4   10   12	0.0273795
   4   10   5	0.0284095
   4   10   13	0.0276051
   4   10   6	0.0273148
   4   10   14	0.0275565
   4   10   7	0.028008
   4   10   15	0.027992
   4   11   0	0.0296404
   4   11   8	0.0272698
   4   11   1	0.0297111
   4   11   9	0.0281874
   4   11   2	0.0298963
   4   11   10	0.0284861
   4   11   3	0.030127
   4   11   11	0.0280339
   4   11   4	0.028072
   4   11   12	0.0271785
   4   11   5	0.0276388
   4   11   13	0.0270797
   4   11   6	0.0270683
   4   11   14	0.0281303
   4   11   7	0.0273001
   4   11   15	0.0281078
   4   12   0	0.0286943
   4   12   8	0.0276023
   4   12   1	0.0280191
   4   12   9	0.0274174
   4   12   2	0.0293318
   4   12   10	0.0277221
   4   12   3	0.0280106
   4   12   11	0.0280828
   4   12   4	0.0269534
   4   12   12	0.0276263
   4   12   5	0.0275722
   4   12   13	0.0282185
   4   12   6	0.0275777
   4   12   14	0.0281701
   4   12   7	0.0271289
   4   12   15	0.0281198
   4   13   0	0.0268478
   4   13   8	0.0291961
   4   13   1	0.0269847
   4   13   9	0.0279497
   4   13   2	0.0265781
   4   13   10	0.0282934
   4   13   3	0.0272622
   4   13   11	0.0285261
   4   13   4	0.0275226
   4   13   12	0.0284829
   4   13   5	0.0276645
   4   13   13	0.0282465
   4   13   6	0.0269623
   4   13   14	0.0282422
   4   13   7	0.0268893
   4   13   15	0.0282021
   4   14   0	0.0272258
   4   14   8	0.0280658
   4   14   1	0.0279719
   4   14   9	0.0285957
   4   14   2	0.0279492
   4   14   10	0.0286684
   4   14   3	0.0286547
   4   14   11	0.0288158
   4   14   4	0.0275364
   4   14   12	0.0267225
   4   14   5	0.0270155
   4   14   13	0.0276194
   4   14   6	0.0277323
   4   14   14	0.0275928
   4   14   7	0.0275314
   4   14   15	0.0276917
   4   15   0	0.0269928
   4   15   8	0.0275525
   4   15   1	0.027572
   4   15   9	0.0269459
   4   15   2	0.0272839
   4   15   10	0.0273332
   4   15   3	0.0279078
   4   15   11	0.0275823
   4   15   4	0.0278368
   4   15   12	0.0286616
   4   15   5	0.0279441
   4   15   13	0.0276172
   4   15   6	0.0271885
   4   15   14	0.0266714
   4   15   7	0.0277735
   4   15   15	0.0281675
   2   0   0	0.0263326
   2   0   8	0.0283417
   2   0   1	0.0267128
   2   0   9	0.0279266
   2   0   2	0.0272726
   2   0   10	0.0274286
   2   0   3	0.0273844
   2   0   11	0.027569
   2   0   4	0.0286799
   2   0   12	0.0289938
   2   0   5	0.0291263
   2   0   13	0.0281318
   2   0   6	0.0281051
   2   0   14	0.0283257
   2   0   7	0.0286164
   2   0   15	0.0286492
   2   1   0	0.0250934
   2   1   8	0.0266821
   2   1   1	0.0253445
   2   1   9	0.0266862
   2   1   2	0.0262803
   2   1   10	0.0277659
   2   1   3	0.0262581
   2   1   11	0.0272231
   2   1   4	0.028192
   2   1   12	0.0284913
   2   1   5	0.0279287
   2   1   13	0.0273164
   2   1   6	0.0280311
   2   1   14	0.0276745
   2   1   7	0.0280014
   2   1   15	0.0278551
   2   2   0	0.028345
   2   2   8	0.0282596
   2   2   1	0.0274644
   2   2   9	0.0280451
   2   2   2	0.027194
   2   2   10	0.0277443
   2   2   3	0.0264183
   2   2   11	0.0280747
   2   2   4	0.026681
   2   2   12	0.0267642
   2   2   5	0.0274665
   2   2   13	0.0273679
   2   2   6	0.0269703
   2   2   14	0.0269629
   2   2   7	0.0270706
   2   2   15	0.0279365
   2   3   0	0.0272008
   2   3   8	0.0269696
   2   3   1	0.0273671
   2   3   9	0.026639
   2   3   2	0.0276609
   2   3   10	0.0277249
   2   3   3	0.0278334
   2   3   11	0.0278794
   2   3   4	0.0272183
   2   3   12	0.0286459
   2   3   5	0.0279416
   2   3   13	0.0286363
   2   3   6	0.0277781
   2   3   14	0.0287697
   2   3   7	0.0286016
   2   3   15	0.0279618
   0   0   0	0.0291487
   0   0   8	0.026865
   0   0   1	0.0291063
   0   0   9	0.0278843
   0   0   2	0.0291379
   0   0   10	0.027668
   0   0   3	0.0296497
   0   0   11	0.0280678
   0   0   4	0.0291644
   0   0   12	0.0279379
   0   0   5	0.0288542
   0   0   13	0.0284029
   0   0   6	0.0300371
   0   0   14	0.0286614
   0   0   7	0.0288499
   0   0   15	0.0291576
   0   1   0	0.029108
   0   1   8	0.0284157
   0   1   1	0.0283511
   0   1   9	0.0289263
   0   1   2	0.0276984
   0   1   10	0.0282242
   0   1   3	0.0276193
   0   1   11	0.0282158
   0   1   4	0.0287187
   0   1   12	0.0267383
   0   1   5	0.0286979
   0   1   13	0.0262533
   0   1   6	0.0282401
   0   1   14	0.0270888
   0   1   7	0.028844
   0   1   15	0.0269692
   0   2   0	0.0274223
   0   2   8	0.0279134
   0   2   1	0.0280004
   0   2   9	0.0273726
   0   2   2	0.0276896
   0   2   10	0.0274682
   0   2   3	0.027113
   0   2   11	0.0275919
   0   2   4	0.0279364
   0   2   12	0.0271605
   0   2   5	0.0272756
   0   2   13	0.0271115
   0   2   6	0.02739
   0   2   14	0.0268259
   0   2   7	0.026798
   0   2   15	0.0269774
   0   3   0	0.027527
   0   3   8	0.0286429
   0   3   1	0.0285047
   0   3   9	0.0283419
   0   3   2	0.027514
   0   3   10	0.0283623
   0   3   3	0.0277138
   0   3   11	0.0278714
   0   3   4	0.0287148
   0   3   12	0.0272512
   0   3   5	0.0282385
   0   3   13	0.0283654
   0   3   6	0.0270435
   0   3   14	0.0274066
   0   3   7	0.0281905
   0   3   15	0.0283763
   0   4   0	0.0267019
   0   4   8	0.028321
   0   4   1	0.027965
   0   4   9	0.0284105
   0   4   2	0.0261811
   0   4   10	0.0280311
   0   4   3	0.0272781
   0   4   11	0.027615
   0   4   4	0.0273527
   0   4   12	0.0272924
   0   4   5	0.027067
   0   4   13	0.0273681
   0   4   6	0.0262926
   0   4   14	0.0271742
   0   4   7	0.0267678
   0   4   15	0.0265275
   0   5   0	0.0272194
   0   5   8	0.0288435
   0   5   1	0.026543
   0   5   9	0.0280375
   0   5   2	0.0271125
   0   5   10	0.0282451
   0   5   3	0.0276543
   0   5   11	0.0288311
   0   5   4	0.0282832
   0   5   12	0.0286746
   0   5   5	0.0276586
   0   5   13	0.0288006
   0   5   6	0.0277719
   0   5   14	0.0280432
   0   5   7	0.0295087
   0   5   15	0.0284512
   0   6   0	0.0272026
   0   6   8	0.0271025
   0   6   1	0.0277138
   0   6   9	0.0274179
   0   6   2	0.0279749
   0   6   10	0.0268416
   0   6   3	0.0274026
   0   6   11	0.0265453
   0   6   4	0.0274911
   0   6   12	0.028654
   0   6   5	0.0284162
   0   6   13	0.0285243
   0   6   6	0.0279037
   0   6   14	0.0279755
   0   6   7	0.0284004
   0   6   15	0.027937
   0   7   0	0.0267319
   0   7   8	0.0273042
   0   7   1	0.0264829
   0   7   9	0.0272177
   0   7   2	0.0262837
   0   7   10	0.0275861
   0   7   3	0.0268341
   0   7   11	0.026944
   0   7   4	0.0282455
   0   7   12	0.0289664
   0   7   5	0.0276936
   0   7   13	0.0273893
   0   7   6	0.028372
   0   7   14	0.0280243
   0   7   7	0.0286636
   0   7   15	0.0275589
   2   4   0	0.0284681
   2   4   8	0.0260179
   2   4   1	0.028988
   2   4   9	0.0268292
   2   4   2	0.0281821
   2   4   10	0.026769
   2   4   3	0.0275363
   2   4   11	0.026674
   2   4   4	0.0278195
   2   4   12	0.0288222
   2   4   5	0.0277882
   2   4   13	0.0284624
   2   4   6	0.0271056
   2   4   14	0.0284172
   2   4   7	0.027468
   2   4   15	0.0284745
   2   5   0	0.0277787
   2   5   8	0.0288431
   2   5   1	0.0282538
   2   5   9	0.0289974
   2   5   2	0.0274893
   2   5   10	0.0287593
   2   5   3	0.0270543
   2   5   11	0.0288195
   2   5   4	0.0274059
   2   5   12	0.0285487
   2   5   5	0.0268297
   2   5   13	0.0290867
   2   5   6	0.0278405
   2   5   14	0.0286518
   2   5   7	0.027498
   2   5   15	0.028623
   2   6   0	0.0283994
   2   6   8	0.0288728
   2   6   1	0.0280857
   2   6   9	0.0279845
   2   6   2	0.0275496
   2   6   10	0.0273312
   2   6   3	0.0281051
   2   6   11	0.0279808
   2   6   4	0.0275835
   2   6   12	0.0302163
   2   6   5	0.0285218
   2   6   13	0.0286891
   2   6   6	0.028341
   2   6   14	0.0284388
   2   6   7	0.0286051
   2   6   15	0.028596
   2   7   0	0.0275664
   2   7   8	0.0282107
   2   7   1	0.0270632
   2   7   9	0.028542
   2   7   2	0.026573
   2   7   10	0.0283044
   2   7   3	0.0274298
   2   7   11	0.0283002
   2   7   4	0.0285171
   2   7   12	0.0271842
   2   7   5	0.028567
   2   7   13	0.0280008
   2   7   6	0.0281669
   2   7   14	0.0277157
   2   7   7	0.0282782
   2   7   15	0.0274451
   0   8   0	0.0276938
   0   8   8	0.027466
   0   8   1	0.02853
   0   8   9	0.0278128
   0   8   2	0.0278772
   0   8   10	0.0269437
   0   8   3	0.027604
   0   8   11	0.0271863
   0   8   4	0.0283912
   0   8   12	0.0267847
   0   8   5	0.0289224
   0   8   13	0.0268702
   0   8   6	0.0280171
   0   8   14	0.0267192
   0   8   7	0.0280706
   0   8   15	0.0273703
   0   9   0	0.028176
   0   9   8	0.0282583
   0   9   1	0.0284977
   0   9   9	0.0282337
   0   9   2	0.0274651
   0   9   10	0.0277066
   0   9   3	0.0281128
   0   9   11	0.0272356
   0   9   4	0.0281099
   0   9   12	0.0282132
   0   9   5	0.0281987
   0   9   13	0.0288802
   0   9   6	0.0279949
   0   9   14	0.0292584
   0   9   7	0.0270752
   0   9   15	0.0284374
   0   10   0	0.0291949
   0   10   8	0.0283114
   0   10   1	0.0289964
   0   10   9	0.0272655
   0   10   2	0.0288071
   0   10   10	0.027312
   0   10   3	0.0286645
   0   10   11	0.0284308
   0   10   4	0.0272892
   0   10   12	0.0272482
   0   10   5	0.0266941
   0   10   13	0.0276092
   0   10   6	0.0271218
   0   10   14	0.0269914
   0   10   7	0.0267649
   0   10   15	0.0268182
   0   11   0	0.0289289
   0   11   8	0.0288603
   0   11   1	0.0282833
   0   11   9	0.0287226
   0   11   2	0.0283781
   0   11   10	0.029062
   0   11   3	0.0283483
   0   11   11	0.0282275
   0   11   4	0.029406
   0   11   12	0.0281297
   0   11   5	0.0285955
   0   11   13	0.0280835
   0   11   6	0.0277153
