   0		-0.558246		12.3837		-0.90004		16.145
   1		-0.558246		13.6588		-0.90004		17.3078
   2		-0.558246		10.4428		-0.90004		11.4208
   3		-0.558246		13.4213		-0.90004		13.3286
   4		-0.558246		9.53869		-0.90004		14.7285
   5		-0.558246		12.199		-0.90004		14.3696
   6		-0.558246		13.5116		-0.90004		11.8667
   7		-0.558246		13.1401		-0.90004		10.0362
   8		-0.558246		10.8513		-0.90004		13.6667
   9		-0.558246		11.0018		-0.90004		11.7792
   10		-0.558246		14.8293		-0.90004		13.6484
   11		-0.558246		11.3769		-0.90004		13.5281
   12		-0.558246		12.9746		-0.90004		11.1289
   13		-0.558246		14.5585		-0.90004		13.6794
   14		-0.558246		14.8749		-0.90004		12.7479
   15		-0.558246		12.4686		-0.90004		11.3635
   16		-0.968574		20.4864		-0.968574		15.1921
   17		-0.968574		18.4757		-0.968574		18.3194
   18		-0.968574		16.9935		-0.968574		17.965
   19		-0.968574		23.494		-0.968574		18.3874
   20		-0.919886		13.3341		-0.919886		14.6815
   21		-0.919886		15.8544		-0.919886		14.4985
   22		-0.919886		14.4154		-0.919886		14.8622
   23		-0.919886		18.0472		-0.919886		15.6985
   24		-0.854967		16.4325		-0.854967		13.7579
   25		-0.854967		17.9025		-0.854967		15.6943
   26		-0.854967		14.7895		-0.854967		16.7433
   27		-0.854967		16.1027		-0.854967		16.728
   28		-0.997171		16.6796		-0.997171		21.7158
   29		-0.997171		16.0872		-0.997171		20.8379
   30		-0.997171		16.9453		-0.997171		17.092
   31		-0.997171		20.4432		-0.997171		22.5668
   32		-0.968574		18.8552		-0.968574		18.6153
   33		-0.968574		17.2486		-0.968574		16.0795
   34		-0.968574		22.9007		-0.968574		22.3146
   35		-0.968574		16.8036		-0.968574		14.5102
   36		-0.919886		14.6763		-0.919886		14.6546
   37		-0.919886		14.4313		-0.919886		12.7431
   38		-0.919886		16.6416		-0.919886		17.84
   39		-0.919886		11.6529		-0.919886		12.4108
   40		-0.854967		17.5651		-0.854967		11.6921
   41		-0.854967		17.7045		-0.854967		18.6869
   42		-0.854967		14.3153		-0.854967		13.9119
   43		-0.854967		13.5034		-0.854967		14.2823
   44		-0.997171		16.7511		-0.997171		15.2748
   45		-0.997171		17.2099		-0.997171		17.2068
   46		-0.997171		16.4803		-0.997171		18.3069
   47		-0.997171		21.0819		-0.997171		19.7322
   48		-0.968574		18.3194		-0.968574		18.3194
   49		-0.968574		18.2514		-0.968574		19.1152
   50		-0.968574		16.8769		-0.968574		21.8211
   51		-0.968574		18.6259		-0.968574		17.5571
   52		-0.919886		10.9767		-0.919886		14.1315
   53		-0.919886		14.9235		-0.919886		14.5311
   54		-0.919886		18.2947		-0.919886		16.278
   55		-0.919886		13.0526		-0.919886		17.5111
   56		-0.854967		14.3978		-0.854967		11.8905
   57		-0.854967		17.3268		-0.854967		17.1519
   58		-0.854967		11.9734		-0.854967		14.8756
   59		-0.854967		14.7863		-0.854967		15.976
   60		-0.997171		16.173		-0.997171		17.6664
   61		-0.997171		17.3081		-0.997171		20.2939
   62		-0.997171		14.5048		-0.997171		15.9951
   63		-0.997171		20.3236		-0.997171		17.7011
   64		-0.968574		15.572		-0.968574		12.3341
   65		-0.968574		20.1439		-0.968574		16.674
   66		-0.968574		19.3596		-0.968574		16.8095
   67		-0.968574		19.6156		-0.968574		15.1771
   68		-0.919886		18.138		-0.919886		14.5885
   69		-0.919886		12.3004		-0.919886		16.9143
   70		-0.919886		14.1859		-0.919886		13.3672
   71		-0.919886		13.2291		-0.919886		10.745
   72		-0.854967		14.7708		-0.854967		15.143
   73		-0.854967		12.7994		-0.854967		14.885
   74		-0.854967		13.4764		-0.854967		13.4375
   75		-0.854967		15.0839		-0.854967		15.8095
   76		-0.997171		13.4132		-0.997171		17.5816
   77		-0.997171		15.8468		-0.997171		20.0169
   78		-0.997171		18.0002		-0.997171		20.7482
   79		-0.997171		14.9535		-0.997171		19.3269
   80		-0.90004		14.2744		-0.558246		12.6871
   81		-0.90004		14.8704		-0.558246		15.64
   82		-0.90004		12.2106		-0.558246		13.9528
   83		-0.90004		16.7659		-0.558246		12.4765
   84		-0.90004		14.2681		-0.558246		13.6182
   85		-0.90004		16.145		-0.558246		12.3837
   86		-0.90004		14.3847		-0.558246		14.302
   87		-0.90004		12.0855		-0.558246		14.4688
   88		-0.90004		14.3232		-0.558246		14.1008
   89		-0.90004		15.0358		-0.558246		13.2355
   90		-0.90004		21.1931		-0.558246		17.1081
   91		-0.90004		16.2458		-0.558246		14.5909
   92		-0.90004		21.257		-0.558246		15.7054
   93		-0.90004		18.5874		-0.558246		17.5681
   94		-0.90004		13.7269		-0.558246		18.0427
   95		-0.90004		18.0766		-0.558246		15.5981
   96		-0.903491		20.6239		-0.890516		17.1419
   97		-0.903491		15.7371		-0.890516		12.8303
   98		-0.903491		19.4677		-0.890516		11.494
   99		-0.903491		19.0705		-0.890516		14.5423
   100		-0.903491		21.9962		-0.890516		17.5933
   101		-0.903491		19.6896		-0.890516		14.2766
   102		-0.903491		21.7281		-0.890516		13.9672
   103		-0.903491		19.8406		-0.890516		16.0681
   104		-0.903491		23.1555		-0.890516		12.2811
   105		-0.903491		19.3057		-0.890516		14.0881
   106		-0.903491		22.0712		-0.890516		14.411
   107		-0.903491		23.1288		-0.890516		17.1147
   108		-0.903491		21.878		-0.890516		13.7724
   109		-0.903491		23.3565		-0.890516		16.9743
   110		-0.903491		23.9743		-0.890516		15.8513
   111		-0.903491		22.253		-0.890516		18.8713
   112		-1.09842		18.2968		-1.09842		18.1392
   113		-1.09842		19.3844		-1.09842		20.7682
   114		-1.09842		18.5253		-1.09842		17.2774
   115		-1.09842		20.5952		-1.09842		17.0721
   116		-0.84973		10.7372		-0.84973		16.1549
   117		-0.84973		11.6289		-0.84973		11.229
   118		-0.84973		10.8772		-0.84973		13.594
