   0	24.9544
   1	21.1455
   2	24.2451
   3	23.5753
   4	26.1489
   5	23.9251
   6	23.6328
   7	23.3567
   8	22.1679
   9	21.7075
   10	19.5134
   11	21.2243
   12	25.8861
   13	23.817
   14	23.9507
   15	25.1707
   16	23.0363
   17	21.6412
   18	24.1972
   19	21.2876
   20	24.4004
   21	21.5529
   22	23.93
   23	23.2771
   24	22.4499
   25	22.8259
   26	22.5248
   27	24.7377
   28	21.6632
   29	23.7585
   30	22.4664
   31	22.8454
   32	23.189
   33	22.2131
   34	24.5788
   35	24.9737
   36	22.9774
   37	25.2208
   38	24.1473
   39	24.995
   40	20.6178
   41	22.126
   42	19.3935
   43	23.1485
   44	22.0286
   45	21.1036
   46	20.2733
   47	21.2689
   48	26.8712
   49	18.7924
   50	17.5993
   51	20.3855
   52	20.1958
   53	23.3962
   54	19.8555
   55	19.7069
   56	19.2944
   57	22.4639
   58	19.2908
   59	19.908
   60	16.9731
   61	15.5428
   62	18.9093
   63	18.232
   64	17.42
   65	18.5473
   66	17.1537
   67	16.9058
   68	17.4064
   69	15.0744
   70	16.6502
   71	18.1217
   72	15.9265
   73	14.8849
   74	15.3973
   75	15.6087
   76	15.941
   77	14.6499
   78	13.9723
   79	14.6483
   80	19.3296
   81	19.5218
   82	18.0039
   83	18.8258
   84	15.1234
   85	25.0162
   86	12.3051
   87	13.0902
   88	15.6825
   89	13.9887
   90	15.6279
   91	16.4262
   92	16.7191
   93	15.1125
   94	16.1481
   95	16.238
   96	23.5713
   97	26.8426
   98	23.8039
   99	25.7508
   100	22.267
   101	24.3107
   102	23.2265
   103	24.166
   104	23.7489
   105	26.0067
   106	24.4004
   107	26.3763
   108	28.1055
   109	28.5328
   110	28.8715
   111	26.9005
   112	27.6215
   113	27.2807
   114	26.7209
   115	28.2321
   116	26.347
   117	24.4459
   118	26.2366
   119	24.8802
   120	25.653
   121	23.5951
   122	22.9922
   123	24.2139
   124	26.0519
   125	23.9908
   126	25.2864
   127	26.8821
   128	21.4841
   129	21.8579
   130	23.9295
   131	24.9232
   132	24.0214
   133	22.4456
   134	26.0469
   135	22.277
   136	25.6094
   137	22.8273
   138	26.4079
   139	25.2568
   140	22.2196
   141	23.5917
   142	31.1112
   143	22.5569
   144	18.2136
   145	15.2478
   146	15.9518
   147	16.8803
   148	20.0118
   149	17.1497
   150	16.7223
   151	17.6467
   152	20.3722
   153	19.1129
   154	16.1891
   155	18.104
   156	19.4413
   157	17.8458
   158	18.3992
   159	19.2418
   160	22.8209
   161	23.4064
   162	20.3296
   163	20.165
   164	21.734
   165	20.1379
   166	17.5281
   167	20.1592
   168	19.6524
   169	18.7033
   170	17.4887
   171	20.7812
   172	17.6152
   173	17.9272
   174	20.0862
   175	18.203
   176	21.092
   177	20.4168
   178	21.5732
   179	19.3903
   180	20.271
   181	18.7446
   182	19.0675
   183	19.2074
   184	19.217
   185	22.5977
   186	19.2484
   187	20.7231
   188	18.1401
   189	16.8726
   190	18.4411
   191	20.9194
   192	30.0836
   193	31.1201
   194	30.1598
   195	29.4938
   196	24.4602
   197	24.9995
   198	25.258
   199	25.255
   200	25.6424
   201	27.0161
   202	24.4011
   203	24.5453
   204	32.0193
   205	28.9564
   206	26.764
   207	27.0331
   208	26.3186
   209	26.1029
   210	24.9398
   211	24.0502
   212	25.5998
   213	27.3887
   214	35.4837
   215	26.9966
   216	29.1814
   217	31.6506
   218	28.9142
   219	26.996
   220	27.8371
   221	27.1924
   222	25.6652
   223	28.1607
   224	22.0351
   225	22.0294
   226	24.7052
   227	23.918
   228	24.4174
   229	22.5062
   230	22.0309
   231	23.1549
   232	22.4991
   233	23.0125
   234	24.27
   235	24.311
   236	28.182
   237	28.6842
   238	32.3682
   239	31.1858
   240	20.2131
   241	19.1988
   242	18.7919
   243	18.1845
   244	17.3511
   245	18.9287
   246	17.6375
   247	19.1224
   248	18.458
   249	15.346
   250	17.0335
   251	17.7757
   252	18.9173
   253	19.6904
   254	20.4641
   255	20.0123
   256	16.6809
   257	17.5927
   258	18.2202
   259	15.3456
   260	18.0719
   261	15.7015
   262	17.3078
   263	17.2538
   264	16.999
   265	14.5449
   266	16.3162
   267	17.9585
   268	18.3884
   269	19.2067
   270	18.6214
   271	19.9278
   272	15.2939
   273	13.7992
   274	13.0902
   275	15.4548
   276	15.7458
   277	15.6148
   278	15.0936
   279	16.0559
   280	14.8724
   281	15.8996
   282	16.7313
   283	15.5105
   284	16.1885
   285	16.6371
   286	18.1543
   287	21.2527
   288	31.9744
   289	34.2911
   290	33.9088
   291	29.647
   292	28.0961
   293	28.8975
   294	29.557
   295	26.7493
   296	27.7577
   297	27.9063
   298	30.741
   299	27.0462
   300	29.4593
   301	29.7739
   302	29.9692
   303	29.8607
   304	26.4436
   305	25.3579
   306	28.6334
   307	24.1995
   308	30.4198
   309	31.5503
   310	30.8406
   311	31.2069
   312	31.5693
   313	32.709
   314	32.4542
   315	31.9012
   316	29.6334
   317	30.6926
   318	30.2263
   319	31.5815
   320	24.1204
   321	24.5427
   322	24.1994
   323	24.7851
   324	24.1962
   325	21.5075
   326	21.4656
   327	24.1261
   328	24.0887
   329	24.9309
   330	26.2326
   331	24.5223
   332	23.212
   333	23.8617
   334	24.3509
   335	31.1426
   336	22.6439
   337	23.425
   338	22.0139
   339	31.9062
   340	22.8773
   341	22.9992
   342	20.0363
   343	22.4372
   344	23.6325
   345	26.0897
   346	27.3105
   347	26.6423
   348	21.577
   349	20.7679
   350	22.1507
   351	22.8928
   352	21.3884
   353	19.804
   354	22.3661
   355	20.6181
   356	17.4276
   357	18.9136
   358	19.0223
   359	18.496
   360	24.577
   361	22.0494
   362	29.9187
   363	23.8497
   364	22.0833
   365	22.1178
   366	20.4499
   367	20.4597
   368	21.3383
   369	23.0536
   370	23.1009
   371	24.4474
   372	18.6179
   373	19.3067
   374	19.7631
   375	19.1614
   376	17.5772
   377	17.0813
   378	17.8558
   379	19.8943
   380	22.2346
   381	20.2457
   382	16.7036
   383	21.7255
   384	29.211
   385	27.9224
   386	27.904
   387	28.4081
   388	33.0042
   389	31.0123
   390	29.9881
   391	31.4607
   392	20.6791
   393	22.3894
   394	26.5376
   395	25.9531
   396	31.574
   397	28.6065
   398	28.6286
   399	29.3786
   400	32.7652
   401	38.2662
   402	28.3327
   403	27.6335
   404	25.199
   405	27.3496
   406	25.8572
   407	28.1215
   408	26.9659
   409	26.7904
   410	28.9241
   411	30.0114
   412	30.4841
   413	31.617
   414	31.4965
