0.45   0.84527   0.05   0.138726
0.55   0.768782   0.05   0.0714641
0.65   0.472355   0.05   0.0334341
0.75   0.318123   0.05   0.0188017
0.85   0.193132   0.05   0.0110006
0.95   0.108479   0.05   0.00610725
1.05   0.0641245   0.05   0.0039732
1.15   0.0470995   0.05   0.00264972
1.25   0.0268522   0.05   0.00161597
1.35   0.0184556   0.05   0.00122205
1.45   0.0115437   0.05   0.000788989
1.55   0.00816132   0.05   0.000605637
1.65   0.0048049   0.05   0.000400744
1.75   0.00324093   0.05   0.00030923
1.85   0.00167349   0.05   0.00020656
1.95   0.00128738   0.05   0.000163925
2.05   0.000618947   0.05   0.000114288
2.15   0.000399206   0.05   9.05076e-05
2.25   0.00042716   0.05   8.49298e-05
2.35   0.000271483   0.05   5.73326e-05
2.45   0.00018833   0.05   5.16693e-05
2.55   0.000138777   0.05   4.43061e-05
2.65   0.000118343   0.05   3.43326e-05
2.75   1.59407e-05   0.05   2.44373e-05
2.85   2.40662e-05   0.05   2.28209e-05
2.95   2.78095e-06   0.05   1.36247e-05
3.05   4.1759e-06   0.05   1.39757e-05
3.15   1.35842e-05   0.05   1.37488e-05
3.25   4.18682e-05   0.05   1.76256e-05
3.35   5.1376e-06   0.05   9.69888e-06
3.45   -3.76358e-06   0.05   8.12553e-06
3.55   9.6067e-06   0.05   8.59057e-06
3.65   4.8171e-06   0.05   8.61868e-06
3.75   -3.55337e-06   0.05   4.76684e-06
3.85   4.74805e-06   0.05   8.9465e-06
3.95   1.51154e-06   0.05   5.69832e-06
4.05   -6.26735e-06   0.05   3.00539e-06
4.15   2.45654e-06   0.05   4.71929e-06
4.25   -1.9514e-06   0.05   4.12658e-06
4.35   -5.10836e-07   0.05   4.37e-06
4.45   3.60986e-06   0.05   3.85946e-06
4.55   6.85454e-06   0.05   5.27232e-06
4.65   2.58504e-06   0.05   3.72856e-06
4.75   8.71794e-08   0.05   2.11051e-06
4.85   1.88138e-06   0.05   3.12114e-06
4.95   -2.04713e-06   0.05   1.60001e-06



0.1   78.0481   0.1   32.535
0.3   1.6463   0.1   0.949594
0.5   0.807026   0.1   0.0780258
0.7   0.395239   0.1   0.0191791
0.9   0.150805   0.1   0.00629108
1.1   0.055612   0.1   0.00238785
1.3   0.0226539   0.1   0.00101301
1.5   0.00985252   0.1   0.000497318
1.7   0.00402291   0.1   0.00025309
1.9   0.00148044   0.1   0.000131851
2.1   0.000509077   0.1   7.28928e-05
2.3   0.000349321   0.1   5.1235e-05
2.5   0.000163554   0.1   3.40321e-05
2.7   6.71419e-05   0.1   2.10708e-05
2.9   1.34236e-05   0.1   1.32894e-05
3.1   8.88003e-06   0.1   9.80241e-06
3.3   2.35029e-05   0.1   1.00589e-05
3.5   2.92156e-06   0.1   5.91232e-06
3.7   6.31867e-07   0.1   4.92454e-06
3.9   3.1298e-06   0.1   5.30355e-06
4.1   -1.9054e-06   0.1   2.7975e-06
4.3   -1.23112e-06   0.1   3.00522e-06
4.5   5.2322e-06   0.1   3.26699e-06
4.7   1.33611e-06   0.1   2.14222e-06
4.9   -8.28732e-08   0.1   1.75368e-06


gSystem->Load("libemcAnalyzer"); emcAnalyzer e; TGraphErrors *eband;
TH1F*hwa98_cent01=(TH1F*)emcAnalyzerUtils::readAsciiToHisto("/home/enterria/analyzer/data/wa98_tables/original_klaus/wa98_pi0_et01.dat",4);
TH1F*hwa98_cent02=(TH1F*)emcAnalyzerUtils::readAsciiToHisto("/home/enterria/analyzer/data/wa98_tables/original_klaus/wa98_pi0_et02.dat",4);
hwa98_cent02->SetLineColor(4)
hwa98_cent01->SetMarkerStyle(29)
hwa98_cent01->SetMinimum(1e-10);
hwa98_cent01->Draw();
hwa98_cent02->Draw("same");
TH1F*hwa98_cent0102=(TH1F*)hwa98_cent01->Clone();
hwa98_cent0102->Add(hwa98_cent02,1.)
hwa98_cent0102->Draw("same");
hwa98_cent0102->SetLineColor(2);
hwa98_cent0102->Scale(0.34); // 0.174+0.174 (paper: 0.172+0.158)
emcAnalyzerUtils::dumpHisto(hwa98_cent0102);

TH1F*hwa98_cent0102=(TH1F*)emcAnalyzerUtils::readAsciiToHisto("/home/enterria/analyzer/data/wa98_tables/original_klaus/wa98_pi0_et0102.dat",4);
hwa98_cent0102->Rebin(2);
hwa98_cent0102->Scale(0.5);
emcAnalyzerUtils::dumpHisto(hwa98_cent0102);
