0.25	297.587	1.19696
0.35	179.645	0.732645
0.45	109.285	0.46711
0.55	67.0497	0.304532
0.65	41.5239	0.203659
0.75	26.5602	0.142004
0.85	16.9166	0.0974707
0.95	11.1422	0.070009
1.05	7.32149	0.049346
1.15	4.99414	0.0363548
1.25	3.25251	0.025336
1.35	2.35761	0.0201926
1.45	1.59012	0.0147501
1.55	1.07038	0.0108356
1.65	0.742247	0.00830081
1.75	0.527556	0.00658002
1.85	0.378154	0.00525918
1.95	0.266857	0.00428674
2.05	0.185949	0.00286662
2.15	0.128707	0.00234089
2.25	0.0867621	0.00190404
2.35	0.0670745	0.00176544
2.45	0.0478363	0.00150513
2.55	0.0354917	0.00138858
2.65	0.0255107	0.00121195
2.75	0.0202865	0.00115652
2.85	0.0139075	0.00100447
2.95	0.0108903	0.000947095
