0.25	153.703	0.871068
0.35	87.1797	0.500959
0.45	52.2418	0.314498
0.55	31.653	0.202532
0.65	19.5332	0.134994
0.75	12.4385	0.093785
0.85	7.94867	0.0645727
0.95	5.3076	0.0469577
1.05	3.46891	0.0329419
1.15	2.3461	0.0240749
1.25	1.55684	0.0170387
1.35	1.11355	0.0134384
1.45	0.755629	0.00985709
1.55	0.523888	0.00740222
1.65	0.369127	0.0057307
1.75	0.261737	0.00453146
1.85	0.192477	0.0036707
1.95	0.136645	0.00299959
2.05	0.0983147	0.00203324
2.15	0.0718853	0.00170907
2.25	0.0515341	0.00143266
2.35	0.0397041	0.00132115
2.45	0.0305845	0.00117147
2.55	0.0238916	0.00110949
2.65	0.0176741	0.0009795
2.75	0.0144958	0.000948483
2.85	0.0103062	0.000834509
2.95	0.00888655	0.000827269
