0.25	216.372	0.872451
0.35	126.285	0.51689
0.45	76.3414	0.327836
0.55	46.5376	0.212746
0.65	28.9132	0.143113
0.75	18.4197	0.0997249
0.85	11.7731	0.0689607
0.95	7.78877	0.0499336
1.05	5.14507	0.0355251
1.15	3.47539	0.0261085
1.25	2.27835	0.018466
1.35	1.65424	0.0148556
1.45	1.12163	0.0110179
1.55	0.761024	0.00822033
1.65	0.535644	0.00643618
1.75	0.38293	0.00517481
1.85	0.273166	0.00415687
1.95	0.192557	0.00341485
2.05	0.137175	0.0023361
2.15	0.0997093	0.00196969
2.25	0.0711593	0.00165781
2.35	0.0554218	0.00154586
2.45	0.0390463	0.00131188
2.55	0.0297169	0.00122903
2.65	0.0221885	0.00109409
2.75	0.0164746	0.00100806
2.85	0.0129477	0.000934484
2.95	0.0102169	0.000887921
