0.25	40.1381	0.231125
0.35	21.3718	0.125954
0.45	12.2043	0.0762507
0.55	7.16255	0.0483329
0.65	4.31318	0.0320933
0.75	2.6908	0.0224093
0.85	1.67778	0.0155437
0.95	1.1029	0.011533
1.05	0.711688	0.00834552
1.15	0.479758	0.00636209
1.25	0.312654	0.00469414
1.35	0.230147	0.00395314
1.45	0.154793	0.00305655
1.55	0.105868	0.00239877
1.65	0.0728827	0.00192847
1.75	0.0549289	0.00165179
1.85	0.0389673	0.00136007
1.95	0.0286934	0.00117664
2.05	0.0214471	0.000845737
2.15	0.0156401	0.000725039
2.25	0.0110364	0.000613644
2.35	0.00934069	0.000600711
2.45	0.00745121	0.000547363
2.55	0.00574413	0.000518343
2.65	0.00470965	0.000485413
2.75	0.00363516	0.000457246
2.85	0.00248462	0.000397209
2.95	0.00194233	0.000374086
