0.25	12.6778	0.0731995
0.35	6.62193	0.0391949
0.45	3.71135	0.02336
0.55	2.10876	0.0144102
0.65	1.24807	0.00946513
0.75	0.760343	0.00649903
0.85	0.469916	0.00451671
0.95	0.298828	0.00328457
1.05	0.193655	0.00241195
1.15	0.129032	0.00184042
1.25	0.082907	0.00135889
1.35	0.0594173	0.00113416
1.45	0.0400516	0.000884811
1.55	0.0273556	0.00070051
1.65	0.0205193	0.000594548
1.75	0.0144999	0.00049356
1.85	0.0106822	0.000417279
1.95	0.00769686	0.000357526
2.05	0.00546706	0.00025033
2.15	0.00390166	0.000212777
2.25	0.00282843	0.000182615
2.35	0.0024909	0.000182872
2.45	0.00168614	0.000153385
2.55	0.00168272	0.000165449
2.65	0.00125577	0.00014793
2.75	0.000910334	0.000135093
2.85	0.00070121	0.000123989
2.95	0.00064949	0.000128484
