0.25	66.8367	0.381607
0.35	36.1533	0.210182
0.45	21.1492	0.129488
0.55	12.5135	0.0820222
0.65	7.61492	0.0544235
0.75	4.83381	0.0381367
0.85	3.04263	0.0262354
0.95	2.00415	0.0191663
1.05	1.29773	0.0136173
1.15	0.886787	0.0102808
1.25	0.582837	0.00745491
1.35	0.421817	0.006083
1.45	0.283156	0.00458966
1.55	0.199284	0.00359871
1.65	0.140942	0.00288507
1.75	0.0995101	0.00234616
1.85	0.0732493	0.00194959
1.95	0.0556903	0.00170212
2.05	0.0388341	0.00116291
2.15	0.0281714	0.000989023
2.25	0.0201479	0.000838379
2.35	0.0181514	0.000846863
2.45	0.0126662	0.000717998
2.55	0.0108695	0.000716573
2.65	0.00855988	0.000656663
2.75	0.0070713	0.000639629
2.85	0.00544869	0.000586672
2.95	0.00410712	0.000544586
