0.25	21.2722	0.124763
0.35	11.0861	0.0672462
0.45	6.28596	0.0409305
0.55	3.61896	0.0259104
0.65	2.16962	0.0174706
0.75	1.33333	0.0122952
0.85	0.833109	0.00877982
0.95	0.527696	0.00648989
1.05	0.348099	0.0049127
1.15	0.226307	0.00374478
1.25	0.148896	0.00286005
1.35	0.107437	0.00242293
1.45	0.0724046	0.00191066
1.55	0.049357	0.0015269
1.65	0.0366632	0.00129584
1.75	0.0256877	0.00107881
1.85	0.018906	0.00091544
1.95	0.0135065	0.00078432
2.05	0.00992491	0.000561853
2.15	0.00680592	0.000469077
2.25	0.00508577	0.000409512
2.35	0.0044156	0.000407373
2.45	0.00315813	0.000351671
2.55	0.00317371	0.00038077
2.65	0.00251601	0.000351022
2.75	0.00162979	0.000303082
2.85	0.00129427	0.0002831
2.95	0.00120259	0.000292906
