0.25	104.012	0.58665
0.35	59.6397	0.340216
0.45	35.7701	0.21314
0.55	21.6857	0.136753
0.65	13.3634	0.0905153
0.75	8.5023	0.0623953
0.85	5.40586	0.0423377
0.95	3.5709	0.0301329
1.05	2.34099	0.0208623
1.15	1.58992	0.0150281
1.25	1.04132	0.0102451
1.35	0.753327	0.00795707
1.45	0.509696	0.00561265
1.55	0.347502	0.00397203
1.65	0.243753	0.00291997
1.75	0.173949	0.00220056
1.85	0.125393	0.00166353
1.95	0.0895146	0.00128328
2.05	0.063659	0.000792195
2.15	0.0455553	0.000619504
2.25	0.0322508	0.000487443
2.35	0.0255521	0.000442533
2.45	0.0185545	0.000363733
2.55	0.0144284	0.000333654
2.65	0.0109049	0.000290603
2.75	0.00864488	0.000271062
2.85	0.00630401	0.000236903
2.95	0.00504484	0.00022329
